time|away|score|home
19:45|T.J. Williams missed Jumper.|0-0| 
19:45| |0-0|Montay Brandon Defensive Rebound.
19:35| |0-0|Jarquez Smith missed Three Point Jumper.
19:35|David Walker Defensive Rebound.|0-0| 
19:13|Scott Eatherton missed Jumper.|0-0| 
19:13| |0-0|Aaron Thomas Defensive Rebound.
18:54|Foul on Scott Eatherton.|0-0| 
18:54| |0-1|Kiel Turpin made Free Throw.
18:54| |0-2|Kiel Turpin made Free Throw.
18:31|David Walker missed Layup.|0-2| 
18:31| |0-2|Kiel Turpin Defensive Rebound.
18:23| |0-2|Jarquez Smith missed Jumper.
18:23|Quincy Ford Defensive Rebound.|0-2| 
18:13|Scott Eatherton missed Layup.|0-2| 
18:13|Northeastern Offensive Rebound.|0-2| 
18:05|T.J. Williams Turnover.|0-2| 
18:05| |0-2|Devon Bookert Steal.
18:00| |0-4|Aaron Thomas made Dunk. Assisted by Devon Bookert.
17:47| |0-4|Foul on Jarquez Smith.
17:26|T.J. Williams made Layup.|2-4| 
17:05| |2-4|Kiel Turpin missed Jumper.
17:05| |2-4|Kiel Turpin Offensive Rebound.
17:02| |2-6|Kiel Turpin made Layup.
16:55|Zach Stahl missed Jumper.|2-6| 
16:55| |2-6|Montay Brandon Defensive Rebound.
16:42| |2-8|Kiel Turpin made Jumper. Assisted by Aaron Thomas.
16:14|Zach Stahl Turnover.|2-8| 
15:54| |2-8|Aaron Thomas missed Jumper.
15:54|Reggie Spencer Defensive Rebound.|2-8| 
15:42| |2-8|Foul on Devon Bookert.
15:42| Official TV Timeout| Official TV Timeout| Official TV Timeout
15:38|Scott Eatherton made Jumper.|4-8| 
15:23| |4-10|Aaron Thomas made Layup.
14:56|Scott Eatherton made Layup.|6-10| 
14:23| |6-10|Boris Bojanovsky missed Jumper.
14:23|Reggie Spencer Defensive Rebound.|6-10| 
14:15|Quincy Ford made Three Point Jumper. Assisted by David Walker.|9-10| 
13:56|Foul on Scott Eatherton.|9-10| 
13:56| |9-11|Boris Bojanovsky made Free Throw.
13:56| |9-11|Boris Bojanovsky missed Free Throw.
13:56|Reggie Spencer Defensive Rebound.|9-11| 
13:37|Quincy Ford Turnover.|9-11| 
13:15| |9-14|Aaron Thomas made Three Point Jumper.
12:57|Devon Begley Turnover.|9-14| 
12:57| |9-14|Aaron Thomas Steal.
12:33| |9-14|Aaron Thomas missed Jumper.
12:33| |9-14|Robbie Berwick Offensive Rebound.
12:30| |9-16|Aaron Thomas made Jumper.
12:20| |9-16|Aaron Thomas Turnover.
12:15|Foul on Reggie Spencer.|9-16| 
12:01| |9-18|Jarquez Smith made Layup. Assisted by Xavier Rathan-Mayes.
11:40|David Walker made Three Point Jumper. Assisted by Devon Begley.|12-18| 
11:27| |12-18|Michael Ojo Turnover.
11:27| Official TV Timeout| Official TV Timeout| Official TV Timeout
11:16|Quincy Ford Turnover.|12-18| 
11:15| |12-18|Jarquez Smith Steal.
11:05| |12-18|Xavier Rathan-Mayes Turnover.
10:41|T.J. Williams missed Jumper.|12-18| 
10:41| |12-18|Michael Ojo Defensive Rebound.
10:32| |12-20|Jarquez Smith made Jumper. Assisted by Devon Bookert.
10:11|David Walker made Dunk. Assisted by T.J. Williams.|14-20| 
9:55| |14-20|Foul on Xavier Rathan-Mayes.
9:55| |14-20|Xavier Rathan-Mayes Turnover.
9:37|T.J. Williams made Three Point Jumper. Assisted by Scott Eatherton.|17-20| 
9:22| |17-20|Jarquez Smith Turnover.
9:20|Scott Eatherton Steal.|17-20| 
9:05|T.J. Williams missed Three Point Jumper.|17-20| 
9:05| |17-20|Michael Ojo Defensive Rebound.
8:45| |17-20|Aaron Thomas Turnover.
8:44|Devon Begley Steal.|17-20| 
8:41|Devon Begley made Layup.|19-20| 
8:35| |19-22|Aaron Thomas made Layup.
8:23|David Walker made Three Point Jumper. Assisted by Scott Eatherton.|22-22| 
8:09| |22-22|Kiel Turpin missed Jumper.
8:09|Quincy Ford Defensive Rebound.|22-22| 
7:54|Quincy Ford missed Jumper.|22-22| 
7:54| |22-22|Phil Cofer Defensive Rebound.
7:45| |22-22|Xavier Rathan-Mayes missed Jumper.
7:45|Quincy Ford Defensive Rebound.|22-22| 
7:31|David Walker made Three Point Jumper. Assisted by Quincy Ford.|25-22| 
