time	away	score	home
19:38	Gilvydas Biruta missed Jumper.	0-0	 
19:38	 	0-0	Trey Porter Block.
19:38	Rhode Island Offensive Rebound.	0-0	 
19:36	Jared Terrell missed Three Point Jumper.	0-0	 
19:36	 	0-0	Trey Porter Defensive Rebound.
18:56	 	0-2	Shevon Thompson made Layup. Assisted by Corey Edwards.
18:41	Jared Terrell missed Jumper.	0-2	 
18:41	Hassan Martin Offensive Rebound.	0-2	 
18:35	Biggie Minnis made Layup.	2-2	 
18:18	 	2-5	Corey Edwards made Three Point Jumper. Assisted by Shevon Thompson.
17:56	Jared Terrell missed Jumper.	2-5	 
17:56	Hassan Martin Offensive Rebound.	2-5	 
17:50	Hassan Martin made Dunk.	4-5	 
17:46	 	4-5	Corey Edwards Turnover.
17:33	Hassan Martin missed Jumper.	4-5	 
17:33	 	4-5	Isaiah Jackson Defensive Rebound.
17:06	 	4-5	Marquise Moore missed Jumper.
17:06	Hassan Martin Defensive Rebound.	4-5	 
16:55	 	4-5	Foul on Marquise Moore.
16:55	Gilvydas Biruta made Free Throw.	5-5	 
16:55	Gilvydas Biruta made Free Throw.	6-5	 
16:41	Foul on Gilvydas Biruta.	6-5	 
16:36	Foul on Gilvydas Biruta.	6-5	 
16:36	 	6-6	Corey Edwards made Free Throw.
16:36	 	6-7	Corey Edwards made Free Throw.
16:17	Biggie Minnis made Three Point Jumper. Assisted by Jarvis Garrett.	9-7	 
15:58	 	9-9	Shevon Thompson made Layup.
15:33	Earl Watson Turnover.	9-9	 
15:33	 Official TV Timeout	 Official TV Timeout	 Official TV Timeout
15:24	 	9-9	Trey Porter missed Jumper.
15:24	Biggie Minnis Defensive Rebound.	9-9	 
15:11	T.J. Buchanan Turnover.	9-9	 
15:02	Foul on Hassan Martin.	9-9	 
15:02	 	9-10	Corey Edwards made Free Throw.
15:02	 	9-10	Corey Edwards missed Free Throw.
15:02	Hassan Martin Defensive Rebound.	9-10	 
14:35	Earl Watson missed Jumper.	9-10	 
14:35	Rhode Island Offensive Rebound.	9-10	 
14:32	Biggie Minnis Turnover.	9-10	 
14:30	 	9-10	Shevon Thompson Steal.
14:26	Foul on T.J. Buchanan.	9-10	 
14:26	 	9-11	Trey Porter made Free Throw.
14:26	 	9-12	Trey Porter made Free Throw.
14:05	Jared Terrell Turnover.	9-12	 
14:03	 	9-12	Marko Gujanicic Steal.
13:48	Foul on T.J. Buchanan.	9-12	 
13:48	 	9-12	Shevon Thompson missed Free Throw.
13:48	 	9-12	George Mason Deadball Team Rebound.
13:48	 	9-13	Shevon Thompson made Free Throw.
13:33	Hassan Martin made Jumper.	11-13	 
13:12	 	11-13	Shevon Thompson missed Jumper.
13:12	Jarvis Garrett Defensive Rebound.	11-13	 
13:05	Jarvis Garrett made Layup.	13-13	 
12:52	 	13-13	Jalen Jenkins Turnover.
12:39	 	13-13	Foul on Julian Royal.
12:39	Hassan Martin made Free Throw.	14-13	 
12:39	Hassan Martin made Free Throw.	15-13	 
12:39	 	15-13	Marko Gujanicic Turnover.
12:22	E.C. Matthews made Three Point Jumper. Assisted by Jarvis Garrett.	18-13	 
11:49	 	18-13	Julian Royal missed Jumper.
11:49	 	18-13	Jalen Jenkins Offensive Rebound.
11:46	 	18-15	Jalen Jenkins made Layup.
11:09	Jared Terrell made Jumper.	20-15	 
10:58	 	20-15	Vaughn Gray missed Jumper.
10:58	 	20-15	Julian Royal Offensive Rebound.
10:55	 	20-15	Foul on Julian Royal.
10:55	 	20-15	Julian Royal Turnover.
10:54	 	20-15	Julian Royal missed Jumper.
10:54	Earl Watson Block.	20-15	 
10:54	 	20-15	George Mason Offensive Rebound.
10:35	E.C. Matthews made Three Point Jumper. Assisted by Biggie Minnis.	23-15	 
10:14	 	23-17	Marko Gujanicic made Jumper.
9:50	 	23-17	Foul on Trey Porter.
9:32	Hassan Martin missed Layup.	23-17	 
9:32	 	23-17	Shevon Thompson Defensive Rebound.
9:17	 	23-17	Shevon Thompson missed Dunk.
9:17	 	23-17	Shevon Thompson Offensive Rebound.
9:13	Foul on Hassan Martin.	23-17	 
9:08	 	23-17	Jalen Jenkins Turnover.
8:48	 	23-17	Foul on Isaiah Jackson.
8:20	Jarelle Reischel made Layup. Assisted by Earl Watson.	25-17	 
8:06	 	25-17	Marquise Moore missed Layup.
8:06	 	25-17	Shevon Thompson Offensive Rebound.
8:02	 	25-17	Shevon Thompson missed Layup.
8:02	Jared Terrell Defensive Rebound.	25-17	 
7:57	E.C. Matthews made Layup.	27-17	 
7:55	George Mason  Timeout	George Mason  Timeout	George Mason  Timeout
7:41	 	27-18	Isaiah Jackson made Free Throw.
7:41	 	27-18	Isaiah Jackson missed Free Throw.
7:41	Biggie Minnis Defensive Rebound.	27-18	 
7:39	Foul on Jarvis Garrett.	27-18	 
7:17	E.C. Matthews missed Three Point Jumper.	27-18	 
7:17	 	27-18	Shevon Thompson Defensive Rebound.
6:47	 	27-18	Shevon Thompson missed Jumper.
6:47	Earl Watson Defensive Rebound.	27-18	 
6:40	E.C. Matthews made Three Point Jumper.	30-18	 
6:35	 	30-18	Marquise Moore Turnover.
6:35	Jared Terrell made Jumper. Assisted by Earl Watson.	32-18	 
6:19	Foul on Jarelle Reischel.	32-18	 
6:19	 	32-19	Marquise Moore made Free Throw.
6:19	 	32-20	Marquise Moore made Free Throw.
5:57	Jared Terrell missed Three Point Jumper.	32-20	 
5:57	 	32-20	George Mason Defensive Rebound.
5:38	 	32-20	Trey Porter missed Jumper.
5:38	Earl Watson Block.	32-20	 
5:38	 	32-20	George Mason Offensive Rebound.
5:36	 	32-20	Shevon Thompson Turnover.
5:19	Jarvis Garrett missed Jumper.	32-20	 
5:19	Earl Watson Offensive Rebound.	32-20	 
5:15	Earl Watson missed Layup.	32-20	 
5:15	Earl Watson Offensive Rebound.	32-20	 
5:13	 	32-20	Foul on Marquise Moore.
4:53	Earl Watson missed Dunk.	32-20	 
4:53	 	32-20	Isaiah Jackson Defensive Rebound.
4:48	 	32-20	Foul on Isaiah Jackson.
4:48	 	32-20	Isaiah Jackson Turnover.
4:38	Earl Watson made Dunk. Assisted by Jarvis Garrett.	34-20	 
4:24	 	34-20	Trey Porter Turnover.
4:22	Jarelle Reischel Steal.	34-20	 
4:22	 	34-20	Foul on Trey Porter.
4:22	Jarelle Reischel made Free Throw.	35-20	 
4:22	Jarelle Reischel made Free Throw.	36-20	 
3:54	 Official TV Timeout	 Official TV Timeout	 Official TV Timeout
3:54	 	36-20	Vaughn Gray missed Free Throw.
3:54	 	36-20	George Mason Deadball Team Rebound.
3:54	 	36-20	Vaughn Gray missed Free Throw.
3:54	Earl Watson Defensive Rebound.	36-20	 
3:54	Foul on Earl Watson.	36-20	 
3:25	Jared Terrell missed Three Point Jumper.	36-20	 
3:25	 	36-20	Vaughn Gray Defensive Rebound.
3:09	 	36-20	Julian Royal missed Jumper.
3:09	E.C. Matthews Defensive Rebound.	36-20	 
3:02	Jared Terrell missed Jumper.	36-20	 
3:02	 	36-20	Jalen Jenkins Defensive Rebound.
2:49	 	36-23	Vaughn Gray made Three Point Jumper. Assisted by Corey Edwards.
2:30	E.C. Matthews missed Three Point Jumper.	36-23	 
2:30	Jarvis Garrett Offensive Rebound.	36-23	 
2:15	E.C. Matthews missed Three Point Jumper.	36-23	 
2:15	 	36-23	Jalen Jenkins Defensive Rebound.
1:56	Foul on Earl Watson.	36-23	 
1:56	 	36-24	Jalen Jenkins made Free Throw.
1:56	 	36-25	Jalen Jenkins made Free Throw.
1:40	Jarvis Garrett made Three Point Jumper. Assisted by Biggie Minnis.	39-25	 
1:25	 	39-25	Isaiah Jackson missed Jumper.
1:25	 	39-25	Julian Royal Offensive Rebound.
1:07	Foul on Biggie Minnis.	39-25	 
1:07	 	39-26	Isaiah Jackson made Free Throw.
1:07	 	39-27	Isaiah Jackson made Free Throw.
0:49	Jarvis Garrett missed Three Point Jumper.	39-27	 
0:49	 	39-27	George Mason Defensive Rebound.
0:45	Rhode Island  Timeout	Rhode Island  Timeout	Rhode Island  Timeout
0:13	 	39-27	Foul on Shevon Thompson.
0:13	E.C. Matthews made Free Throw.	40-27	 
0:13	E.C. Matthews made Free Throw.	41-27	 
0:05	Foul on Jarvis Garrett.	41-27	 
0:05	 	41-27	Marko Gujanicic missed Free Throw.
0:05	 	41-27	George Mason Deadball Team Rebound.
0:05	 	41-27	Marko Gujanicic missed Free Throw.
0:05	Jarelle Reischel Defensive Rebound.	41-27	 
0:01	Jarelle Reischel Turnover.	41-27	 
0:01	 	41-27	Corey Edwards Steal.
0:00	End of 1st half	End of 1st half	End of 1st half
19:46	 	41-27	Shevon Thompson Turnover.
19:41	Jared Terrell made Three Point Jumper.	44-27	 
19:30	Foul on Hassan Martin.	44-27	 
19:08	 	44-30	Isaiah Jackson made Three Point Jumper. Assisted by Corey Edwards.
18:37	Gilvydas Biruta missed Jumper.	44-30	 
18:37	 	44-30	Shevon Thompson Defensive Rebound.
18:29	 	44-30	Trey Porter missed Jumper.
18:29	 	44-30	Shevon Thompson Offensive Rebound.
18:27	Foul on Earl Watson.	44-30	 
18:24	 	44-30	Trey Porter Turnover.
18:23	E.C. Matthews Steal.	44-30	 
18:19	E.C. Matthews missed Layup.	44-30	 
18:19	 	44-30	Isaiah Jackson Defensive Rebound.
18:13	 	44-30	Trey Porter missed Dunk.
18:13	Jared Terrell Defensive Rebound.	44-30	 
18:07	E.C. Matthews missed Jumper.	44-30	 
18:07	 	44-30	Trey Porter Block.
18:05	Earl Watson Offensive Rebound.	44-30	 
18:01	Earl Watson made Layup.	46-30	 
17:42	 	46-30	Shevon Thompson Turnover.
17:28	Gilvydas Biruta missed Layup.	46-30	 
17:28	 	46-30	Jalen Jenkins Defensive Rebound.
17:19	Foul on Gilvydas Biruta.	46-30	 
17:19	 	46-31	Jalen Jenkins made Free Throw.
17:19	 	46-31	Jalen Jenkins missed Free Throw.
17:19	Earl Watson Defensive Rebound.	46-31	 
17:03	 	46-31	Foul on Isaiah Jackson.
17:03	Jarvis Garrett made Free Throw.	47-31	 
17:03	Jarvis Garrett made Free Throw.	48-31	 
16:45	 	48-31	Shevon Thompson missed Jumper.
16:45	Jared Terrell Defensive Rebound.	48-31	 
16:38	Jared Terrell Turnover.	48-31	 
16:36	 	48-31	Corey Edwards Steal.
16:31	 	48-31	Corey Edwards missed Jumper.
16:31	E.C. Matthews Defensive Rebound.	48-31	 
16:03	Jarvis Garrett missed Layup.	48-31	 
16:03	 	48-31	Jalen Jenkins Defensive Rebound.
15:54	 	48-31	Marquise Moore missed Jumper.
15:54	T.J. Buchanan Defensive Rebound.	48-31	 
