time	away	score	home
20:00	 	0-0	Jump Ball won by NC State
19:53	 	0-0	Ralston Turner missed Three Point Jumper.
19:53	Malcolm Brogdon Defensive Rebound.	0-0	 
19:30	Darion Atkins made Jumper. Assisted by Malcolm Brogdon.	2-0	 
18:56	 	2-0	Anthony Barber missed Layup.
18:56	London Perrantes Defensive Rebound.	2-0	 
18:30	Mike Tobey missed Layup.	2-0	 
18:30	Darion Atkins Offensive Rebound.	2-0	 
18:30	Darion Atkins missed Two Point Tip Shot.	2-0	 
18:30	 	2-0	NC State Defensive Rebound.
17:58	 	2-0	Anthony Barber missed Jumper.
17:58	Darion Atkins Defensive Rebound.	2-0	 
17:39	Mike Tobey missed Jumper.	2-0	 
17:39	 	2-0	Kyle Washington Defensive Rebound.
17:28	 	2-3	Kyle Washington made Three Point Jumper. Assisted by Ralston Turner.
17:09	London Perrantes Turnover.	2-3	 
17:09	 	2-3	Anthony Barber Steal.
16:55	 	2-3	Abdul-Malik Abu missed Jumper.
16:55	London Perrantes Defensive Rebound.	2-3	 
16:41	London Perrantes made Jumper.	4-3	 
16:20	 	4-3	Ralston Turner missed Jumper.
16:20	Evan Nolte Block.	4-3	 
16:20	 	4-3	NC State Offensive Rebound.
16:14	 	4-3	Abdul-Malik Abu missed Jumper.
16:14	Mike Tobey Defensive Rebound.	4-3	 
16:01	Foul on Malcolm Brogdon.	4-3	 
16:01	Malcolm Brogdon Turnover.	4-3	 
15:59	 Official TV Timeout	 Official TV Timeout	 Official TV Timeout
15:41	 	4-3	Kyle Washington Turnover.
15:30	 	4-3	Foul on Abdul-Malik Abu.
15:30	Anthony Gill missed Free Throw.	4-3	 
15:30	Virginia Deadball Team Rebound.	4-3	 
15:30	Anthony Gill missed Free Throw.	4-3	 
15:30	 	4-3	Kyle Washington Defensive Rebound.
15:12	 	4-5	Trevor Lacey made Layup.
15:02	 	4-5	Foul on Ralston Turner.
14:54	London Perrantes missed Jumper.	4-5	 
14:54	Anthony Gill Offensive Rebound.	4-5	 
14:54	Anthony Gill missed Two Point Tip Shot.	4-5	 
14:54	 	4-5	Abdul-Malik Abu Block.
14:54	 	4-5	Ralston Turner Defensive Rebound.
14:45	 	4-7	Abdul-Malik Abu made Dunk. Assisted by Trevor Lacey.
14:45	Foul on Anthony Gill.	4-7	 
14:45	 	4-8	Abdul-Malik Abu made Free Throw.
14:22	Anthony Gill Turnover.	4-8	 
14:22	 	4-8	Anthony Barber Steal.
14:15	 	4-10	Trevor Lacey made Jumper. Assisted by Anthony Barber.
14:08	Virginia  Timeout	Virginia  Timeout	Virginia  Timeout
13:50	Malcolm Brogdon missed Jumper.	4-10	 
13:50	 	4-10	BeeJay Anya Block.
13:50	Anthony Gill Offensive Rebound.	4-10	 
13:38	Anthony Gill made Layup.	6-10	 
13:29	 	6-10	Anthony Barber missed Three Point Jumper.
13:29	Darion Atkins Defensive Rebound.	6-10	 
13:21	London Perrantes made Three Point Jumper. Assisted by Darion Atkins.	9-10	 
12:51	 	9-10	Abdul-Malik Abu Turnover.
12:40	Mike Tobey missed Jumper.	9-10	 
12:40	 	9-10	Anthony Barber Defensive Rebound.
12:21	 	9-10	Trevor Lacey missed Jumper.
12:21	Anthony Gill Defensive Rebound.	9-10	 
12:04	Marial Shayok missed Three Point Jumper.	9-10	 
12:04	 	9-10	Caleb Martin Defensive Rebound.
11:44	 	9-10	Anthony Barber missed Jumper.
11:44	Anthony Gill Defensive Rebound.	9-10	 
11:31	Marial Shayok missed Three Point Jumper.	9-10	 
11:31	 	9-10	Abdul-Malik Abu Defensive Rebound.
11:18	 	9-10	BeeJay Anya Turnover.
11:18	Mike Tobey Steal.	9-10	 
10:57	Marial Shayok missed Jumper.	9-10	 
10:57	 	9-10	NC State Defensive Rebound.
10:52	 Official TV Timeout	 Official TV Timeout	 Official TV Timeout
10:24	 	9-10	Anthony Barber missed Jumper.
10:24	Isaiah Wilkins Block.	9-10	 
10:24	Isaiah Wilkins Defensive Rebound.	9-10	 
10:13	Malcolm Brogdon made Jumper. Assisted by London Perrantes.	11-10	 
9:55	 	11-10	Caleb Martin missed Three Point Jumper.
9:55	 	11-10	NC State Offensive Rebound.
9:35	 	11-13	Trevor Lacey made Three Point Jumper.
9:08	London Perrantes made Jumper.	13-13	 
8:35	 	13-13	Kyle Washington missed Jumper.
8:35	 	13-13	Caleb Martin Offensive Rebound.
8:31	 	13-13	Caleb Martin missed Jumper.
8:31	Mike Tobey Block.	13-13	 
8:31	London Perrantes Defensive Rebound.	13-13	 
8:26	Devon Hall made Layup. Assisted by London Perrantes.	15-13	 
7:59	Foul on London Perrantes.	15-13	 
7:59	 Official TV Timeout	 Official TV Timeout	 Official TV Timeout
7:58	 	15-13	Kyle Washington Turnover.
7:46	Isaiah Wilkins Turnover.	15-13	 
7:46	 	15-13	Kyle Washington Steal.
7:17	 	15-13	Abdul-Malik Abu missed Layup.
7:17	Darion Atkins Block.	15-13	 
7:17	Isaiah Wilkins Defensive Rebound.	15-13	 
6:56	Devon Hall missed Three Point Jumper.	15-13	 
6:56	 	15-13	Caleb Martin Defensive Rebound.
6:30	 	15-15	Kyle Washington made Jumper. Assisted by Cody Martin.
6:07	Malcolm Brogdon missed Jumper.	15-15	 
6:07	 	15-15	Caleb Martin Defensive Rebound.
5:57	 	15-15	Kyle Washington missed Three Point Jumper.
5:57	Virginia Defensive Rebound.	15-15	 
5:31	Darion Atkins missed Jumper.	15-15	 
5:31	 	15-15	Kyle Washington Block.
5:31	Darion Atkins Offensive Rebound.	15-15	 
5:26	London Perrantes missed Three Point Jumper.	15-15	 
5:26	 	15-15	Caleb Martin Defensive Rebound.
5:00	 	15-15	Caleb Martin missed Three Point Jumper.
5:00	London Perrantes Defensive Rebound.	15-15	 
4:41	Malcolm Brogdon missed Three Point Jumper.	15-15	 
4:41	Anthony Gill Offensive Rebound.	15-15	 
4:32	London Perrantes missed Three Point Jumper.	15-15	 
4:32	Malcolm Brogdon Offensive Rebound.	15-15	 
4:25	Malcolm Brogdon made Layup.	17-15	 
3:53	 	17-15	Trevor Lacey missed Jumper.
3:53	 	17-15	Cody Martin Offensive Rebound.
3:47	Foul on Anthony Gill.	17-15	 
3:47	 Official TV Timeout	 Official TV Timeout	 Official TV Timeout
3:43	 	17-17	Ralston Turner made Jumper.
3:43	Foul on Evan Nolte.	17-17	 
3:43	 	17-17	Ralston Turner missed Free Throw.
3:43	Mike Tobey Defensive Rebound.	17-17	 
3:25	Mike Tobey Turnover.	17-17	 
3:10	 	17-19	Anthony Barber made Layup.
2:36	Mike Tobey Turnover.	17-19	 
2:36	 	17-19	Anthony Barber Steal.
2:16	 	17-19	Anthony Barber missed Jumper.
2:16	Malcolm Brogdon Block.	17-19	 
2:16	 	17-19	NC State Offensive Rebound.
2:16	Foul on Evan Nolte.	17-19	 
1:54	 	17-19	Kyle Washington missed Jumper.
1:54	Virginia Defensive Rebound.	17-19	 
1:53	 	17-19	Foul on Caleb Martin.
1:30	Darion Atkins missed Jumper.	17-19	 
1:30	Mike Tobey Offensive Rebound.	17-19	 
1:26	Mike Tobey made Layup.	19-19	 
1:06	 	19-19	Trevor Lacey missed Three Point Jumper.
1:06	 	19-19	Caleb Martin Offensive Rebound.
0:42	 	19-21	Anthony Barber made Layup.
0:10	Malcolm Brogdon missed Three Point Jumper.	19-21	 
0:10	 	19-21	Anthony Barber Defensive Rebound.
0:00	End of 1st half	End of 1st half	End of 1st half
20:00	Jump Ball won by Virginia	19-21	 
19:31	 	19-21	Foul on Anthony Barber.
19:26	Mike Tobey missed Jumper.	19-21	 
19:25	 	19-21	Kyle Washington Block.
19:24	Virginia Offensive Rebound.	19-21	 
19:21	Malcolm Brogdon made Jumper.	21-21	 
18:59	 	21-21	Ralston Turner Turnover.
18:59	Evan Nolte Steal.	21-21	 
18:45	London Perrantes missed Jumper.	21-21	 
18:45	 	21-21	Kyle Washington Defensive Rebound.
18:28	Foul on Malcolm Brogdon.	21-21	 
18:24	Foul on London Perrantes.	21-21	 
17:52	 	21-23	Trevor Lacey made Jumper.
17:18	Malcolm Brogdon made Jumper.	23-23	 
17:05	 	23-25	Kyle Washington made Jumper. Assisted by Ralston Turner.
16:45	Malcolm Brogdon missed Jumper.	23-25	 
16:45	 	23-25	Kyle Washington Block.
16:45	Virginia Offensive Rebound.	23-25	 
16:40	Malcolm Brogdon Turnover.	23-25	 
16:40	 	23-25	Ralston Turner Steal.
16:15	 	23-25	Trevor Lacey Turnover.
15:57	London Perrantes missed Jumper.	23-25	 
15:57	Mike Tobey Offensive Rebound.	23-25	 
15:57	Mike Tobey made Two Point Tip Shot.	25-25	 
15:57	 	25-25	Foul on Anthony Barber.
15:53	 Official TV Timeout	 Official TV Timeout	 Official TV Timeout
15:52	Mike Tobey missed Free Throw.	25-25	 
15:51	Anthony Gill Offensive Rebound.	25-25	 
15:24	London Perrantes missed Jumper.	25-25	 
15:24	 	25-25	Abdul-Malik Abu Defensive Rebound.
14:55	 	25-27	Ralston Turner made Jumper.
14:29	Anthony Gill missed Jumper.	25-27	 
14:29	 	25-27	BeeJay Anya Block.
14:29	 	25-27	BeeJay Anya Defensive Rebound.
13:58	 	25-27	Ralston Turner missed Three Point Jumper.
13:58	Anthony Gill Defensive Rebound.	25-27	 
13:39	Evan Nolte made Three Point Jumper. Assisted by Anthony Gill.	28-27	 
13:14	NC State  Timeout	NC State  Timeout	NC State  Timeout
13:12	 	28-27	Kyle Washington missed Jumper.
13:12	 	28-27	BeeJay Anya Offensive Rebound.
13:12	 	28-29	BeeJay Anya made Two Point Tip Shot.
12:42	Anthony Gill missed Jumper.	28-29	 
12:42	Marial Shayok Offensive Rebound.	28-29	 
12:27	Malcolm Brogdon missed Jumper.	28-29	 
12:27	 	28-29	BeeJay Anya Defensive Rebound.
11:57	 	28-29	Trevor Lacey missed Three Point Jumper.
11:57	 	28-29	Kyle Washington Offensive Rebound.
11:48	 	28-29	Kyle Washington missed Jumper.
11:48	 	28-29	Kyle Washington Offensive Rebound.
11:46	 Official TV Timeout	 Official TV Timeout	 Official TV Timeout
11:45	 	28-29	Trevor Lacey missed Jumper.
11:45	 	28-29	BeeJay Anya Offensive Rebound.
11:40	 	28-29	BeeJay Anya missed Layup.
11:40	London Perrantes Defensive Rebound.	28-29	 
11:22	Foul on Darion Atkins.	28-29	 
11:22	Darion Atkins Turnover.	28-29	 
10:55	 	28-29	Anthony Barber missed Jumper.
10:55	London Perrantes Block.	28-29	 
10:55	Anthony Gill Defensive Rebound.	28-29	 
10:31	 	28-29	Foul on BeeJay Anya.
10:31	Anthony Gill missed Free Throw.	28-29	 
10:31	Virginia Deadball Team Rebound.	28-29	 
10:31	Anthony Gill made Free Throw.	29-29	 
10:05	 	29-31	Anthony Barber made Layup.
9:47	Darion Atkins missed Jumper.	29-31	 
9:47	 	29-31	BeeJay Anya Block.
9:47	Anthony Gill Offensive Rebound.	29-31	 
9:40	Anthony Gill made Layup.	31-31	 
9:28	 	31-31	Ralston Turner missed Three Point Jumper.
9:28	 	31-31	Kyle Washington Offensive Rebound.
9:23	 	31-31	Caleb Martin missed Jumper.
9:23	Darion Atkins Defensive Rebound.	31-31	 
9:21	 	31-31	Foul on BeeJay Anya.
8:57	London Perrantes Turnover.	31-31	 
8:43	 	31-31	Ralston Turner missed Three Point Jumper.
8:43	London Perrantes Defensive Rebound.	31-31	 
8:23	Malcolm Brogdon missed Three Point Jumper.	31-31	 
8:23	 	31-31	Caleb Martin Defensive Rebound.
7:48	Foul on Mike Tobey.	31-31	 
7:48	 Official TV Timeout	 Official TV Timeout	 Official TV Timeout
7:48	 	31-32	Abdul-Malik Abu made Free Throw.
7:48	 	31-33	Abdul-Malik Abu made Free Throw.
7:37	Malcolm Brogdon made Layup. Assisted by Anthony Gill.	33-33	 
7:19	 	33-33	Abdul-Malik Abu missed Jumper.
7:19	Mike Tobey Defensive Rebound.	33-33	 
7:03	Anthony Gill made Dunk. Assisted by Evan Nolte.	35-33	 
7:03	 	35-33	Foul on Caleb Martin.
7:03	Anthony Gill made Free Throw.	36-33	 
6:42	Foul on Devon Hall.	36-33	 
6:32	 	36-33	Anthony Barber missed Jumper.
6:32	Malcolm Brogdon Defensive Rebound.	36-33	 
6:25	Devon Hall made Layup. Assisted by Malcolm Brogdon.	38-33	 
6:16	NC State  Timeout	NC State  Timeout	NC State  Timeout
5:54	Foul on Malcolm Brogdon.	38-33	 
5:43	Foul on Malcolm Brogdon.	38-33	 
5:43	 	38-34	Caleb Martin made Free Throw.
5:43	 	38-35	Caleb Martin made Free Throw.
5:26	Evan Nolte missed Three Point Jumper.	38-35	 
5:26	 	38-35	Caleb Martin Defensive Rebound.
5:17	 	38-35	Ralston Turner missed Three Point Jumper.
5:17	Darion Atkins Defensive Rebound.	38-35	 
5:16	Darion Atkins Turnover.	38-35	 
5:16	 	38-35	Caleb Martin Steal.
5:10	 	38-37	BeeJay Anya made Dunk. Assisted by Caleb Martin.
5:10	 	38-37	Technical Foul on Caleb Martin.
5:10	 	38-37	Foul on Caleb Martin.
5:10	Malcolm Brogdon missed Free Throw.	38-37	 
5:10	Virginia Deadball Team Rebound.	38-37	 
5:10	Malcolm Brogdon made Free Throw.	39-37	 
4:48	Mike Tobey made Layup. Assisted by Devon Hall.	41-37	 
4:48	 	41-37	Foul on BeeJay Anya.
4:48	Mike Tobey made Free Throw.	42-37	 
