time|away|score|home
19:39| |0-0|Jaron Blossomgame Turnover.
19:38|Tevin Prescott Steal.|0-0| 
19:17|Jarad Scott Turnover.|0-0| 
19:15| |0-0|Damarcus Harrison Steal.
19:06| |0-0|Jaron Blossomgame missed Jumper.
19:06| |0-0|Donte Grantham Offensive Rebound.
18:59| |0-3|Donte Grantham made Three Point Jumper. Assisted by Jaron Blossomgame.
18:37|Jarad Scott missed Jumper.|0-3| 
18:37| |0-3|Landry Nnoko Block.
18:35| |0-3|Damarcus Harrison Defensive Rebound.
18:30| |0-3|Damarcus Harrison missed Jumper.
18:30|Andre Smith Defensive Rebound.|0-3| 
18:18|Andre Smith missed Jumper.|0-3| 
18:18| |0-3|Jaron Blossomgame Defensive Rebound.
18:12| |0-5|Rod Hall made Jumper.
17:50|Derrick Henry missed Jumper.|0-5| 
17:50| |0-5|Clemson Defensive Rebound.
17:35| |0-5|Rod Hall missed Jumper.
17:35|Keon Moore Defensive Rebound.|0-5| 
17:28|Andre Smith made Three Point Jumper. Assisted by Keon Johnson.|3-5| 
17:17| |3-7|Landry Nnoko made Dunk. Assisted by Donte Grantham.
16:49|Keon Johnson made Jumper.|5-7| 
16:30| |5-7|Rod Hall Turnover.
16:29|Tevin Prescott Steal.|5-7| 
16:09|Duby Okeke made Jumper.|7-7| 
16:00| |7-7|Damarcus Harrison missed Jumper.
16:00|Duby Okeke Defensive Rebound.|7-7| 
15:51|Andre Smith made Three Point Jumper. Assisted by Keon Johnson.|10-7| 
15:37| |10-7|Damarcus Harrison missed Three Point Jumper.
15:37| |10-7|Jaron Blossomgame Offensive Rebound.
15:34| |10-9|Jaron Blossomgame made Dunk.
15:19|Andre Smith made Jumper. Assisted by Keon Moore.|12-9| 
14:59|Foul on Duby Okeke.|12-9| 
14:56| |12-9|Donte Grantham missed Three Point Jumper.
14:56| |12-9|Jaron Blossomgame Offensive Rebound.
14:52| |12-11|Jaron Blossomgame made Jumper.
14:34|Keon Johnson missed Jumper.|12-11| 
14:34|Jarad Scott Offensive Rebound.|12-11| 
14:31|Jarad Scott missed Layup.|12-11| 
14:31| |12-11|Landry Nnoko Block.
14:28| |12-11|Jordan Roper Defensive Rebound.
14:24| |12-11|Rod Hall missed Three Point Jumper.
14:24|Keon Johnson Defensive Rebound.|12-11| 
14:17|Keon Johnson made Layup.|14-11| 
14:14| |14-11|Foul on Donte Grantham.
14:14|Keon Johnson made Free Throw.|15-11| 
14:03|Foul on Josh Davenport.|15-11| 
13:46|Foul on Xavier Cooks.|15-11| 
13:46| |15-12|Landry Nnoko made Free Throw.
13:46| |15-13|Landry Nnoko made Free Throw.
13:30|Xavier Cooks missed Three Point Jumper.|15-13| 
13:30| |15-13|Sidy Djitte Defensive Rebound.
13:24| |15-13|Jaron Blossomgame Turnover.
13:23|Tevin Prescott Steal.|15-13| 
13:10|Andre Smith Turnover.|15-13| 
13:08| |15-13|Austin Ajukwa Steal.
13:06| |15-15|Austin Ajukwa made Layup.
13:06|Foul on Keon Johnson.|15-15| 
13:06| |15-15|Austin Ajukwa missed Free Throw.
13:06|Tevin Prescott Defensive Rebound.|15-15| 
12:39|Derrick Henry missed Jumper.|15-15| 
12:39| |15-15|Donte Grantham Defensive Rebound.
12:33| |15-17|Donte Grantham made Layup.
12:30|Winthrop  Timeout|Winthrop  Timeout|Winthrop  Timeout
12:19|Xavier Cooks made Layup.|17-17| 
11:45|Foul on Derrick Henry.|17-17| 
11:38| |17-17|Jordan Roper missed Free Throw.
11:38| |17-17|Clemson Deadball Team Rebound.
11:38| |17-18|Jordan Roper made Free Throw.
11:25|Keon Moore missed Three Point Jumper.|17-18| 
11:25| |17-18|Clemson Defensive Rebound.
11:23|Foul on Duby Okeke.|17-18| 
11:03| |17-18|Landry Nnoko Turnover.
10:50|Xavier Cooks Turnover.|17-18| 
10:50|Foul on Xavier Cooks.|17-18| 
10:36| |17-18|Landry Nnoko Turnover.
10:19|Josh Davenport missed Three Point Jumper.|17-18| 
10:19| |17-18|Damarcus Harrison Defensive Rebound.
10:06| |17-20|Landry Nnoko made Jumper.
10:06|Foul on Keon Moore.|17-20| 
10:06| |17-21|Landry Nnoko made Free Throw.
9:43|Josh Davenport made Layup.|19-21| 
9:31| |19-21|Landry Nnoko Turnover.
9:29|Josh Davenport Steal.|19-21| 
9:25| |19-21|Foul on Austin Ajukwa.
9:25|Derrick Henry missed Free Throw.|19-21| 
9:25|Winthrop Deadball Team Rebound.|19-21| 
9:25|Derrick Henry made Free Throw.|20-21| 
9:07| |20-21|Landry Nnoko Turnover.
9:05|Keon Moore Steal.|20-21| 
9:02|Keon Johnson made Layup.|22-21| 
9:02| |22-21|Foul on Rod Hall.
9:02|Keon Johnson missed Free Throw.|22-21| 
9:02| |22-21|Clemson Defensive Rebound.
8:51| |22-23|Austin Ajukwa made Jumper. Assisted by Jordan Roper.
8:34|Andre Smith missed Three Point Jumper.|22-23| 
8:34|Joseph Lopez Offensive Rebound.|22-23| 
8:32| |22-23|Foul on Jordan Roper.
8:29|Josh Davenport missed Layup.|22-23| 
8:29| |22-23|Donte Grantham Block.
8:27| |22-23|Jordan Roper Defensive Rebound.
8:24| |22-25|Jordan Roper made Dunk.
8:13|Joseph Lopez missed Layup.|22-25| 
8:13| |22-25|Donte Grantham Defensive Rebound.
8:06|Foul on Josh Davenport.|22-25| 
8:06| |22-25|Jordan Roper missed Free Throw.
8:06| |22-25|Clemson Deadball Team Rebound.
7:59| |22-25|Foul on Donte Grantham.
7:34|Andre Smith missed Jumper.|22-25| 
7:34| |22-25|Josh Smith Defensive Rebound.
7:21| |22-25|Austin Ajukwa missed Three Point Jumper.
7:21|Joseph Lopez Defensive Rebound.|22-25| 
7:18| |22-25|Foul on Josh Smith.
7:18| Official TV Timeout| Official TV Timeout| Official TV Timeout
7:07| |22-25|Foul on Jordan Roper.
7:07|Keon Moore made Free Throw.|23-25| 
7:07|Keon Moore made Free Throw.|24-25| 
6:53|Foul on Keon Johnson.|24-25| 
6:53| |24-26|Rod Hall made Free Throw.
6:53| |24-26|Rod Hall missed Free Throw.
6:53|Tevin Prescott Defensive Rebound.|24-26| 
6:48|Andre Smith made Jumper.|26-26| 
6:36| |26-26|Jaron Blossomgame Turnover.
6:36| |26-26|Foul on Jaron Blossomgame.
6:25|Tevin Prescott Turnover.|26-26| 
6:25|Foul on Tevin Prescott.|26-26| 
6:02| |26-28|Damarcus Harrison made Jumper.
5:44|Tevin Prescott missed Jumper.|26-28| 
5:44|Winthrop Offensive Rebound.|26-28| 
5:35| |26-28|Foul on Austin Ajukwa.
5:35|Tevin Prescott missed Free Throw.|26-28| 
5:35| |26-28|Austin Ajukwa Defensive Rebound.
5:32| |26-28|Rod Hall Turnover.
5:18| |26-28|Foul on Jaron Blossomgame.
5:18|Keon Moore made Free Throw.|27-28| 
5:18|Keon Moore missed Free Throw.|27-28| 
5:18| |27-28|Austin Ajukwa Defensive Rebound.
5:10| |27-28|Landry Nnoko missed Jumper.
5:10|Andre Smith Defensive Rebound.|27-28| 
5:00| |27-28|Foul on Damarcus Harrison.
5:00|Derrick Henry made Free Throw.|28-28| 
5:00|Derrick Henry made Free Throw.|29-28| 
4:46| |29-28|Rod Hall Turnover.
4:36|Keon Moore missed Three Point Jumper.|29-28| 
4:36| |29-28|Landry Nnoko Defensive Rebound.
4:19|Foul on Joseph Lopez.|29-28| 
4:19| |29-29|Landry Nnoko made Free Throw.
4:19| |29-29|Landry Nnoko missed Free Throw.
4:19|Jarad Scott Defensive Rebound.|29-29| 
4:11|Keon Moore missed Jumper.|29-29| 
4:11| |29-29|Rod Hall Defensive Rebound.
4:09|Foul on Jarad Scott.|29-29| 
4:09| |29-30|Rod Hall made Free Throw.
4:09| |29-31|Rod Hall made Free Throw.
3:51|Joseph Lopez missed Layup.|29-31| 
3:51| |29-31|Landry Nnoko Defensive Rebound.
3:29|Foul on Andre Smith.|29-31| 
3:29| Official TV Timeout| Official TV Timeout| Official TV Timeout
3:29| |29-31|Landry Nnoko missed Free Throw.
3:29| |29-31|Clemson Deadball Team Rebound.
3:29| |29-32|Landry Nnoko made Free Throw.
2:55|Andre Smith missed Three Point Jumper.|29-32| 
2:55| |29-32|Gabe DeVoe Defensive Rebound.
2:32| |29-34|Austin Ajukwa made Jumper.
2:08|Andre Smith missed Layup.|29-34| 
2:08| |29-34|Austin Ajukwa Defensive Rebound.
1:56| |29-34|Damarcus Harrison missed Three Point Jumper.
1:56|Winthrop Defensive Rebound.|29-34| 
1:38|Derrick Henry missed Layup.|29-34| 
1:38| |29-34|Landry Nnoko Block.
1:36| |29-34|Gabe DeVoe Defensive Rebound.
1:21| |29-34|Austin Ajukwa missed Three Point Jumper.
1:21| |29-34|Damarcus Harrison Offensive Rebound.
1:16| |29-36|Damarcus Harrison made Dunk.
1:12|Winthrop  Timeout|Winthrop  Timeout|Winthrop  Timeout
0:59| |29-36|Foul on Damarcus Harrison.
0:59|Andre Smith made Free Throw.|30-36| 
0:59|Andre Smith made Free Throw.|31-36| 
0:37| |31-36|Austin Ajukwa missed Jumper.
0:37|Jarad Scott Defensive Rebound.|31-36| 
0:01|Derrick Henry made Three Point Jumper.|34-36| 
0:00|End of 1st half|End of 1st half|End of 1st half
19:45|Keon Moore made Jumper. Assisted by Andre Smith.|36-36| 
19:26| |36-36|Jaron Blossomgame missed Three Point Jumper.
19:26| |36-36|Damarcus Harrison Offensive Rebound.
19:16| |36-36|Donte Grantham missed Free Throw.
19:16| |36-36|Clemson Deadball Team Rebound.
19:16| |36-37|Donte Grantham made Free Throw.
19:14|Foul on Keon Moore.|36-37| 
18:53|Andre Smith missed Jumper.|36-37| 
18:53| |36-37|Jaron Blossomgame Defensive Rebound.
18:43| |36-39|Landry Nnoko made Jumper. Assisted by Damarcus Harrison.
18:36| |36-39|Foul on Damarcus Harrison.
18:36|Derrick Henry made Free Throw.|37-39| 
18:36|Derrick Henry made Free Throw.|38-39| 
18:21| |38-39|Landry Nnoko Turnover.
18:21| |38-39|Foul on Landry Nnoko.
18:01|Jarad Scott made Three Point Jumper. Assisted by Keon Johnson.|41-39| 
17:53|Foul on Jarad Scott.|41-39| 
17:48| |41-39|Jordan Roper missed Jumper.
17:48|Jarad Scott Defensive Rebound.|41-39| 
17:39|Keon Moore missed Three Point Jumper.|41-39| 
17:39| |41-39|Jaron Blossomgame Defensive Rebound.
17:19| |41-41|Jaron Blossomgame made Dunk.
17:10|Duby Okeke Turnover.|41-41| 
17:10|Foul on Duby Okeke.|41-41| 
16:48| |41-43|Donte Grantham made Jumper. Assisted by Jordan Roper.
16:38|Keon Moore made Three Point Jumper. Assisted by Andre Smith.|44-43| 
16:18| |44-43|Jordan Roper missed Three Point Jumper.
16:18| |44-43|Donte Grantham Offensive Rebound.
16:14| |44-43|Donte Grantham missed Jumper.
16:14|Duby Okeke Block.|44-43| 
16:13|Josh Davenport Defensive Rebound.|44-43| 
16:00|Duby Okeke Turnover.|44-43| 
16:00|Foul on Duby Okeke.|44-43| 
16:00| Official TV Timeout| Official TV Timeout| Official TV Timeout
15:44| |44-43|Landry Nnoko missed Dunk.
15:44| |44-43|Donte Grantham Offensive Rebound.
15:36| |44-43|Landry Nnoko Turnover.
15:11|Keon Moore missed Jumper.|44-43| 
15:11| |44-43|Landry Nnoko Defensive Rebound.
15:06| |44-43|Landry Nnoko Turnover.
15:05|Xavier Cooks Steal.|44-43| 
14:59|Keon Johnson made Layup.|46-43| 
14:37| |46-43|Jaron Blossomgame missed Free Throw.
14:37|Xavier Cooks Defensive Rebound.|46-43| 
14:36|Foul on Josh Davenport.|46-43| 
14:36| |46-43|Jaron Blossomgame missed Free Throw.
14:36| |46-43|Clemson Deadball Team Rebound.
14:28|Tevin Prescott missed Jumper.|46-43| 
14:28|Tevin Prescott Offensive Rebound.|46-43| 
14:26|Tevin Prescott missed Layup.|46-43| 
14:26| |46-43|Landry Nnoko Block.
14:26| |46-43|Landry Nnoko Defensive Rebound.
14:18|Foul on Andre Smith.|46-43| 
14:12| |46-43|Donte Grantham missed Three Point Jumper.
14:12| |46-43|Landry Nnoko Offensive Rebound.
14:09| |46-45|Landry Nnoko made Layup.
13:47|Xavier Cooks missed Layup.|46-45| 
13:47| |46-45|Landry Nnoko Block.
13:46| |46-45|Clemson Defensive Rebound.
13:31|Foul on Joseph Lopez.|46-45| 
13:31| |46-45|Landry Nnoko missed Free Throw.
13:31| |46-45|Jaron Blossomgame Offensive Rebound.
13:31| |46-45|Jaron Blossomgame missed Jumper.
13:31|Xavier Cooks Defensive Rebound.|46-45| 
13:27|Keon Johnson made Layup.|48-45| 
13:09| |48-45|Jordan Roper missed Jumper.
13:09|Derrick Henry Defensive Rebound.|48-45| 
12:51|Derrick Henry missed Layup.|48-45| 
12:51| |48-45|Clemson Defensive Rebound.
12:26| |48-47|Jordan Roper made Layup.
12:26|Foul on Joseph Lopez.|48-47| 
12:26| |48-48|Jaron Blossomgame made Free Throw.
12:12|Andre Smith missed Three Point Jumper.|48-48| 
12:12|Keon Moore Offensive Rebound.|48-48| 
12:03|Andre Smith made Jumper.|50-48| 
11:54| |50-48|Jordan Roper missed Three Point Jumper.
11:54| |50-48|Jaron Blossomgame Offensive Rebound.
11:53|Foul on Jarad Scott.|50-48| 
11:53| Official TV Timeout| Official TV Timeout| Official TV Timeout
11:37| |50-49|Jaron Blossomgame made Free Throw.
11:37| |50-50|Jaron Blossomgame made Free Throw.
11:16| |50-50|Foul on Donte Grantham.
11:07| |50-50|Foul on Austin Ajukwa.
11:05|Keon Moore missed Three Point Jumper.|50-50| 
11:05| |50-50|Sidy Djitte Defensive Rebound.
11:02|Foul on Tevin Prescott.|50-50| 
11:02| |50-51|Sidy Djitte made Free Throw.
11:02| |50-52|Sidy Djitte made Free Throw.
10:44|Keon Johnson missed Three Point Jumper.|50-52| 
10:44| |50-52|Sidy Djitte Defensive Rebound.
10:40| |50-52|Sidy Djitte Turnover.
10:37|Keon Moore Steal.|50-52| 
10:35| |50-52|Foul on Damarcus Harrison.
10:18|Keon Johnson made Three Point Jumper. Assisted by Jarad Scott.|53-52| 
10:10| |53-54|Rod Hall made Jumper.
10:05|Clemson  Timeout|Clemson  Timeout|Clemson  Timeout
9:37| |53-54|Foul on Sidy Djitte.
9:34| |53-54|Foul on Jaron Blossomgame.
9:34|Jarad Scott made Free Throw.|54-54| 
9:34|Jarad Scott made Free Throw.|55-54| 
9:18| |55-54|Jaron Blossomgame missed Jumper.
9:18|Keon Moore Defensive Rebound.|55-54| 
9:04|Keon Johnson missed Layup.|55-54| 
9:04| |55-54|Landry Nnoko Defensive Rebound.
8:44| |55-54|Rod Hall missed Jumper.
8:44|Keon Moore Defensive Rebound.|55-54| 
8:20|Josh Davenport missed Three Point Jumper.|55-54| 
8:20| |55-54|Landry Nnoko Defensive Rebound.
7:51|Foul on Tevin Prescott.|55-54| 
7:51| Official TV Timeout| Official TV Timeout| Official TV Timeout
7:51| |55-54|Jaron Blossomgame missed Free Throw.
