time|away|score|home
19:41| |0-0|Justin Bibbs missed Layup.
19:41|Mike Kobani Defensive Rebound.|0-0| 
19:18|Mike Kobani missed Jumper.|0-0| 
19:18| |0-0|Joey van Zegeren Block.
19:16|Chris Burgess Offensive Rebound.|0-0| 
19:12|Dustin Clarke made Three Point Jumper. Assisted by Chris Burgess.|3-0| 
18:52| |3-2|Justin Bibbs made Layup.
18:35|Dustin Clarke missed Three Point Jumper.|3-2| 
18:35| |3-2|Malik Muller Defensive Rebound.
18:24| |3-2|Adam Smith missed Three Point Jumper.
18:24| |3-2|Justin Bibbs Offensive Rebound.
18:21| |3-2|Justin Bibbs missed Jumper.
18:21|Tommy Spagnolo Defensive Rebound.|3-2| 
18:12|Chris Burgess made Layup.|5-2| 
17:44| |5-2|Joey van Zegeren missed Jumper.
17:44|Mike Kobani Block.|5-2| 
17:42|Tommy Spagnolo Defensive Rebound.|5-2| 
17:31|Mike Kobani missed Layup.|5-2| 
17:31| |5-2|Malik Muller Defensive Rebound.
17:13| |5-4|Adam Smith made Layup.
16:44|Mike Kobani Turnover.|5-4| 
16:35| |5-4|Justin Bibbs missed Three Point Jumper.
16:35|Appalachian St Deadball Team Rebound.|5-4| 
16:08|Frank Eaves missed Layup.|5-4| 
16:08|Griffin Kinney Offensive Rebound.|5-4| 
15:51|Tommy Spagnolo made Layup. Assisted by Griffin Kinney.|7-4| 
15:35| |7-4|Malik Muller missed Three Point Jumper.
15:35|Jake Babic Defensive Rebound.|7-4| 
15:24|Griffin Kinney made Layup. Assisted by Tommy Spagnolo.|9-4| 
15:11| |9-4|Malik Muller Turnover.
15:11|Appalachian St  Timeout|Appalachian St  Timeout|Appalachian St  Timeout
14:50|Frank Eaves missed Three Point Jumper.|9-4| 
14:50|Griffin Kinney Offensive Rebound.|9-4| 
14:45|Griffin Kinney Turnover.|9-4| 
14:45| Official TV Timeout| Official TV Timeout| Official TV Timeout
14:31|Foul on Jacob Lawson.|9-4| 
14:31| |9-5|Joey van Zegeren made Free Throw.
14:31| |9-5|Joey van Zegeren missed Free Throw.
14:31|Frank Eaves Defensive Rebound.|9-5| 
14:13|Jake Babic Turnover.|9-5| 
13:56| |9-7|Jalen Hudson made Jumper.
13:47|Dustin Clarke made Jumper.|11-7| 
13:37|Foul on Jake Babic.|11-7| 
13:37| |11-7|Jalen Hudson missed Free Throw.
13:37| |11-7|Virginia Tech Deadball Team Rebound.
13:37| |11-7|Jalen Hudson missed Free Throw.
13:37|Landon Goesling Defensive Rebound.|11-7| 
13:19|Jacob Lawson made Layup.|13-7| 
13:19| |13-7|Foul on Joey van Zegeren.
13:19|Jacob Lawson made Free Throw.|14-7| 
13:12| |14-7|Shane Henry Turnover.
13:10|Tommy Spagnolo Steal.|14-7| 
12:55|Jake Babic missed Three Point Jumper.|14-7| 
12:55|Landon Goesling Offensive Rebound.|14-7| 
12:50|Jacob Lawson made Dunk. Assisted by Landon Goesling.|16-7| 
12:40| |16-7|Will Johnston missed Three Point Jumper.
12:40|Landon Goesling Defensive Rebound.|16-7| 
12:28|Tommy Spagnolo made Layup. Assisted by Jake Babic.|18-7| 
12:07| |18-7|Ahmed Hill missed Layup.
12:07|Tommy Spagnolo Defensive Rebound.|18-7| 
11:59|Jake Babic missed Three Point Jumper.|18-7| 
11:59| |18-7|Jalen Hudson Defensive Rebound.
11:52|Foul on Jacob Lawson.|18-7| 
11:52| Official TV Timeout| Official TV Timeout| Official TV Timeout
11:51| |18-9|Justin Bibbs made Layup. Assisted by Devin Wilson.
11:23|Griffin Kinney missed Layup.|18-9| 
11:23|Griffin Kinney Offensive Rebound.|18-9| 
11:21| |18-9|Foul on Devin Wilson.
11:21|Griffin Kinney missed Free Throw.|18-9| 
11:21|Appalachian St Deadball Team Rebound.|18-9| 
11:21|Griffin Kinney made Free Throw.|19-9| 
11:03| |19-11|Ahmed Hill made Jumper.
10:41|Tommy Spagnolo made Layup.|21-11| 
10:30| |21-11|Malik Muller Turnover.
10:07|Landon Goesling missed Three Point Jumper.|21-11| 
10:07|Landon Goesling Offensive Rebound.|21-11| 
9:50|Tommy Spagnolo missed Three Point Jumper.|21-11| 
9:50|Chris Burgess Offensive Rebound.|21-11| 
9:46|Frank Eaves Turnover.|21-11| 
9:22| |21-11|Joey van Zegeren Turnover.
9:22|Tommy Spagnolo Steal.|21-11| 
9:18|Landon Goesling missed Layup.|21-11| 
9:18|Tommy Spagnolo Offensive Rebound.|21-11| 
9:16|Tommy Spagnolo made Layup.|23-11| 
9:02|Foul on Tommy Spagnolo.|23-11| 
9:00| |23-14|Will Johnston made Three Point Jumper. Assisted by Jalen Hudson.
8:51|Mike Kobani Turnover.|23-14| 
8:51|Foul on Mike Kobani.|23-14| 
8:37| |23-14|Ahmed Hill missed Jumper.
8:37|Griffin Kinney Defensive Rebound.|23-14| 
8:27|Chris Burgess Turnover.|23-14| 
8:26| |23-14|Joey van Zegeren Steal.
