time|away|score|home
19:57|Kennedy Meeks missed Jumper.|0-0| 
19:57| |0-0|Tyler Kalinoski Defensive Rebound.
19:43|J.P. Tokoto made Jumper.|2-0| 
19:27| |2-2|Brian Sullivan made Jumper.
19:21|J.P. Tokoto missed Three Point Jumper.|2-2| 
19:21| |2-2|Brian Sullivan Block.
19:19|North Carolina Offensive Rebound.|2-2| 
19:06|Brice Johnson missed Jumper.|2-2| 
19:06| |2-2|Jack Gibbs Defensive Rebound.
18:45| |2-2|Tyler Kalinoski missed Layup.
18:45|Brice Johnson Block.|2-2| 
18:43| |2-2|Peyton Aldridge Offensive Rebound.
18:40| |2-4|Peyton Aldridge made Layup.
18:26|Justin Jackson made Three Point Jumper. Assisted by J.P. Tokoto.|5-4| 
18:04| |5-6|Tyler Kalinoski made Jumper. Assisted by Jack Gibbs.
17:52|J.P. Tokoto missed Jumper.|5-6| 
17:52| |5-6|Jake Belford Block.
17:50| |5-6|Brian Sullivan Defensive Rebound.
17:40| |5-6|Peyton Aldridge missed Layup.
17:40|Brice Johnson Block.|5-6| 
17:40| |5-6|Davidson Offensive Rebound.
17:34| |5-9|Peyton Aldridge made Three Point Jumper. Assisted by Brian Sullivan.
17:24|J.P. Tokoto missed Jumper.|5-9| 
17:24| |5-9|Tyler Kalinoski Defensive Rebound.
17:16| |5-9|Brian Sullivan missed Three Point Jumper.
17:16|Desmond Hubert Defensive Rebound.|5-9| 
17:05|Brice Johnson made Jumper. Assisted by Marcus Paige.|7-9| 
16:42| |7-9|Jake Belford missed Three Point Jumper.
16:42|North Carolina Defensive Rebound.|7-9| 
16:27|J.P. Tokoto missed Three Point Jumper.|7-9| 
16:27| |7-9|Nathan Ekwu Defensive Rebound.
15:59|Foul on Justin Jackson.|7-9| 
15:45| |7-12|Peyton Aldridge made Three Point Jumper. Assisted by Jordan Barham.
15:41|J.P. Tokoto Turnover.|7-12| 
15:30| |7-12|Jack Gibbs Turnover.
15:23|Brice Johnson made Dunk. Assisted by Marcus Paige.|9-12| 
15:06| |9-12|Tyler Kalinoski missed Jumper.
