time|away|score|home
19:34| |0-3|LaDontae Henton made Three Point Jumper. Assisted by Kris Dunn.
19:13|Devon Bookert missed Jumper.|0-3| 
19:13| |0-3|Kris Dunn Block.
19:11|Montay Brandon Offensive Rebound.|0-3| 
19:09|Montay Brandon missed Layup.|0-3| 
19:09| |0-3|Carson Desrosiers Block.
19:05| |0-3|Carson Desrosiers Defensive Rebound.
19:01| |0-5|Kris Dunn made Layup.
18:59|Foul on Kiel Turpin.|0-5| 
18:59| |0-5|Kris Dunn missed Free Throw.
18:59|Aaron Thomas Defensive Rebound.|0-5| 
18:38|Aaron Thomas missed Jumper.|0-5| 
18:38| |0-5|Carson Desrosiers Defensive Rebound.
18:37|Foul on Kiel Turpin.|0-5| 
18:19| |0-5|Kris Dunn Turnover.
18:11|Montay Brandon Turnover.|0-5| 
18:03|Foul on Jarquez Smith.|0-5| 
18:03| |0-6|Tyler Harris made Free Throw.
18:03| |0-7|Tyler Harris made Free Throw.
18:01|Florida St  Timeout|Florida St  Timeout|Florida St  Timeout
17:26|Florida St  Turnover.|0-7| 
17:12| |0-9|Kris Dunn made Layup. Assisted by Carson Desrosiers.
16:58|Aaron Thomas missed Layup.|0-9| 
16:58| |0-9|Tyler Harris Defensive Rebound.
16:50| |0-9|LaDontae Henton missed Three Point Jumper.
16:50|Boris Bojanovsky Defensive Rebound.|0-9| 
16:37| |0-9|Foul on Kris Dunn.
16:28|Devon Bookert missed Jumper.|0-9| 
16:28| |0-9|LaDontae Henton Defensive Rebound.
15:59| |0-9|Kris Dunn Turnover.
15:59|Florida St  Timeout|Florida St  Timeout|Florida St  Timeout
15:45|Jarquez Smith missed Three Point Jumper.|0-9| 
15:45| |0-9|LaDontae Henton Defensive Rebound.
15:24| |0-11|Ben Bentil made Layup. Assisted by Tyler Harris.
15:08| |0-11|Foul on Ben Bentil.
15:08|Aaron Thomas made Free Throw.|1-11| 
15:08|Aaron Thomas made Free Throw.|2-11| 
14:48| |2-11|Carson Desrosiers missed Layup.
14:48|Boris Bojanovsky Block.|2-11| 
14:48| |2-11|Providence Offensive Rebound.
14:34| |2-11|Tyler Harris missed Three Point Jumper.
