time|away|score|home
20:00| |0-0|Jump Ball won by Charlotte
19:33| |0-0|Mike Thorne Jr. missed Jumper.
19:33|Tonye Jekiri Defensive Rebound.|0-0| 
19:11|Angel Rodriguez made Three Point Jumper. Assisted by Sheldon McClellan.|3-0| 
18:46|Foul on Angel Rodriguez.|3-0| 
18:39| |3-0|Pierri Henry missed Jumper.
18:39| |3-0|Willie Clayton Offensive Rebound.
18:32| |3-2|Mike Thorne Jr. made Jumper.
18:10|Sheldon McClellan missed Three Point Jumper.|3-2| 
18:10| |3-2|Pierri Henry Defensive Rebound.
18:01|Foul on Sheldon McClellan.|3-2| 
18:01| |3-3|Terrence Williams made Free Throw.
18:01| |3-4|Terrence Williams made Free Throw.
17:50|Manu Lecomte missed Three Point Jumper.|3-4| 
17:50| |3-4|Terrence Williams Defensive Rebound.
17:41| |3-4|Terrence Williams Turnover.
17:41|Angel Rodriguez Steal.|3-4| 
17:36|Angel Rodriguez missed Jumper.|3-4| 
17:36| |3-4|Willie Clayton Block.
17:36|Miami (FL) Offensive Rebound.|3-4| 
17:35|Sheldon McClellan Turnover.|3-4| 
17:35| |3-4|Mike Thorne Jr. Steal.
17:20| |3-4|Willie Clayton missed Jumper.
17:20| |3-4|Mike Thorne Jr. Offensive Rebound.
17:20| |3-4|Mike Thorne Jr. missed Two Point Tip Shot.
17:20| |3-4|Terrence Williams Offensive Rebound.
17:20| |3-4|Terrence Williams Turnover.
17:04|Sheldon McClellan missed Jumper.|3-4| 
17:04| |3-4|Braxton Ogbueze Defensive Rebound.
16:51| |3-4|Mike Thorne Jr. Turnover.
16:51|Joe Thomas Steal.|3-4| 
16:45|Angel Rodriguez Turnover.|3-4| 
16:29| |3-4|Willie Clayton missed Jumper.
16:29|Sheldon McClellan Defensive Rebound.|3-4| 
16:11|Sheldon McClellan made Layup. Assisted by Angel Rodriguez.|5-4| 
15:53| |5-4|Torin Dorn Turnover.
15:53| Official TV Timeout| Official TV Timeout| Official TV Timeout
15:44|Angel Rodriguez missed Three Point Jumper.|5-4| 
15:44|Joe Thomas Offensive Rebound.|5-4| 
15:35|Manu Lecomte made Three Point Jumper. Assisted by Joe Thomas.|8-4| 
15:26| |8-6|Pierri Henry made Jumper.
15:09|Manu Lecomte made Jumper.|10-6| 
14:51| |10-8|Mike Thorne Jr. made Jumper.
14:27|Tonye Jekiri missed Jumper.|10-8| 
14:27| |10-8|Pierri Henry Defensive Rebound.
14:12| |10-10|Mike Thorne Jr. made Jumper.
13:56|Manu Lecomte made Layup.|12-10| 
13:40| |12-12|Pierri Henry made Layup.
13:22|Manu Lecomte missed Three Point Jumper.|12-12| 
13:22| |12-12|Pierri Henry Defensive Rebound.
13:11| |12-14|Keyshawn Woods made Layup.
12:55|Angel Rodriguez missed Jumper.|12-14| 
12:55| |12-14|Mike Thorne Jr. Defensive Rebound.
12:41| |12-14|Willie Clayton Turnover.
12:12| |12-14|Foul on Pierri Henry.
12:12|JaQuan Newton missed Free Throw.|12-14| 
12:12|Miami (FL) Deadball Team Rebound.|12-14| 
12:12|JaQuan Newton missed Free Throw.|12-14| 
12:12| |12-14|Terrence Williams Defensive Rebound.
11:59| |12-14|Willie Clayton missed Jumper.
11:59|Tonye Jekiri Block.|12-14| 
11:59|Tonye Jekiri Defensive Rebound.|12-14| 
11:41|James Palmer Turnover.|12-14| 
11:41| Official TV Timeout| Official TV Timeout| Official TV Timeout
11:29| |12-14|Torin Dorn missed Three Point Jumper.
11:29|JaQuan Newton Defensive Rebound.|12-14| 
11:19|Omar Sherman missed Three Point Jumper.|12-14| 
11:19| |12-14|Torin Dorn Defensive Rebound.
10:57| |12-14|Pierri Henry missed Jumper.
10:57|Miami (FL) Defensive Rebound.|12-14| 
10:41|Omar Sherman missed Three Point Jumper.|12-14| 
10:41| |12-14|Keyshawn Woods Defensive Rebound.
10:31| |12-14|Keyshawn Woods Turnover.
10:13|Sheldon McClellan made Jumper.|14-14| 
9:57| |14-14|Terrence Williams Turnover.
9:57|Angel Rodriguez Steal.|14-14| 
9:46|Tonye Jekiri made Layup. Assisted by Sheldon McClellan.|16-14| 
9:46| |16-14|Foul on Willie Clayton.
9:46|Tonye Jekiri made Free Throw.|17-14| 
9:36| |17-17|Keyshawn Woods made Three Point Jumper. Assisted by Terrence Williams.
9:00|Sheldon McClellan made Layup. Assisted by JaQuan Newton.|19-17| 
8:40| |19-20|Ivan Benkovic made Three Point Jumper. Assisted by Terrence Williams.
8:08|JaQuan Newton made Jumper.|21-20| 
7:56| |21-20|Mike Thorne Jr. missed Jumper.
7:56|Omar Sherman Defensive Rebound.|21-20| 
7:43|Sheldon McClellan missed Three Point Jumper.|21-20| 
7:43|Tonye Jekiri Offensive Rebound.|21-20| 
7:26| |21-20|Foul on Ivan Benkovic.
7:26| Official TV Timeout| Official TV Timeout| Official TV Timeout
7:26|Angel Rodriguez made Free Throw.|22-20| 
7:26|Angel Rodriguez made Free Throw.|23-20| 
7:26|Angel Rodriguez made Free Throw.|24-20| 
7:07| |24-22|Mike Thorne Jr. made Jumper. Assisted by Torin Dorn.
6:39|Omar Sherman made Dunk. Assisted by Angel Rodriguez.|26-22| 
6:28| |26-25|Ivan Benkovic made Three Point Jumper. Assisted by Torin Dorn.
5:55|Angel Rodriguez missed Three Point Jumper.|26-25| 
5:55|Sheldon McClellan Offensive Rebound.|26-25| 
