time|away|score|home
20:00| |0-0|Jump Ball won by Louisville
19:41|Foul on Shawn Smith.|0-0| 
19:31|Foul on Tamron Manning.|0-0| 
19:31| |0-1|Wayne Blackshear made Free Throw.
19:31| |0-2|Wayne Blackshear made Free Throw.
19:10|Shawn Smith made Layup. Assisted by Ryan Taylor.|2-2| 
18:38| |2-2|Montrezl Harrell missed Three Point Jumper.
18:38|Ryan Taylor Defensive Rebound.|2-2| 
18:27| |2-2|Foul on Montrezl Harrell.
18:27|Ryan Taylor made Free Throw.|3-2| 
18:27|Ryan Taylor made Free Throw.|4-2| 
18:17| |4-2|Terry Rozier missed Three Point Jumper.
18:17| |4-2|Wayne Blackshear Offensive Rebound.
18:10| |4-2|Chris Jones missed Three Point Jumper.
18:10|Ryan Taylor Defensive Rebound.|4-2| 
18:06| |4-2|Foul on Chinanu Onuaku.
18:00|Ryan Taylor made Three Point Jumper. Assisted by Austin Loop.|7-2| 
17:54|Louisville  Timeout|Louisville  Timeout|Louisville  Timeout
17:44| |7-2|Terry Rozier missed Jumper.
17:44| |7-2|Montrezl Harrell Offensive Rebound.
17:44| |7-4|Montrezl Harrell made Dunk.
17:21|Ryan Taylor missed Three Point Jumper.|7-4| 
17:21| |7-4|Chris Jones Defensive Rebound.
17:15|Foul on Cheikh Sane.|7-4| 
17:10| |7-6|Terry Rozier made Layup.
16:43|Shawn Smith made Three Point Jumper. Assisted by Ryan Taylor.|10-6| 
16:18| |10-6|Wayne Blackshear missed Jumper.
16:18| |10-6|Montrezl Harrell Offensive Rebound.
16:13| |10-8|Montrezl Harrell made Layup.
16:04|Cheikh Sane Turnover.|10-8| 
16:03| |10-10|Chris Jones made Jumper.
15:48| Official TV Timeout| Official TV Timeout| Official TV Timeout
15:33|Cheikh Sane Turnover.|10-10| 
15:33| |10-10|Wayne Blackshear Steal.
15:28| |10-12|Terry Rozier made Layup. Assisted by Chris Jones.
15:09|Cheikh Sane made Dunk. Assisted by DeVince Boykins.|12-12| 
14:44| |12-12|Wayne Blackshear missed Three Point Jumper.
14:44|DeVince Boykins Defensive Rebound.|12-12| 
14:43| |12-12|Foul on Mangok Mathiang.
14:36|Ryan Taylor Turnover.|12-12| 
14:36| |12-12|Chris Jones Steal.
14:30| |12-12|Terry Rozier missed Layup.
14:30| |12-12|Terry Rozier Offensive Rebound.
14:30| |12-12|Terry Rozier missed Two Point Tip Shot.
14:30|Ryan Taylor Defensive Rebound.|12-12| 
14:19|Foul on Shawn Smith.|12-12| 
14:19|Shawn Smith Turnover.|12-12| 
14:07| |12-12|Mangok Mathiang missed Jumper.
14:07|Jay Johnson Defensive Rebound.|12-12| 
13:53|Aleksa Nikolic made Jumper.|14-12| 
13:38| |14-12|Wayne Blackshear missed Jumper.
13:38| |14-12|Mangok Mathiang Offensive Rebound.
13:31|Foul on Jay Johnson.|14-12| 
13:31| |14-13|Mangok Mathiang made Free Throw.
13:31| |14-13|Mangok Mathiang missed Free Throw.
13:31|Ryan Taylor Defensive Rebound.|14-13| 
13:18|Ryan Taylor made Jumper.|16-13| 
13:02| |16-15|Wayne Blackshear made Jumper.
12:40| |16-15|Foul on Chris Jones.
12:38|JP Kambola missed Layup.|16-15| 
12:38| |16-15|Wayne Blackshear Defensive Rebound.
12:27| |16-15|Wayne Blackshear missed Three Point Jumper.
12:27| |16-15|Mangok Mathiang Offensive Rebound.
12:24|Foul on Aleksa Nikolic.|16-15| 
12:06| |16-15|Wayne Blackshear missed Three Point Jumper.
12:06|Justin Edmonds Defensive Rebound.|16-15| 
11:57|DeVince Boykins made Dunk. Assisted by Justin Edmonds.|18-15| 
11:35|Foul on JP Kambola.|18-15| 
11:35| Official TV Timeout| Official TV Timeout| Official TV Timeout
11:35| |18-15|Terry Rozier missed Free Throw.
11:35| |18-15|Louisville Deadball Team Rebound.
11:35| |18-16|Terry Rozier made Free Throw.
11:24|Aleksa Nikolic Turnover.|18-16| 
11:06| |18-16|Terry Rozier Turnover.
10:57|Aleksa Nikolic Turnover.|18-16| 
10:45| |18-16|Wayne Blackshear missed Three Point Jumper.
10:45| |18-16|Mangok Mathiang Offensive Rebound.
10:34| |18-16|Chris Jones missed Three Point Jumper.
10:34| |18-16|Wayne Blackshear Offensive Rebound.
10:19|Foul on Jay Johnson.|18-16| 
