time|away|score|home
19:28|Rod Hall made Jumper.|2-0| 
18:58| |2-0|Jarvis Davis missed Three Point Jumper.
18:58| |2-0|Tyrell Nelson Offensive Rebound.
18:42| |2-0|Tyrell Nelson missed Jumper.
18:42| |2-0|Jerome Hill Offensive Rebound.
18:40| |2-0|Jerome Hill missed Jumper.
18:40|Jaron Blossomgame Defensive Rebound.|2-0| 
18:26|Landry Nnoko missed Layup.|2-0| 
18:26| |2-0|Tyrell Nelson Defensive Rebound.
18:16| |2-2|Tyrell Nelson made Layup. Assisted by Tyler Strange.
17:57|Landry Nnoko made Layup. Assisted by Jaron Blossomgame.|4-2| 
17:42| |4-2|Adonis Burbage missed Three Point Jumper.
17:42|Damarcus Harrison Defensive Rebound.|4-2| 
17:27|Damarcus Harrison made Jumper. Assisted by Rod Hall.|6-2| 
16:59| |6-2|Jarvis Davis missed Three Point Jumper.
16:59|Damarcus Harrison Defensive Rebound.|6-2| 
16:44|Jaron Blossomgame missed Three Point Jumper.|6-2| 
16:44| |6-2|Jarvis Davis Defensive Rebound.
16:36| |6-2|Adonis Burbage missed Layup.
16:36|Donte Grantham Block.|6-2| 
16:35| |6-2|Jerome Hill Offensive Rebound.
16:32| |6-2|Jerome Hill missed Three Point Jumper.
16:32|Jaron Blossomgame Defensive Rebound.|6-2| 
16:25|Rod Hall missed Jumper.|6-2| 
16:25|Donte Grantham Offensive Rebound.|6-2| 
16:22|Damarcus Harrison missed Three Point Jumper.|6-2| 
16:22|Jaron Blossomgame Offensive Rebound.|6-2| 
16:03|Landry Nnoko made Layup.|8-2| 
15:49| |8-2|Adonis Burbage missed Jumper.
15:49|Donte Grantham Defensive Rebound.|8-2| 
15:33|Landry Nnoko missed Layup.|8-2| 
15:33|Jaron Blossomgame Offensive Rebound.|8-2| 
15:32|Jaron Blossomgame made Two Point Tip Shot.|10-2| 
15:21| |10-2|Jerome Hill missed Layup.
15:21|Landry Nnoko Block.|10-2| 
15:19|Rod Hall Defensive Rebound.|10-2| 
15:17| |10-2|Foul on Tyler Strange.
15:17| Official TV Timeout| Official TV Timeout| Official TV Timeout
15:14|Jaron Blossomgame made Layup.|12-2| 
14:50| |12-5|Tyler Strange made Three Point Jumper. Assisted by Jerome Hill.
14:43|Donte Grantham made Three Point Jumper. Assisted by Austin Ajukwa.|15-5| 
14:26| |15-7|Jerome Hill made Layup. Assisted by Tyler Strange.
13:36|Landry Nnoko missed Jumper.|15-7| 
13:36| |15-7|Jarvis Davis Defensive Rebound.
13:22| |15-7|Isaiah Ivey missed Three Point Jumper.
13:22| |15-7|Jerome Hill Offensive Rebound.
13:16|Foul on Jaron Blossomgame.|15-7| 
13:16| |15-8|Jerome Hill made Free Throw.
13:16| |15-9|Jerome Hill made Free Throw.
13:03|Austin Ajukwa missed Three Point Jumper.|15-9| 
13:03| |15-9|Tyler Strange Defensive Rebound.
12:36| |15-9|Foul on Adonis Burbage.
12:36| |15-9|Adonis Burbage Turnover.
12:12|Sidy Djitte Turnover.|15-9| 
11:49| |15-12|Harold McBride made Three Point Jumper. Assisted by Adonis Burbage.
11:21|Damarcus Harrison missed Three Point Jumper.|15-12| 
11:21|Austin Ajukwa Offensive Rebound.|15-12| 
11:17|Austin Ajukwa missed Jumper.|15-12| 
11:17| |15-12|Adonis Burbage Defensive Rebound.
11:07|Foul on Sidy Djitte.|15-12| 
11:07| Official TV Timeout| Official TV Timeout| Official TV Timeout
11:07| |15-12|Harold McBride missed Free Throw.
11:07| |15-12|Gardner-Webb Deadball Team Rebound.
