time|away|score|home
20:00|Jump Ball won by Rhode Island|0-0| 
19:41|Gilvydas Biruta Turnover.|0-0| 
19:41| |0-0|Marcus Georges-Hunt Steal.
19:41| |0-0|Demarco Cox missed Layup.
19:41|Gilvydas Biruta Block.|0-0| 
19:41|Biggie Minnis Defensive Rebound.|0-0| 
19:23|Jared Terrell missed Layup.|0-0| 
19:23| |0-0|Demarco Cox Defensive Rebound.
19:05| |0-0|Charles Mitchell missed Jumper.
19:05| |0-0|Quinton Stephens Offensive Rebound.
18:50| |0-2|Demarco Cox made Jumper. Assisted by Marcus Georges-Hunt.
18:29|Gilvydas Biruta missed Three Point Jumper.|0-2| 
18:29|Gilvydas Biruta Offensive Rebound.|0-2| 
18:13|Gilvydas Biruta made Jumper.|2-2| 
18:05| |2-2|Charles Mitchell Turnover.
17:48|E.C. Matthews Turnover.|2-2| 
17:35| |2-2|Travis Jorgenson Turnover.
17:35|Hassan Martin Steal.|2-2| 
17:30|Jared Terrell made Jumper.|4-2| 
17:19| |4-2|Marcus Georges-Hunt Turnover.
17:19|Jared Terrell Steal.|4-2| 
17:11|Jared Terrell made Layup.|6-2| 
16:45| |6-2|Travis Jorgenson missed Three Point Jumper.
16:45|Rhode Island Defensive Rebound.|6-2| 
16:26|Hassan Martin missed Jumper.|6-2| 
16:26|Rhode Island Offensive Rebound.|6-2| 
16:26| |6-2|Foul on Quinton Stephens.
16:26|Biggie Minnis Turnover.|6-2| 
16:26| |6-2|Marcus Georges-Hunt Steal.
16:12| |6-2|Charles Mitchell missed Jumper.
16:12|Hassan Martin Block.|6-2| 
16:12|Hassan Martin Defensive Rebound.|6-2| 
15:58|E.C. Matthews missed Three Point Jumper.|6-2| 
15:58| |6-2|Travis Jorgenson Defensive Rebound.
15:46| |6-4|Demarco Cox made Layup. Assisted by Marcus Georges-Hunt.
15:23|E.C. Matthews Turnover.|6-4| 
15:23| |6-4|Charles Mitchell Steal.
15:17| |6-4|Quinton Stephens missed Jumper.
15:16|Rhode Island Defensive Rebound.|6-4| 
15:16| Official TV Timeout| Official TV Timeout| Official TV Timeout
14:53|Jared Terrell missed Three Point Jumper.|6-4| 
14:53| |6-4|Georgia Tech Defensive Rebound.
14:17| |6-4|Marcus Georges-Hunt missed Jumper.
14:17|Hassan Martin Defensive Rebound.|6-4| 
14:17| |6-4|Foul on Robert Sampson.
13:47|E.C. Matthews missed Three Point Jumper.|6-4| 
13:47| |6-4|Georgia Tech Defensive Rebound.
13:33| |6-4|Robert Sampson Turnover.
13:25|Jarvis Garrett Turnover.|6-4| 
13:25| |6-4|Chris Bolden Steal.
13:02| |6-6|Chris Bolden made Layup.
12:50|Earl Watson missed Jumper.|6-6| 
12:50| |6-6|Ben Lammers Block.
12:50| |6-6|Ben Lammers Defensive Rebound.
12:36| |6-6|Robert Sampson missed Layup.
12:36|Hassan Martin Defensive Rebound.|6-6| 
12:31|T.J. Buchanan missed Layup.|6-6| 
12:31| |6-6|Ben Lammers Block.
12:31| |6-6|Robert Sampson Defensive Rebound.
12:28| |6-6|Josh Heath Turnover.
12:28|Earl Watson Steal.|6-6| 
12:24|Jarvis Garrett Turnover.|6-6| 
12:19| |6-8|Josh Heath made Jumper.
11:49|Earl Watson made Dunk. Assisted by T.J. Buchanan.|8-8| 
11:49| |8-8|Foul on Tadric Jackson.
11:48| Official TV Timeout| Official TV Timeout| Official TV Timeout
11:48|Earl Watson made Free Throw.|9-8| 
11:42| |9-8|Robert Sampson Turnover.
11:42|E.C. Matthews Steal.|9-8| 
11:36|E.C. Matthews made Layup.|11-8| 
11:21| |11-11|Chris Bolden made Three Point Jumper.
11:05|E.C. Matthews made Three Point Jumper. Assisted by T.J. Buchanan.|14-11| 
10:43| |14-11|Tadric Jackson missed Jumper.
10:43| |14-11|Ben Lammers Offensive Rebound.
10:34| |14-11|Josh Heath missed Jumper.
10:34|E.C. Matthews Defensive Rebound.|14-11| 
10:08|Foul on Earl Watson.|14-11| 
10:08|Earl Watson Turnover.|14-11| 
10:08|Foul on T.J. Buchanan.|14-11| 
9:59| |14-12|Demarco Cox made Free Throw.
9:59| |14-12|Demarco Cox missed Free Throw.
9:59|Rhode Island Defensive Rebound.|14-12| 
9:59| |14-12|Foul on Charles Mitchell.
9:39|T.J. Buchanan made Jumper. Assisted by E.C. Matthews.|16-12| 
9:39|Foul on T.J. Buchanan.|16-12| 
9:18|Foul on Hassan Martin.|16-12| 
9:18| |16-13|Demarco Cox made Free Throw.
9:18| |16-13|Demarco Cox missed Free Throw.
9:18|Gilvydas Biruta Defensive Rebound.|16-13| 
9:04|Gilvydas Biruta missed Jumper.|16-13| 
9:04| |16-13|Demarco Cox Defensive Rebound.
8:57| |16-13|Marcus Georges-Hunt missed Jumper.
8:57|Jared Terrell Defensive Rebound.|16-13| 
8:29|Gilvydas Biruta missed Three Point Jumper.|16-13| 
8:29| |16-13|Marcus Georges-Hunt Defensive Rebound.
8:15| |16-13|Travis Jorgenson missed Three Point Jumper.
8:15| |16-13|Quinton Stephens Offensive Rebound.
8:09| |16-13|Demarco Cox Turnover.
7:44|Biggie Minnis Turnover.|16-13| 
7:42| Official TV Timeout| Official TV Timeout| Official TV Timeout
7:31|Foul on Jared Terrell.|16-13| 
7:14|Foul on Biggie Minnis.|16-13| 
6:55| |16-15|Marcus Georges-Hunt made Jumper.
6:29|E.C. Matthews made Jumper.|18-15| 
6:23| |18-17|Marcus Georges-Hunt made Layup.
6:23|Foul on Hassan Martin.|18-17| 
6:23| |18-18|Marcus Georges-Hunt made Free Throw.
6:02|Jared Terrell Turnover.|18-18| 
5:51| |18-18|Marcus Georges-Hunt missed Jumper.
5:51| |18-18|Charles Mitchell Offensive Rebound.
5:45| |18-20|Charles Mitchell made Layup.
5:16|E.C. Matthews missed Three Point Jumper.|18-20| 
5:16|Rhode Island Offensive Rebound.|18-20| 
4:59|Jared Terrell missed Jumper.|18-20| 
4:59| |18-20|Ben Lammers Defensive Rebound.
4:58|Foul on Gilvydas Biruta.|18-20| 
4:58| |18-21|Ben Lammers made Free Throw.
4:58| |18-21|Ben Lammers missed Free Throw.
4:58|E.C. Matthews Defensive Rebound.|18-21| 
4:42|Gilvydas Biruta missed Jumper.|18-21| 
4:42| |18-21|Josh Heath Defensive Rebound.
4:41| |18-21|Josh Heath Turnover.
4:41|E.C. Matthews Steal.|18-21| 
3:59|Gilvydas Biruta missed Jumper.|18-21| 
3:59| |18-21|Ben Lammers Defensive Rebound.
3:42| |18-21|Foul on Marcus Georges-Hunt.
3:42| |18-21|Marcus Georges-Hunt Turnover.
3:38| Official TV Timeout| Official TV Timeout| Official TV Timeout
3:20|Gilvydas Biruta Turnover.|18-21| 
3:20|Foul on Gilvydas Biruta.|18-21| 
3:08| |18-23|Marcus Georges-Hunt made Layup.
3:08| |18-23|Foul on Robert Sampson.
2:30|E.C. Matthews missed Three Point Jumper.|18-23| 
2:30| |18-23|Quinton Stephens Defensive Rebound.
2:15| |18-23|Demarco Cox Turnover.
1:52|Jarelle Reischel missed Three Point Jumper.|18-23| 
1:52| |18-23|Demarco Cox Defensive Rebound.
1:33| |18-26|Marcus Georges-Hunt made Three Point Jumper. Assisted by Charles Mitchell.
1:23|Rhode Island  Timeout|Rhode Island  Timeout|Rhode Island  Timeout
1:05|E.C. Matthews Turnover.|18-26| 
1:05| |18-26|Josh Heath Steal.
