time|away|score|home
19:46| |0-0|Steve Vasturia missed Three Point Jumper.
19:46|Clarke Rosenberg Defensive Rebound.|0-0| 
19:11|Anthony Glover made Jumper.|2-0| 
18:50|Foul on Jared Dimakos.|2-0| 
18:45| |2-3|Jerian Grant made Three Point Jumper.
18:33|Clarke Rosenberg missed Three Point Jumper.|2-3| 
18:33| |2-3|Zach Auguste Defensive Rebound.
18:28| |2-5|Pat Connaughton made Layup. Assisted by Demetrius Jackson.
18:19|Jared Dimakos Turnover.|2-5| 
18:05|Foul on Quron Davis.|2-5| 
17:58| |2-8|Pat Connaughton made Three Point Jumper. Assisted by Zach Auguste.
17:27|Anthony Glover missed Jumper.|2-8| 
17:27|Quron Davis Offensive Rebound.|2-8| 
17:24|Quron Davis made Two Point Tip Shot.|4-8| 
17:01| |4-8|Zach Auguste missed Jumper.
17:01|Clarke Rosenberg Defensive Rebound.|4-8| 
16:46|Anthony Glover missed Three Point Jumper.|4-8| 
16:46|Anthony Glover Offensive Rebound.|4-8| 
16:43|Anthony Glover made Layup.|6-8| 
16:15| |6-10|Zach Auguste made Layup. Assisted by Steve Vasturia.
16:01|Quron Davis missed Jumper.|6-10| 
16:01| |6-10|Pat Connaughton Defensive Rebound.
15:42| |6-13|Demetrius Jackson made Three Point Jumper. Assisted by Jerian Grant.
15:28|Clarke Rosenberg missed Jumper.|6-13| 
15:28| |6-13|Zach Auguste Defensive Rebound.
15:18| |6-13|Pat Connaughton missed Three Point Jumper.
15:18|Jared Dimakos Defensive Rebound.|6-13| 
14:45|Johnny Griffin made Jumper.|8-13| 
14:12| |8-15|Jerian Grant made Jumper.
13:56| Official TV Timeout| Official TV Timeout| Official TV Timeout
13:46|Anthony Glover missed Three Point Jumper.|8-15| 
13:46| |8-15|Martinas Geben Defensive Rebound.
13:24| |8-15|Steve Vasturia missed Three Point Jumper.
13:24| |8-15|V.J. Beachem Offensive Rebound.
13:17| |8-15|Steve Vasturia missed Layup.
13:17| |8-15|Martinas Geben Offensive Rebound.
13:15|Foul on Johnny Griffin.|8-15| 
13:15| |8-16|Martinas Geben made Free Throw.
13:15| |8-16|Martinas Geben missed Free Throw.
13:15|Clarke Rosenberg Defensive Rebound.|8-16| 
12:47|Joshua Meier missed Layup.|8-16| 
12:47| |8-16|Martinas Geben Block.
12:45| |8-16|Austin Burgett Defensive Rebound.
12:44| |8-16|Austin Burgett Turnover.
12:44|Johnny Griffin Steal.|8-16| 
12:34|Anthony Glover Turnover.|8-16| 
12:33| |8-16|V.J. Beachem Steal.
12:29| |8-19|V.J. Beachem made Three Point Jumper. Assisted by Demetrius Jackson.
12:26|Chicago St  Timeout|Chicago St  Timeout|Chicago St  Timeout
11:54|Jared Dimakos missed Jumper.|8-19| 
11:54| |8-19|Martinas Geben Defensive Rebound.
11:53|Foul on Clarke Rosenberg.|8-19| 
11:53| Official TV Timeout| Official TV Timeout| Official TV Timeout
11:48| |8-19|V.J. Beachem Turnover.
11:47|Clarke Rosenberg Steal.|8-19| 
11:35|Joshua Batson missed Layup.|8-19| 
11:35| |8-19|Austin Burgett Defensive Rebound.
11:02| |8-19|Demetrius Jackson missed Jumper.
11:02|Trayvon Palmer Defensive Rebound.|8-19| 
10:49| |8-19|Foul on Martinas Geben.
10:42|Joshua Batson made Jumper.|10-19| 
10:28| |10-19|Pat Connaughton missed Three Point Jumper.
10:28|Clarke Rosenberg Defensive Rebound.|10-19| 
10:19|Clarke Rosenberg Turnover.|10-19| 
10:19| |10-19|Demetrius Jackson Steal.
9:56| |10-19|Jerian Grant missed Three Point Jumper.
9:56| |10-19|Notre Dame Offensive Rebound.
9:54| |10-21|Demetrius Jackson made Layup. Assisted by Steve Vasturia.
9:28|Joshua Batson made Three Point Jumper. Assisted by Joshua Meier.|13-21| 
9:02| |13-21|Pat Connaughton missed Three Point Jumper.
9:02|Trayvon Palmer Defensive Rebound.|13-21| 
8:53|Clarke Rosenberg missed Jumper.|13-21| 
8:53| |13-21|Zach Auguste Defensive Rebound.
8:28| |13-23|Steve Vasturia made Jumper. Assisted by Pat Connaughton.
7:57|Joshua Batson missed Three Point Jumper.|13-23| 
7:57|Joshua Meier Offensive Rebound.|13-23| 
7:53|Joshua Meier missed Jumper.|13-23| 
7:53| |13-23|Zach Auguste Block.
7:53| |13-23|Zach Auguste Defensive Rebound.
7:52| Official TV Timeout| Official TV Timeout| Official TV Timeout
7:29| |13-23|Steve Vasturia Turnover.
7:28|Trayvon Palmer Steal.|13-23| 
7:26|Trayvon Palmer made Layup.|15-23| 
7:11| |15-26|Demetrius Jackson made Three Point Jumper. Assisted by Pat Connaughton.
6:49|Aaron Williams missed Three Point Jumper.|15-26| 
6:49| |15-26|Notre Dame Defensive Rebound.
6:19| |15-28|Steve Vasturia made Jumper. Assisted by Pat Connaughton.
6:19|Foul on Jesse Tessmer.|15-28| 
6:19| |15-29|Steve Vasturia made Free Throw.
6:03|Anthony Glover made Layup.|17-29| 
5:34| |17-29|Zach Auguste Turnover.
5:33|Anthony Glover Steal.|17-29| 
5:32| |17-29|Foul on V.J. Beachem.
5:15|Foul on Trayvon Palmer.|17-29| 
5:15|Trayvon Palmer Turnover.|17-29| 
4:47| |17-32|V.J. Beachem made Three Point Jumper. Assisted by Jerian Grant.
4:33|Trayvon Palmer made Three Point Jumper. Assisted by Anthony Glover.|20-32| 
4:19| |20-35|Jerian Grant made Three Point Jumper. Assisted by V.J. Beachem.
4:12|Aaron Williams Turnover.|20-35| 
4:10| |20-35|Austin Torres Steal.
4:07|Foul on Aaron Williams.|20-35| 
4:07| |20-36|Demetrius Jackson made Free Throw.
4:07| |20-36|Demetrius Jackson missed Free Throw.
4:07|Trayvon Palmer Defensive Rebound.|20-36| 
3:57| |20-36|Foul on Austin Torres.
3:57| Official TV Timeout| Official TV Timeout| Official TV Timeout
3:50| |20-36|Foul on Martinas Geben.
3:50|Jesse Tessmer made Free Throw.|21-36| 
3:50|Jesse Tessmer made Free Throw.|22-36| 
3:32| |22-38|Austin Torres made Dunk. Assisted by Jerian Grant.
3:13|Anthony Glover missed Three Point Jumper.|22-38| 
3:13| |22-38|Jerian Grant Defensive Rebound.
2:39|Foul on Aaron Williams.|22-38| 
2:39| |22-39|Jerian Grant made Free Throw.
2:39| |22-40|Jerian Grant made Free Throw.
2:15|Joshua Batson Turnover.|22-40| 
2:14| |22-40|Bonzie Colson Steal.
2:02|Foul on Jesse Tessmer.|22-40| 
2:02| |22-41|Jerian Grant made Free Throw.
2:02| |22-42|Jerian Grant made Free Throw.
1:36|Jared Dimakos missed Three Point Jumper.|22-42| 
1:36|Quron Davis Offensive Rebound.|22-42| 
1:07|Quron Davis Turnover.|22-42| 
1:07|Notre Dame  Timeout|Notre Dame  Timeout|Notre Dame  Timeout
0:56| |22-42|Jerian Grant missed Three Point Jumper.
0:56|Quron Davis Defensive Rebound.|22-42| 
0:45|Joshua Batson missed Three Point Jumper.|22-42| 
0:45| |22-42|Zach Auguste Defensive Rebound.
0:40| |22-44|Jerian Grant made Layup. Assisted by Zach Auguste.
0:01|Chicago St  Turnover.|22-44| 
0:00|End of 1st half|End of 1st half|End of 1st half
19:43|Quron Davis made Layup. Assisted by Johnny Griffin.|24-44| 
19:37|Foul on Clarke Rosenberg.|24-44| 
19:34|Foul on Jared Dimakos.|24-44| 
19:34| |24-44|Zach Auguste missed Free Throw.
19:34| |24-44|Notre Dame Deadball Team Rebound.
19:34| |24-45|Zach Auguste made Free Throw.
19:23|Johnny Griffin missed Three Point Jumper.|24-45| 
19:23| |24-45|Zach Auguste Defensive Rebound.
19:08| |24-45|Zach Auguste missed Jumper.
19:08|Johnny Griffin Defensive Rebound.|24-45| 
18:52|Jared Dimakos made Jumper.|26-45| 
18:31|Foul on Jared Dimakos.|26-45| 
18:31| |26-45|Zach Auguste missed Free Throw.
18:31| |26-45|Notre Dame Deadball Team Rebound.
18:31| |26-45|Zach Auguste missed Free Throw.
18:31| |26-45|Pat Connaughton Offensive Rebound.
18:23| |26-47|Pat Connaughton made Layup.
18:02|Quron Davis missed Jumper.|26-47| 
18:02| |26-47|Jerian Grant Defensive Rebound.
17:44| |26-47|Demetrius Jackson missed Three Point Jumper.
17:44|Clarke Rosenberg Defensive Rebound.|26-47| 
17:37|Anthony Glover missed Three Point Jumper.|26-47| 
17:37| |26-47|Steve Vasturia Defensive Rebound.
17:32| |26-49|Zach Auguste made Dunk. Assisted by Steve Vasturia.
17:03|Anthony Glover missed Three Point Jumper.|26-49| 
17:03| |26-49|Demetrius Jackson Defensive Rebound.
16:51| |26-52|Jerian Grant made Three Point Jumper. Assisted by Pat Connaughton.
16:50|Chicago St  Timeout|Chicago St  Timeout|Chicago St  Timeout
16:24|Clarke Rosenberg missed Three Point Jumper.|26-52| 
16:24| |26-52|Demetrius Jackson Defensive Rebound.
16:19| |26-54|Zach Auguste made Layup. Assisted by Jerian Grant.
15:45|Joshua Batson missed Jumper.|26-54| 
15:45| |26-54|Demetrius Jackson Defensive Rebound.
15:32| |26-54|Jerian Grant Turnover.
15:32| Official TV Timeout| Official TV Timeout| Official TV Timeout
15:17|Joshua Meier missed Jumper.|26-54| 
15:17| |26-54|Zach Auguste Defensive Rebound.
14:59|Foul on Joshua Meier.|26-54| 
14:59| |26-55|Demetrius Jackson made Free Throw.
14:59| |26-55|Demetrius Jackson missed Free Throw.
14:59|Trayvon Palmer Defensive Rebound.|26-55| 
14:34|Clarke Rosenberg Turnover.|26-55| 
14:33| |26-55|Demetrius Jackson Steal.
14:30| |26-55|Jerian Grant missed Layup.
14:30|Clarke Rosenberg Block.|26-55| 
14:29|Johnny Griffin Defensive Rebound.|26-55| 
14:23|Trayvon Palmer missed Jumper.|26-55| 
14:23| |26-55|Demetrius Jackson Defensive Rebound.
13:56| |26-58|Jerian Grant made Three Point Jumper.
13:41|Joshua Batson Turnover.|26-58| 
13:40| |26-58|Zach Auguste Steal.
13:30| |26-58|Zach Auguste missed Jumper.
13:30|Joshua Batson Defensive Rebound.|26-58| 
13:23|Clarke Rosenberg made Three Point Jumper. Assisted by Joshua Batson.|29-58| 
13:01| |29-58|Jerian Grant missed Jumper.
13:01|Trayvon Palmer Defensive Rebound.|29-58| 
12:45|Clarke Rosenberg missed Jumper.|29-58| 
12:45| |29-58|Pat Connaughton Defensive Rebound.
12:33| |29-58|Demetrius Jackson missed Layup.
12:33| |29-58|Demetrius Jackson Offensive Rebound.
12:21| |29-58|Foul on Martinas Geben.
12:21| |29-58|Martinas Geben Turnover.
12:12|Foul on Aaron Williams.|29-58| 
12:12|Aaron Williams Turnover.|29-58| 
11:59|Foul on Joshua Meier.|29-58| 
11:59| Official TV Timeout| Official TV Timeout| Official TV Timeout
11:56| |29-60|Pat Connaughton made Jumper. Assisted by Steve Vasturia.
11:43|Montana Byrd made Three Point Jumper. Assisted by Trayvon Palmer.|32-60| 
11:29| |32-60|V.J. Beachem missed Three Point Jumper.
11:29|Joshua Batson Defensive Rebound.|32-60| 
11:06|Joshua Meier missed Jumper.|32-60| 
11:06| |32-60|Austin Torres Defensive Rebound.
10:48| |32-60|V.J. Beachem Turnover.
10:47|Joshua Batson Steal.|32-60| 
10:37|Aaron Williams missed Jumper.|32-60| 
10:37| |32-60|Martinas Geben Block.
10:35|Joshua Meier Offensive Rebound.|32-60| 
10:33|Joshua Meier made Layup.|34-60| 
10:13| |34-60|Pat Connaughton Turnover.
10:13|Jesse Tessmer Steal.|34-60| 
10:11|Foul on Aaron Williams.|34-60| 
10:11|Aaron Williams Turnover.|34-60| 
9:55| |34-62|Steve Vasturia made Jumper.
9:35|Montana Byrd missed Three Point Jumper.|34-62| 
9:35| |34-62|Pat Connaughton Defensive Rebound.
9:30|Foul on Trayvon Palmer.|34-62| 
9:30| |34-63|Pat Connaughton made Free Throw.
9:30| |34-64|Pat Connaughton made Free Throw.
9:12|Trayvon Palmer Turnover.|34-64| 
8:44| |34-67|Pat Connaughton made Three Point Jumper. Assisted by Martinas Geben.
8:07|Trayvon Palmer made Three Point Jumper. Assisted by Anthony Glover.|37-67| 
7:49| |37-67|Bonzie Colson missed Jumper.
7:49|Trayvon Palmer Block.|37-67| 
7:47| |37-67|Bonzie Colson Offensive Rebound.
7:44| |37-70|Jerian Grant made Three Point Jumper. Assisted by Bonzie Colson.
7:20|Jesse Tessmer Turnover.|37-70| 
7:19| |37-70|Pat Connaughton Steal.
7:10| |37-70|Bonzie Colson Turnover.
7:09| Official TV Timeout| Official TV Timeout| Official TV Timeout
6:45| |37-70|Foul on Pat Connaughton.
6:45|Trayvon Palmer missed Free Throw.|37-70| 
6:45|Chicago St Deadball Team Rebound.|37-70| 
6:45|Trayvon Palmer made Free Throw.|38-70| 
6:26| |38-70|Pat Connaughton Turnover.
6:25|Anthony Glover Steal.|38-70| 
6:19|Jawad Adekoya missed Three Point Jumper.|38-70| 
6:19|Elijah Robertson Offensive Rebound.|38-70| 
6:14|Elijah Robertson made Two Point Tip Shot.|40-70| 
6:08| |40-72|Zach Auguste made Layup. Assisted by Demetrius Jackson.
5:45|Anthony Glover missed Three Point Jumper.|40-72| 
