time|away|score|home
19:34| |0-0|Jarquez Smith missed Jumper.
19:34| |0-0|Jarquez Smith Offensive Rebound.
19:32| |0-2|Jarquez Smith made Two Point Tip Shot.
19:07|Saah Nimley missed Three Point Jumper.|0-2| 
19:07| |0-2|Montay Brandon Defensive Rebound.
18:59| |0-4|Jarquez Smith made Layup. Assisted by Montay Brandon.
18:31|Will Saunders missed Three Point Jumper.|0-4| 
18:31|Paul Gombwer Offensive Rebound.|0-4| 
18:23|Aaron Wheeler made Layup.|2-4| 
18:12| |2-4|Kiel Turpin missed Jumper.
18:12|Paul Gombwer Defensive Rebound.|2-4| 
18:04|Will Saunders missed Three Point Jumper.|2-4| 
18:04| |2-4|Jarquez Smith Defensive Rebound.
18:01|Foul on Cedrick Bowen.|2-4| 
17:34| |2-4|Robbie Berwick missed Jumper.
17:34|Paul Gombwer Defensive Rebound.|2-4| 
17:24| |2-4|Foul on Kiel Turpin.
17:00|Saah Nimley Turnover.|2-4| 
16:56| |2-6|Xavier Rathan-Mayes made Layup.
16:42|Paul Gombwer Turnover.|2-6| 
16:29| |2-6|Robbie Berwick missed Three Point Jumper.
16:29|Aaron Wheeler Defensive Rebound.|2-6| 
16:19|Aaron Wheeler missed Layup.|2-6| 
16:19|Wesley Johnson Offensive Rebound.|2-6| 
16:13|Wesley Johnson missed Layup.|2-6| 
16:13| |2-6|Kiel Turpin Defensive Rebound.
16:08| |2-8|Xavier Rathan-Mayes made Layup.
16:00|Will Saunders made Three Point Jumper. Assisted by Aaron Wheeler.|5-8| 
15:40| |5-8|Kiel Turpin missed Jumper.
15:40|Paul Gombwer Defensive Rebound.|5-8| 
15:18|Saah Nimley Turnover.|5-8| 
15:18|Foul on Saah Nimley.|5-8| 
15:18| Official TV Timeout| Official TV Timeout| Official TV Timeout
15:05| |5-11|Xavier Rathan-Mayes made Three Point Jumper. Assisted by Dayshawn Watkins.
14:40| |5-11|Foul on Phil Cofer.
14:40|Aaron Wheeler missed Free Throw.|5-11| 
14:40|Charleston Southern Deadball Team Rebound.|5-11| 
14:40|Aaron Wheeler missed Free Throw.|5-11| 
14:40| |5-11|Dayshawn Watkins Defensive Rebound.
14:32|Foul on Cedrick Bowen.|5-11| 
14:32| |5-12|Michael Ojo made Free Throw.
14:32| |5-13|Michael Ojo made Free Throw.
14:20| |5-13|Foul on Dayshawn Watkins.
14:09|Will Saunders made Three Point Jumper. Assisted by Reuben King.|8-13| 
13:56|Foul on Wesley Johnson.|8-13| 
13:56| |8-14|Montay Brandon made Free Throw.
13:56| |8-14|Montay Brandon missed Free Throw.
13:56|Will Saunders Defensive Rebound.|8-14| 
13:35|Saah Nimley missed Three Point Jumper.|8-14| 
13:35|Will Saunders Offensive Rebound.|8-14| 
13:32| |8-14|Foul on Michael Ojo.
13:18|Danny Upchurch missed Three Point Jumper.|8-14| 
13:18| |8-14|Montay Brandon Defensive Rebound.
13:00| |8-14|Michael Ojo Turnover.
12:59|Will Saunders Steal.|8-14| 
12:47|Reuben King missed Three Point Jumper.|8-14| 
12:47| |8-14|Montay Brandon Defensive Rebound.
