time	away	score	home
19:38	 	0-0	Foul on Kethan Savage.
19:38	 	0-0	Kethan Savage Turnover.
19:25	Achraf Yacoubou missed Three Point Jumper.	0-0	 
19:25	 	0-0	Kethan Savage Defensive Rebound.
18:59	 	0-0	Patricio Garino missed Layup.
18:59	 	0-0	Patricio Garino Offensive Rebound.
18:56	 	0-2	Patricio Garino made Layup.
18:28	Milik Yarbrough Turnover.	0-2	 
18:26	 	0-2	Patricio Garino Steal.
18:00	Foul on Achraf Yacoubou.	0-2	 
17:58	Foul on John Manning.	0-2	 
17:58	 	0-2	Patricio Garino missed Free Throw.
17:58	 	0-2	George Washington Deadball Team Rebound.
17:58	 	0-2	Patricio Garino missed Free Throw.
17:58	Davell Roby Defensive Rebound.	0-2	 
17:51	Milik Yarbrough made Dunk. Assisted by Davell Roby.	2-2	 
17:39	 	2-4	Kethan Savage made Jumper.
17:15	Milik Yarbrough missed Layup.	2-4	 
17:15	 	2-4	Kethan Savage Defensive Rebound.
17:05	Foul on Marcus Bartley.	2-4	 
17:05	 	2-4	Joe McDonald missed Free Throw.
17:05	 	2-4	George Washington Deadball Team Rebound.
17:05	 	2-4	Joe McDonald missed Free Throw.
17:04	Milik Yarbrough Defensive Rebound.	2-4	 
16:47	Milik Yarbrough missed Layup.	2-4	 
16:47	 	2-4	Joe McDonald Block.
16:45	 	2-4	Yuta Watanabe Defensive Rebound.
16:33	 	2-6	Kevin Larsen made Dunk.
16:11	Davell Roby missed Three Point Jumper.	2-6	 
16:11	 	2-6	George Washington Defensive Rebound.
15:50	 	2-6	Ryan McCoy missed Jumper.
15:50	John Manning Defensive Rebound.	2-6	 
15:42	 	2-6	Foul on Yuta Watanabe.
15:42	 Official TV Timeout	 Official TV Timeout	 Official TV Timeout
15:30	Davell Roby made Three Point Jumper. Assisted by Mike Crawford.	5-6	 
15:16	 	5-8	Darian Bryant made Layup. Assisted by Paul Jorgensen.
15:00	Mike Crawford Turnover.	5-8	 
14:59	 	5-8	Yuta Watanabe Steal.
14:57	 	5-8	Paul Jorgensen Turnover.
14:57	Austin McBroom Steal.	5-8	 
14:56	 	5-8	Foul on Nick Griffin.
14:38	Reggie Agbeko Turnover.	5-8	 
14:20	 	5-10	Paul Jorgensen made Jumper.
13:53	Austin Gillmann missed Three Point Jumper.	5-10	 
13:53	 	5-10	Nick Griffin Defensive Rebound.
13:37	 	5-12	Ryan McCoy made Layup.
13:36	Saint Louis  Timeout	Saint Louis  Timeout	Saint Louis  Timeout
13:13	Achraf Yacoubou missed Jumper.	5-12	 
13:13	 	5-12	Patricio Garino Defensive Rebound.
13:00	 	5-12	John Kopriva missed Layup.
13:00	Milik Yarbrough Defensive Rebound.	5-12	 
12:38	Mike Crawford made Layup.	7-12	 
12:09	 	7-12	Kevin Larsen missed Three Point Jumper.
12:09	Mike Crawford Defensive Rebound.	7-12	 
12:00	 	7-12	Foul on John Kopriva.
