time|away|score|home
20:00| |0-0|Jump Ball won by Syracuse
19:43| |0-0|Chris McCullough missed Jumper.
19:43|Deron Powers Defensive Rebound.|0-0| 
19:04|Deron Powers missed Three Point Jumper.|0-0| 
19:04|Dwight Meikle Offensive Rebound.|0-0| 
18:58| |0-0|Foul on Rakeem Christmas.
18:53|Jervon Pressley made Jumper. Assisted by Ke'Ron Brown.|2-0| 
18:40| |2-2|Chris McCullough made Layup. Assisted by Kaleb Joseph.
18:10|Quinton Chievous missed Three Point Jumper.|2-2| 
18:10| |2-2|Rakeem Christmas Defensive Rebound.
18:00| |2-2|Trevor Cooney missed Three Point Jumper.
18:00| |2-2|Rakeem Christmas Offensive Rebound.
17:56| |2-4|Rakeem Christmas made Layup.
17:43|Quinton Chievous made Three Point Jumper. Assisted by Ke'Ron Brown.|5-4| 
17:25| |5-4|Kaleb Joseph missed Jumper.
17:25|Quinton Chievous Defensive Rebound.|5-4| 
17:19|Deron Powers missed Layup.|5-4| 
17:19| |5-4|Rakeem Christmas Defensive Rebound.
17:00| |5-6|Rakeem Christmas made Jumper. Assisted by Kaleb Joseph.
16:46|Dwight Meikle missed Jumper.|5-6| 
16:46| |5-6|Syracuse Defensive Rebound.
16:42|Foul on Jervon Pressley.|5-6| 
16:23| |5-9|Trevor Cooney made Three Point Jumper. Assisted by Kaleb Joseph.
15:51|Quinton Chievous made Jumper.|7-9| 
15:39|Foul on Dwight Meikle.|7-9| 
15:39|Official TV Timeout|Official TV Timeout|Official TV Timeout
15:39| |7-10|Rakeem Christmas made Free Throw.
15:39| |7-11|Rakeem Christmas made Free Throw.
15:26|Foul on Jervon Pressley.|7-11| 
15:26|Jervon Pressley Turnover.|7-11| 
15:17| |7-11|Michael Gbinije missed Three Point Jumper.
15:17| |7-11|Rakeem Christmas Offensive Rebound.
15:12|Foul on Phillip Reed.|7-11| 
15:12| |7-11|Chris McCullough Turnover.
15:12|Brian Darden Steal.|7-11| 
15:08|Deron Powers made Layup. Assisted by Brian Darden.|9-11| 
15:08| |9-11|Foul on Michael Gbinije.
15:08|Deron Powers made Free Throw.|10-11| 
14:54| |10-11|Trevor Cooney missed Three Point Jumper.
14:54| |10-11|Syracuse Offensive Rebound.
14:50|Foul on Deron Powers.|10-11| 
14:48|Foul on Phillip Reed.|10-11| 
14:48| |10-13|Rakeem Christmas made Layup. Assisted by Trevor Cooney.
14:41|Deron Powers Turnover.|10-13| 
14:33| |10-13|Rakeem Christmas Turnover.
14:33|Quinton Chievous Steal.|10-13| 
14:24|Foul on Quinton Chievous.|10-13| 
14:24|Quinton Chievous Turnover.|10-13| 
14:19| |10-13|Michael Gbinije Turnover.
14:19|Deron Powers Steal.|10-13| 
14:13| |10-13|Foul on Michael Gbinije.
14:04|Dwight Meikle missed Jumper.|10-13| 
14:04| |10-13|Chris McCullough Defensive Rebound.
13:54| |10-13|B.J. Johnson missed Three Point Jumper.
13:54|Brian Darden Defensive Rebound.|10-13| 
13:48|Brian Darden made Three Point Jumper.|13-13| 
13:34| |13-13|Ron Patterson missed Three Point Jumper.
13:34| |13-13|Rakeem Christmas Offensive Rebound.
13:34| |13-13|Rakeem Christmas missed Two Point Tip Shot.
13:34|Dionte Adams Defensive Rebound.|13-13| 
13:23|Brian Darden missed Three Point Jumper.|13-13| 
13:23| |13-13|Rakeem Christmas Defensive Rebound.
13:02| |13-16|B.J. Johnson made Three Point Jumper. Assisted by Rakeem Christmas.
12:50|Hampton  Timeout|Hampton  Timeout|Hampton  Timeout
12:36|Charles Wilson-Fisher missed Layup.|13-16| 
12:36|Charles Wilson-Fisher Offensive Rebound.|13-16| 
12:16|Charles Wilson-Fisher missed Layup.|13-16| 
12:16|Charles Wilson-Fisher Offensive Rebound.|13-16| 
12:16|Charles Wilson-Fisher made Two Point Tip Shot.|15-16| 
12:12|Foul on Charles Wilson-Fisher.|15-16| 
12:12| |15-17|B.J. Johnson made Free Throw.
12:12| |15-18|B.J. Johnson made Free Throw.
12:03|Brian Darden missed Three Point Jumper.|15-18| 
12:03| |15-18|Rakeem Christmas Defensive Rebound.
11:57|Foul on Ke'Ron Brown.|15-18| 
11:57|Official TV Timeout|Official TV Timeout|Official TV Timeout
11:57| |15-18|Rakeem Christmas missed Free Throw.
11:57|Ke'Ron Brown Defensive Rebound.|15-18| 
11:29|Dwight Meikle Turnover.|15-18| 
11:29| |15-18|Kaleb Joseph Steal.
11:25| |15-18|Tyler Roberson missed Jumper.
11:25|Jervon Pressley Defensive Rebound.|15-18| 
11:17|Ke'Ron Brown missed Layup.|15-18| 
11:17| |15-18|Ron Patterson Defensive Rebound.
11:09| |15-18|Kaleb Joseph Turnover.
11:09|Deron Powers Steal.|15-18| 
10:49|Dwight Meikle Turnover.|15-18| 
10:36| |15-20|Tyler Roberson made Jumper. Assisted by Kaleb Joseph.
10:19|Jervon Pressley made Layup. Assisted by Deron Powers.|17-20| 
10:13| |17-20|Ron Patterson missed Three Point Jumper.
10:13|Deron Powers Defensive Rebound.|17-20| 
9:55|Jervon Pressley missed Layup.|17-20| 
9:55| |17-20|B.J. Johnson Defensive Rebound.
9:46| |17-20|Kaleb Joseph Turnover.
9:38|Deron Powers Turnover.|17-20| 
9:27| |17-20|Michael Gbinije missed Three Point Jumper.
9:27|Ke'Ron Brown Defensive Rebound.|17-20| 
9:17|Dwight Meikle missed Layup.|17-20| 
9:17| |17-20|Chris McCullough Block.
9:17|Quinton Chievous Offensive Rebound.|17-20| 
9:13| |17-20|Foul on Tyler Roberson.
9:13|Quinton Chievous missed Free Throw.|17-20| 
9:13|Hampton Deadball Team Rebound.|17-20| 
9:13|Quinton Chievous missed Free Throw.|17-20| 
