time|away|score|home
20:00| |0-0|Jump Ball won by Miami (FL)
19:33| |0-3|Angel Rodriguez made Three Point Jumper.
19:00|Terel Hall Turnover.|0-3| 
19:00| |0-3|Joe Thomas Steal.
18:42| |0-3|Manu Lecomte missed Three Point Jumper.
18:42|Terel Hall Defensive Rebound.|0-3| 
18:34|Javaris Jenkins missed Three Point Jumper.|0-3| 
18:34| |0-3|Manu Lecomte Defensive Rebound.
18:20| |0-5|Tonye Jekiri made Jumper.
18:03|Saadiq Muhammad missed Jumper.|0-5| 
18:03| |0-5|Tonye Jekiri Defensive Rebound.
17:47| |0-5|Angel Rodriguez missed Three Point Jumper.
17:47| |0-5|Joe Thomas Offensive Rebound.
17:14|Foul on Treyvon Francis.|0-5| 
17:14| |0-6|Angel Rodriguez made Free Throw.
17:14| |0-7|Angel Rodriguez made Free Throw.
17:14| |0-8|Angel Rodriguez made Free Throw.
16:45|Saadiq Muhammad missed Layup.|0-8| 
16:45| |0-8|Tonye Jekiri Block.
16:45| |0-8|Manu Lecomte Defensive Rebound.
16:42|Foul on Alante Fenner.|0-8| 
16:42|Savannah St  Timeout|Savannah St  Timeout|Savannah St  Timeout
16:42| |0-9|Sheldon McClellan made Free Throw.
16:42| |0-10|Sheldon McClellan made Free Throw.
16:31|Demarcus Bryant Turnover.|0-10| 
16:31| |0-10|Sheldon McClellan Steal.
16:28| |0-10|Sheldon McClellan Turnover.
15:58|Terel Hall missed Jumper.|0-10| 
15:58|Saadiq Muhammad Offensive Rebound.|0-10| 
15:53|Saadiq Muhammad made Jumper.|2-10| 
15:53| |2-10|Sheldon McClellan missed Jumper.
15:53| |2-10|Sheldon McClellan Offensive Rebound.
15:32| |2-12|Sheldon McClellan made Layup.
15:21| |2-12|Foul on Manu Lecomte.
15:21| Official TV Timeout| Official TV Timeout| Official TV Timeout
15:17|Demarcus Bryant missed Three Point Jumper.|2-12| 
15:17| |2-12|Tonye Jekiri Defensive Rebound.
15:04|Foul on Demarcus Bryant.|2-12| 
15:04| |2-13|Joe Thomas made Free Throw.
15:04| |2-13|Joe Thomas missed Free Throw.
15:04| |2-13|Sheldon McClellan Offensive Rebound.
14:40| |2-13|Deandre Burnett missed Jumper.
14:40| |2-13|Deandre Burnett Offensive Rebound.
14:38| |2-13|Deandre Burnett missed Jumper.
14:38| |2-13|Miami (FL) Offensive Rebound.
14:32| |2-13|Angel Rodriguez missed Jumper.
14:32|Savannah St Defensive Rebound.|2-13| 
14:14|Saadiq Muhammad Turnover.|2-13| 
13:53| |2-13|Foul on Sheldon McClellan.
13:53| |2-13|Sheldon McClellan Turnover.
13:21|Saadiq Muhammad made Jumper. Assisted by Khaleen Pinkett.|4-13| 
12:56| |4-13|Angel Rodriguez Turnover.
12:45|Demarcus Bryant missed Three Point Jumper.|4-13| 
12:45|Saadiq Muhammad Offensive Rebound.|4-13| 
12:38|Saadiq Muhammad missed Jumper.|4-13| 
12:38|Brian Pearson Offensive Rebound.|4-13| 
12:32|Khaleen Pinkett Turnover.|4-13| 
12:21| |4-13|Deandre Burnett missed Three Point Jumper.
12:21| |4-13|James Palmer Offensive Rebound.
12:14| |4-15|Omar Sherman made Layup. Assisted by Tonye Jekiri.
11:58|Alante Fenner missed Three Point Jumper.|4-15| 
11:58| |4-15|Tonye Jekiri Defensive Rebound.
11:44| |4-15|James Palmer missed Three Point Jumper.
11:44| |4-15|Tonye Jekiri Offensive Rebound.
11:42| |4-17|Tonye Jekiri made Layup.
11:40|Foul on Saadiq Muhammad.|4-17| 
11:40| Official TV Timeout| Official TV Timeout| Official TV Timeout
11:40| |4-17|Tonye Jekiri missed Free Throw.
11:39|Khaleen Pinkett Defensive Rebound.|4-17| 
11:24|Khaleen Pinkett Turnover.|4-17| 
11:16| |4-17|Manu Lecomte Turnover.
11:00|Javaris Jenkins made Three Point Jumper. Assisted by Treyvon Francis.|7-17| 
10:50|Foul on Khaleen Pinkett.|7-17| 
10:38| |7-20|Manu Lecomte made Three Point Jumper. Assisted by Davon Reed.
10:20| |7-20|Foul on Davon Reed.
10:20|Javaris Jenkins made Free Throw.|8-20| 
10:20|Javaris Jenkins missed Free Throw.|8-20| 
10:20| |8-20|Davon Reed Defensive Rebound.
