time|away|score|home
20:00| |0-0|Jump Ball won by Duke
19:49| |0-0|Tyus Jones Turnover.
19:49|Amadou Sidibe Steal.|0-0| 
19:38|Amadou Sidibe made Jumper.|2-0| 
19:19| |2-3|Quinn Cook made Three Point Jumper. Assisted by Amile Jefferson.
18:42|Mike Kirkland Jr. missed Jumper.|2-3| 
18:42| |2-3|Justise Winslow Defensive Rebound.
18:30|Foul on Marcus Gilbert.|2-3| 
18:30| |2-4|Justise Winslow made Free Throw.
18:30| |2-5|Justise Winslow made Free Throw.
18:05|Marcus Gilbert missed Jumper.|2-5| 
18:05| |2-5|Justise Winslow Block.
18:05| |2-5|Justise Winslow Defensive Rebound.
17:39| |2-5|Tyus Jones missed Three Point Jumper.
17:39|Amadou Sidibe Defensive Rebound.|2-5| 
17:28|Mike Kirkland Jr. missed Three Point Jumper.|2-5| 
17:28| |2-5|Tyus Jones Defensive Rebound.
17:14| |2-7|Justise Winslow made Layup.
16:43|K.J. Rose missed Layup.|2-7| 
16:43|Mike Kirkland Jr. Offensive Rebound.|2-7| 
16:43|Mike Kirkland Jr. made Two Point Tip Shot.|4-7| 
16:28| |4-10|Justise Winslow made Three Point Jumper. Assisted by Tyus Jones.
16:06|Steve Johnston missed Three Point Jumper.|4-10| 
16:06| |4-10|Jahlil Okafor Defensive Rebound.
16:03|Foul on Mike Kirkland Jr..|4-10| 
15:50| |4-10|Quinn Cook missed Three Point Jumper.
15:50|Marcus Gilbert Defensive Rebound.|4-10| 
15:41|Mike Kirkland Jr. missed Layup.|4-10| 
15:41| |4-10|Quinn Cook Defensive Rebound.
15:34| |4-12|Jahlil Okafor made Dunk. Assisted by Quinn Cook.
15:12|Official TV Timeout|Official TV Timeout|Official TV Timeout
15:09|Coleman Johnson made Layup. Assisted by Marcus Gilbert.|6-12| 
14:55| |6-12|Amile Jefferson missed Jumper.
14:55|Malcolm Gilbert Block.|6-12| 
14:55| |6-12|Jahlil Okafor Offensive Rebound.
14:52| |6-12|Jahlil Okafor Turnover.
14:31|Malcolm Gilbert missed Jumper.|6-12| 
14:31| |6-12|Justise Winslow Defensive Rebound.
14:12| |6-12|Jahlil Okafor Turnover.
14:00|Coleman Johnson Turnover.|6-12| 
14:00| |6-12|Amile Jefferson Steal.
13:47| |6-14|Amile Jefferson made Jumper. Assisted by Quinn Cook.
13:24|K.J. Rose Turnover.|6-14| 
13:12| |6-16|Amile Jefferson made Layup. Assisted by Rasheed Sulaimon.
13:01|Jerome Segura Turnover.|6-16| 
13:01| |6-16|Quinn Cook Steal.
12:52| |6-18|Quinn Cook made Layup.
12:52|Fairfield  Timeout|Fairfield  Timeout|Fairfield  Timeout
12:52|Fairfield  Turnover.|6-18| 
12:48| |6-21|Semi Ojeleye made Three Point Jumper. Assisted by Rasheed Sulaimon.
12:20| |6-21|Foul on Grayson Allen.
12:20|Steve Johnston made Free Throw.|7-21| 
12:20|Steve Johnston made Free Throw.|8-21| 
12:04| |8-21|Semi Ojeleye missed Three Point Jumper.
12:04|Fairfield Deadball Team Rebound.|8-21| 
11:33|Amadou Sidibe made Jumper.|10-21| 
11:15| |10-23|Grayson Allen made Layup.
10:59|Jerome Segura missed Layup.|10-23| 
10:59| |10-23|Marshall Plumlee Block.
10:59| |10-23|Matt Jones Defensive Rebound.
10:47| |10-23|Semi Ojeleye missed Three Point Jumper.
10:47|Marcus Gilbert Defensive Rebound.|10-23| 
10:21| |10-23|Jump Ball won by Duke
10:21|Amadou Sidibe Turnover.|10-23| 
10:21| |10-23|Semi Ojeleye Steal.
10:21|Official TV Timeout|Official TV Timeout|Official TV Timeout
10:08| |10-23|Justise Winslow missed Jumper.
10:08| |10-23|Justise Winslow Offensive Rebound.
10:05| |10-25|Justise Winslow made Jumper.
9:37|Jerome Segura made Layup.|12-25| 
9:15| |12-25|Jahlil Okafor Turnover.
9:01|Marcus Gilbert missed Three Point Jumper.|12-25| 
9:01| |12-25|Amile Jefferson Defensive Rebound.
