time|away|score|home
20:00|Jump Ball won by Kennesaw St|0-0| 
19:35|Orlando Coleman missed Three Point Jumper.|0-0| 
19:35| |0-0|Kaleb Joseph Defensive Rebound.
19:15| |0-0|Rakeem Christmas missed Jumper.
19:15| |0-0|Chris McCullough Offensive Rebound.
19:12| |0-2|Chris McCullough made Layup.
19:12|Foul on Nick Masterson.|0-2| 
19:12| |0-3|Chris McCullough made Free Throw.
18:46|Yonel Brown missed Three Point Jumper.|0-3| 
18:46| |0-3|Rakeem Christmas Defensive Rebound.
18:24|Foul on Willy Kouassi.|0-3| 
18:19| |0-3|Chris McCullough missed Jumper.
18:19| |0-3|Rakeem Christmas Offensive Rebound.
18:19| |0-5|Rakeem Christmas made Two Point Tip Shot.
18:01|Orlando Coleman Turnover.|0-5| 
18:01| |0-5|Tyler Roberson Steal.
17:50| |0-5|Kaleb Joseph missed Layup.
17:50| |0-5|Tyler Roberson Offensive Rebound.
17:50| |0-5|Tyler Roberson missed Layup.
17:50| |0-5|Chris McCullough Offensive Rebound.
17:50| |0-5|Chris McCullough missed Two Point Tip Shot.
17:50|Willy Kouassi Block.|0-5| 
17:50|Yonel Brown Defensive Rebound.|0-5| 
17:44| |0-5|Foul on Rakeem Christmas.
17:44|Damien Wilson made Free Throw.|1-5| 
17:44|Damien Wilson made Free Throw.|2-5| 
17:24| |2-5|Rakeem Christmas missed Jumper.
17:24|Willy Kouassi Defensive Rebound.|2-5| 
17:10|Delbert Love Turnover.|2-5| 
17:10| |2-5|Trevor Cooney Steal.
17:06| |2-7|Trevor Cooney made Layup. Assisted by Kaleb Joseph.
16:50|Damien Wilson Turnover.|2-7| 
16:50| |2-7|Kaleb Joseph Steal.
16:42| |2-7|Kaleb Joseph Turnover.
16:35|Damien Wilson missed Jumper.|2-7| 
16:35| |2-7|Tyler Roberson Defensive Rebound.
16:21| |2-7|Chris McCullough missed Jumper.
16:21| |2-7|Tyler Roberson Offensive Rebound.
16:21| |2-7|Tyler Roberson missed Two Point Tip Shot.
16:21| |2-7|Rakeem Christmas Offensive Rebound.
16:21| |2-9|Rakeem Christmas made Two Point Tip Shot.
15:43|Damien Wilson missed Three Point Jumper.|2-9| 
15:43| |2-9|Chris McCullough Defensive Rebound.
15:18| |2-9|Rakeem Christmas missed Jumper.
15:18|Willy Kouassi Defensive Rebound.|2-9| 
15:00|Orlando Coleman missed Jumper.|2-9| 
15:00| |2-9|Rakeem Christmas Defensive Rebound.
14:49| |2-9|Tyler Roberson Turnover.
14:49|Official TV Timeout|Official TV Timeout|Official TV Timeout
14:36|Bernard Morena Turnover.|2-9| 
14:36| |2-9|Trevor Cooney Steal.
14:30| |2-9|Tyler Roberson missed Three Point Jumper.
14:30|Kennesaw St Defensive Rebound.|2-9| 
14:29| |2-9|Foul on Chris McCullough.
14:17|Foul on Bernard Morena.|2-9| 
14:17|Bernard Morena Turnover.|2-9| 
14:01| |2-9|Rakeem Christmas missed Jumper.
14:01|Willy Kouassi Defensive Rebound.|2-9| 
13:44|Nigel Pruitt made Three Point Jumper. Assisted by Yonel Brown.|5-9| 
13:34|Foul on Yonel Brown.|5-9| 
13:20|Foul on Willy Kouassi.|5-9| 
13:13| |5-9|Chris McCullough missed Jumper.
13:13|Damien Wilson Defensive Rebound.|5-9| 
12:49|Bernard Morena missed Jumper.|5-9| 
12:49| |5-9|Rakeem Christmas Block.
12:49| |5-9|B.J. Johnson Defensive Rebound.
12:40| |5-9|Ron Patterson missed Three Point Jumper.
12:40| |5-9|Chris McCullough Offensive Rebound.
12:31| |5-9|B.J. Johnson missed Three Point Jumper.
12:31| |5-9|Rakeem Christmas Offensive Rebound.
12:30|Foul on Bernard Morena.|5-9| 
12:21|Foul on Justin Diecker.|5-9| 
12:21| |5-9|Rakeem Christmas missed Free Throw.
12:21|Orlando Coleman Defensive Rebound.|5-9| 
12:16|Damien Wilson made Jumper. Assisted by Orlando Coleman.|7-9| 
12:16| |7-9|Foul on Rakeem Christmas.
12:16|Damien Wilson missed Free Throw.|7-9| 
12:16| |7-9|B.J. Johnson Defensive Rebound.
11:56| |7-9|Tyler Roberson missed Jumper.
11:56| |7-9|Ron Patterson Offensive Rebound.
11:56| |7-9|Ron Patterson missed Jumper.
11:56| |7-9|Tyler Roberson Offensive Rebound.
11:56| |7-9|Tyler Roberson missed Jumper.
11:56|Damien Wilson Defensive Rebound.|7-9| 
11:48|Orlando Coleman missed Layup.|7-9| 
11:48| |7-9|Kaleb Joseph Defensive Rebound.
11:43| |7-11|Chris McCullough made Dunk. Assisted by Kaleb Joseph.
11:16| |7-11|Foul on Ron Patterson.
