Game_id,Date,HomeTeam,HomeRank,AwayTeam,AwayRank,Wins_Home,Losses_Home,Win Percent,Wins_Visitor,Losses_Visitor,Visitor Win Percentage
400589329,2014-12-22,Purdue,NR,Gardner-Webb,NR,8,5,[0.6153846153846154],8,5,[0.6153846153846154]
400595425,2014-12-22,Indiana,NR,New Orleans,NR,10,2,[0.8333333333333334],3,5,[0.375]
400588700,2014-12-22,Iowa,NR,North Florida,NR,9,4,[0.6923076923076923],7,6,[0.5384615384615384]
400589140,2014-12-22,Minnesota,NR,Furman,NR,10,2,[0.8333333333333334],2,8,[0.2]
400595426,2014-12-22,Michigan,NR,Coppin State,NR,7,5,[0.5833333333333334],1,10,[0.09090909090909091]
400593229,2014-12-22,Cal,NR,Wisconsin,6,10,2,[0.8333333333333334],11,1,[0.9166666666666666]
400595427,2014-12-22,Hawaii,NR,Nebraska,NR,9,3,[0.75],6,4,[0.6]
400596021,2014-12-23,Rutgers,NR,Sacred Heart,NR,7,5,[0.5833333333333334],6,5,[0.5454545454545454]
400750175,2014-12-23,Nebraska,NR,Loyola Mary,NR,7,4,[0.6363636363636364],3,8,[0.2727272727272727]
400750237,2014-12-25,Nebraska,NR,Ohio,NR,8,4,[0.6666666666666666],4,6,[0.4]
400588388,2014-12-27,Indiana,NR,Georgetown,NR,10,3,[0.7692307692307693],8,3,[0.7272727272727273]
400595432,2014-12-27,Minnesota,NR,UNC-Wilmington,NR,11,2,[0.8461538461538461],5,5,[0.5]
400588705,2014-12-27,Northwestern,NR,N Kentucky,NR,9,4,[0.6923076923076923],6,7,[0.46153846153846156]
400595431,2014-12-27,Maryland,15,Oakland,NR,12,1,[0.9230769230769231],4,10,[0.2857142857142857]
400595433,2014-12-27,OSU,21,Wright State,NR,11,2,[0.8461538461538461],8,6,[0.5714285714285714]
400588706,2014-12-27,Illinois,NR,Kennesaw St,NR,10,3,[0.7692307692307693],4,10,[0.2857142857142857]
400586206,2014-12-28,Monmouth,NR,Rutgers,NR,5,7,[0.4166666666666667],8,5,[0.6153846153846154]
400587471,2014-12-28,Wisconsin,6,Buffalo,NR,12,1,[0.9230769230769231],7,3,[0.7]
400599466,2014-12-30,Rutgers,NR,Northwestern,NR,8,6,[0.5714285714285714],10,4,[0.7142857142857143]
400595435,2014-12-30,OSU,20,Iowa,NR,11,3,[0.7857142857142857],10,4,[0.7142857142857143]
400595436,2014-12-30,Michigan,NR,Illinois,NR,8,5,[0.6153846153846154],10,4,[0.7142857142857143]
400595437,2014-12-30,Michigan State,NR,Maryland,12,9,5,[0.6428571428571429],13,1,[0.9285714285714286]
400595440,2014-12-31,Wisconsin,4,Penn State,NR,13,1,[0.9285714285714286],12,2,[0.8571428571428571]
400595439,2014-12-31,Purdue,NR,Minnesota,NR,9,5,[0.6428571428571429],11,3,[0.7857142857142857]
400595438,2014-12-31,Nebraska,NR,Indiana,NR,8,5,[0.6153846153846154],11,3,[0.7857142857142857]
400595441,2015-01-03,Maryland,12,Minnesota,NR,14,1,[0.9333333333333333],11,4,[0.7333333333333333]
400595442,2015-01-03,Purdue,NR,Michigan,NR,10,5,[0.6666666666666666],8,6,[0.5714285714285714]
400595443,2015-01-03,OSU,20,Illinois,NR,12,3,[0.8],10,5,[0.6666666666666666]
400595444,2015-01-03,Rutgers,NR,Penn State,NR,9,6,[0.6],12,3,[0.8]
400595445,2015-01-04,Northwestern,NR,Wisconsin,4,10,5,[0.6666666666666666],14,1,[0.9333333333333333]
400595446,2015-01-05,Michigan State,NR,Indiana,NR,10,5,[0.6666666666666666],11,4,[0.7333333333333333]
400595447,2015-01-05,Iowa,NR,Nebraska,NR,11,4,[0.7333333333333333],8,6,[0.5714285714285714]
400595448,2015-01-06,Penn State,NR,Michigan,NR,12,4,[0.75],9,6,[0.6]
400595449,2015-01-06,Minnesota,NR,OSU,22,11,5,[0.6875],13,3,[0.8125]
400595450,2015-01-07,Wisconsin,4,Purdue,NR,15,1,[0.9375],10,6,[0.625]
400595451,2015-01-07,Illinois,NR,Maryland,11,11,5,[0.6875],14,2,[0.875]
400595452,2015-01-08,Iowa,NR,Michigan State,NR,11,5,[0.6875],11,5,[0.6875]
400595453,2015-01-08,Nebraska,NR,Rutgers,NR,9,6,[0.6],9,7,[0.5625]
400595454,2015-01-10,Indiana,NR,OSU,22,12,4,[0.75],13,4,[0.7647058823529411]
400595455,2015-01-10,Michigan,NR,Minnesota,NR,10,6,[0.625],11,6,[0.6470588235294118]
400595456,2015-01-10,Purdue,NR,Maryland,11,10,7,[0.5882352941176471],15,2,[0.8823529411764706]
400595458,2015-01-11,Michigan State,NR,Northwestern,NR,12,5,[0.7058823529411765],10,6,[0.625]
400595459,2015-01-11,Rutgers,NR,Wisconsin,4,10,7,[0.5882352941176471],15,2,[0.8823529411764706]
400595457,2015-01-11,Nebraska,NR,Illinois,NR,10,6,[0.625],11,6,[0.6470588235294118]
400595460,2015-01-13,Indiana,NR,Penn State,NR,13,4,[0.7647058823529411],12,5,[0.7058823529411765]
400595461,2015-01-13,OSU,NR,Michigan,NR,14,4,[0.7777777777777778],10,7,[0.5882352941176471]
400595462,2015-01-13,Minnesota,NR,Iowa,NR,11,7,[0.6111111111111112],12,5,[0.7058823529411765]
400595463,2015-01-14,Maryland,14,Rutgers,NR,16,2,[0.8888888888888888],10,8,[0.5555555555555556]
400595464,2015-01-14,Northwestern,NR,Illinois,NR,10,7,[0.5882352941176471],12,6,[0.6666666666666666]
400595465,2015-01-15,Wisconsin,7,Nebraska,NR,16,2,[0.8888888888888888],10,7,[0.5882352941176471]
400595466,2015-01-17,Minnesota,NR,Rutgers,NR,12,7,[0.631578947368421],10,9,[0.5263157894736842]
400595467,2015-01-17,Penn State,NR,Purdue,NR,12,6,[0.6666666666666666],11,7,[0.6111111111111112]
400595468,2015-01-17,Iowa,NR,OSU,NR,13,5,[0.7222222222222222],14,5,[0.7368421052631579]
400595469,2015-01-17,Maryland,14,Michigan State,NR,17,2,[0.8947368421052632],12,6,[0.6666666666666666]
400595470,2015-01-17,Michigan,NR,Northwestern,NR,11,7,[0.6111111111111112],10,8,[0.5555555555555556]
400595471,2015-01-18,Illinois,NR,Indiana,NR,12,7,[0.631578947368421],14,4,[0.7777777777777778]
400595472,2015-01-20,Rutgers,NR,Michigan,NR,10,10,[0.5],12,7,[0.631578947368421]
400595473,2015-01-20,Nebraska,NR,Minnesota,NR,11,7,[0.6111111111111112],12,8,[0.6]
400595474,2015-01-20,Wisconsin,6,Iowa,25,17,2,[0.8947368421052632],13,6,[0.6842105263157895]
400595475,2015-01-21,Michigan State,NR,Penn State,NR,13,6,[0.6842105263157895],12,7,[0.631578947368421]
400595477,2015-01-22,Northwestern,NR,OSU,NR,10,9,[0.5263157894736842],15,5,[0.75]
400595478,2015-01-22,Indiana,23,Maryland,13,15,4,[0.7894736842105263],17,3,[0.85]
400595480,2015-01-24,Purdue,NR,Iowa,25,12,8,[0.6],13,7,[0.65]
400596131,2015-01-24,Penn State,NR,Rutgers,NR,13,7,[0.65],10,11,[0.47619047619047616]
400595481,2015-01-24,Minnesota,NR,Illinois,NR,13,8,[0.6190476190476191],13,8,[0.6190476190476191]
400595483,2015-01-24,Nebraska,NR,Michigan State,NR,12,7,[0.631578947368421],13,7,[0.65]
400595482,2015-01-24,Michigan,NR,Wisconsin,6,12,8,[0.6],18,2,[0.9]
400595484,2015-01-25,OSU,NR,Indiana,23,16,5,[0.7619047619047619],15,5,[0.75]
400595485,2015-01-25,Maryland,13,Northwestern,NR,18,3,[0.8571428571428571],10,10,[0.5]
400595486,2015-01-27,Michigan,NR,Nebraska,NR,13,8,[0.6190476190476191],12,8,[0.6]
400595488,2015-01-28,Penn State,NR,Minnesota,NR,14,7,[0.6666666666666666],13,9,[0.5909090909090909]
400595489,2015-01-28,Purdue,NR,Indiana,22,13,8,[0.6190476190476191],15,6,[0.7142857142857143]
400755871,2015-01-29,Rutgers,NR,Michigan State,NR,10,12,[0.45454545454545453],14,7,[0.6666666666666666]
400595490,2015-01-29,OSU,NR,Maryland,16,17,5,[0.7727272727272727],18,4,[0.8181818181818182]
400595491,2015-01-31,Iowa,NR,Wisconsin,5,13,8,[0.6190476190476191],19,2,[0.9047619047619048]
400595492,2015-01-31,Illinois,NR,Penn State,NR,14,8,[0.6363636363636364],14,8,[0.6363636363636364]
400595493,2015-01-31,Indiana,22,Rutgers,NR,16,6,[0.7272727272727273],10,13,[0.43478260869565216]
400595494,2015-01-31,Minnesota,NR,Nebraska,NR,14,9,[0.6086956521739131],12,9,[0.5714285714285714]
400595495,2015-01-31,Northwestern,NR,Purdue,NR,10,11,[0.47619047619047616],14,8,[0.6363636363636364]
400595496,2015-02-01,Michigan State,NR,Michigan,NR,15,7,[0.6818181818181818],13,9,[0.5909090909090909]
400595497,2015-02-03,Wisconsin,5,Indiana,NR,20,2,[0.9090909090909091],16,7,[0.6956521739130435]
400595498,2015-02-03,Nebraska,NR,Northwestern,NR,13,9,[0.5909090909090909],10,12,[0.45454545454545453]
400595499,2015-02-03,Illinois,NR,Rutgers,NR,15,8,[0.6521739130434783],10,14,[0.4166666666666667]
400595500,2015-02-04,Purdue,NR,OSU,20,15,8,[0.6521739130434783],17,6,[0.7391304347826086]
400595501,2015-02-04,Maryland,17,Penn State,NR,19,4,[0.8260869565217391],14,9,[0.6086956521739131]
400595502,2015-02-05,Michigan,NR,Iowa,NR,13,10,[0.5652173913043478],14,8,[0.6363636363636364]
400595503,2015-02-07,Michigan State,NR,Illinois,NR,15,8,[0.6521739130434783],16,8,[0.6666666666666666]
400595504,2015-02-07,Minnesota,NR,Purdue,NR,15,9,[0.625],15,9,[0.625]
400595505,2015-02-07,Penn State,NR,Nebraska,NR,15,9,[0.625],13,10,[0.5652173913043478]
400595506,2015-02-07,Wisconsin,5,Northwestern,NR,21,2,[0.9130434782608695],10,13,[0.43478260869565216]
400595507,2015-02-08,Indiana,NR,Michigan,NR,17,7,[0.7083333333333334],13,11,[0.5416666666666666]
400595508,2015-02-08,Iowa,NR,Maryland,17,15,8,[0.6521739130434783],19,5,[0.7916666666666666]
400595510,2015-02-10,Northwestern,NR,Michigan State,NR,10,14,[0.4166666666666667],16,8,[0.6666666666666666]
400595511,2015-02-10,Nebraska,NR,Wisconsin,5,13,11,[0.5416666666666666],22,2,[0.9166666666666666]
400595512,2015-02-11,OSU,23,Penn State,NR,19,6,[0.76],15,10,[0.6]
400595513,2015-02-11,Maryland,19,Indiana,NR,20,5,[0.8],17,8,[0.68]
400595514,2015-02-12,Iowa,NR,Minnesota,NR,15,9,[0.625],16,9,[0.64]
400595515,2015-02-12,Rutgers,NR,Purdue,NR,10,16,[0.38461538461538464],16,9,[0.64]
400595516,2015-02-12,Illinois,NR,Michigan,NR,17,8,[0.68],13,12,[0.52]
400595517,2015-02-14,Michigan State,NR,OSU,23,17,8,[0.68],19,7,[0.7307692307692307]
400595518,2015-02-14,Penn State,NR,Maryland,19,15,11,[0.5769230769230769],21,5,[0.8076923076923077]
400595519,2015-02-15,Wisconsin,5,Illinois,NR,23,2,[0.92],17,9,[0.6538461538461539]
400595520,2015-02-15,Northwestern,NR,Iowa,NR,11,14,[0.44],15,10,[0.6]
400595521,2015-02-15,Purdue,NR,Nebraska,NR,17,9,[0.6538461538461539],13,12,[0.52]
400595522,2015-02-15,Indiana,NR,Minnesota,NR,18,8,[0.6923076923076923],16,10,[0.6153846153846154]
400595523,2015-02-17,Michigan,NR,Michigan State,NR,13,13,[0.5],18,8,[0.6923076923076923]
400595524,2015-02-18,Penn State,NR,Wisconsin,5,15,12,[0.5555555555555556],24,2,[0.9230769230769231]
400595525,2015-02-18,Minnesota,NR,Northwestern,NR,16,11,[0.5925925925925926],12,14,[0.46153846153846156]
400595527,2015-02-19,Maryland,16,Nebraska,NR,22,5,[0.8148148148148148],13,13,[0.5]
400595526,2015-02-19,Indiana,NR,Purdue,NR,18,9,[0.6666666666666666],18,9,[0.6666666666666666]
400595528,2015-02-19,Iowa,NR,Rutgers,NR,16,10,[0.6153846153846154],10,17,[0.37037037037037035]
400595529,2015-02-21,Wisconsin,5,Minnesota,NR,25,2,[0.9259259259259259],16,12,[0.5714285714285714]
400595530,2015-02-21,Northwestern,NR,Penn State,NR,13,14,[0.48148148148148145],15,13,[0.5357142857142857]
400595532,2015-02-22,Michigan,NR,OSU,24,14,13,[0.5185185185185185],19,8,[0.7037037037037037]
400595533,2015-02-22,Nebraska,NR,Iowa,NR,13,14,[0.48148148148148145],17,10,[0.6296296296296297]
400595534,2015-02-22,Rutgers,NR,Indiana,NR,10,18,[0.35714285714285715],19,9,[0.6785714285714286]
400595531,2015-02-22,Illinois,NR,Michigan State,NR,17,10,[0.6296296296296297],19,8,[0.7037037037037037]
400595535,2015-02-24,Maryland,14,Wisconsin,5,23,5,[0.8214285714285714],25,3,[0.8928571428571429]
400595536,2015-02-25,Northwestern,NR,Indiana,NR,14,14,[0.5],19,10,[0.6551724137931034]
400595537,2015-02-25,Iowa,NR,Illinois,NR,18,10,[0.6428571428571429],17,11,[0.6071428571428571]
400595538,2015-02-26,Michigan State,NR,Minnesota,NR,19,9,[0.6785714285714286],17,12,[0.5862068965517241]
400595539,2015-02-26,OSU,NR,Nebraska,NR,20,8,[0.7142857142857143],13,15,[0.4642857142857143]
400595540,2015-02-26,Purdue,NR,Rutgers,NR,19,9,[0.6785714285714286],10,19,[0.3448275862068966]
400595543,2015-02-28,Maryland,14,Michigan,NR,24,5,[0.8275862068965517],14,14,[0.5]
400595541,2015-02-28,Penn State,NR,Iowa,NR,15,14,[0.5172413793103449],19,10,[0.6551724137931034]
400595542,2015-02-28,Illinois,NR,Northwestern,NR,18,11,[0.6206896551724138],14,15,[0.4827586206896552]
400595544,2015-03-01,Wisconsin,5,Michigan State,NR,26,3,[0.896551724137931],19,10,[0.6551724137931034]
400595545,2015-03-01,OSU,NR,Purdue,NR,21,8,[0.7241379310344828],19,10,[0.6551724137931034]
400595547,2015-03-03,Rutgers,NR,Maryland,10,10,20,[0.3333333333333333],25,5,[0.8333333333333334]
400595546,2015-03-03,Indiana,NR,Iowa,NR,19,11,[0.6333333333333333],20,10,[0.6666666666666666]
400595548,2015-03-03,Northwestern,NR,Michigan,NR,15,15,[0.5],14,15,[0.4827586206896552]
400595549,2015-03-04,Penn State,NR,OSU,23,15,15,[0.5],22,8,[0.7333333333333333]
400595550,2015-03-04,Michigan State,NR,Purdue,NR,20,10,[0.6666666666666666],19,11,[0.6333333333333333]
400595551,2015-03-04,Illinois,NR,Nebraska,NR,19,11,[0.6333333333333333],13,16,[0.4482758620689655]
400595552,2015-03-05,Minnesota,NR,Wisconsin,6,17,13,[0.5666666666666667],27,3,[0.9]
400595554,2015-03-07,Iowa,NR,Northwestern,NR,21,10,[0.6774193548387096],15,16,[0.4838709677419355]
400595556,2015-03-07,Indiana,NR,Michigan State,NR,19,12,[0.6129032258064516],21,10,[0.6774193548387096]
400595553,2015-03-07,Michigan,NR,Rutgers,NR,15,15,[0.5],10,21,[0.3225806451612903]
400595555,2015-03-07,Purdue,NR,Illinois,NR,20,11,[0.6451612903225806],19,12,[0.6129032258064516]
400595559,2015-03-08,Minnesota,NR,Penn State,NR,17,14,[0.5483870967741935],16,15,[0.5161290322580645]
400595557,2015-03-08,OSU,23,Wisconsin,6,22,9,[0.7096774193548387],28,3,[0.9032258064516129]
400595558,2015-03-08,Nebraska,NR,Maryland,10,13,17,[0.43333333333333335],26,5,[0.8387096774193549]
400597287,2014-11-14,Florida,7,William & Mary,NR,1,0,[1.0],0,1,[0.0]
400591082,2014-11-14,VCU,15,Tennessee,NR,1,0,[1.0],0,1,[0.0]
400589073,2014-11-14,Miss St,NR,W Carolina,NR,1,0,[1.0],0,1,[0.0]
400588631,2014-11-14,South Carolina,NR,North Florida,NR,1,0,[1.0],0,1,[0.0]
400589239,2014-11-14,Ole Miss,NR,Charleston So,NR,0,1,[0.0],1,0,[1.0]
400589702,2014-11-14,Kentucky,1,Grand Canyon,NR,1,0,[1.0],0,1,[0.0]
400595561,2014-11-14,Texas A&M;,NR,Northwestern St,NR,1,0,[1.0],0,1,[0.0]
400589703,2014-11-14,Missouri,NR,UMKC,NR,0,1,[0.0],1,0,[1.0]
400597288,2014-11-14,Alabama,NR,Towson,NR,1,0,[1.0],0,1,[0.0]
400597289,2014-11-14,Auburn,NR,Milwaukee,NR,1,0,[1.0],0,1,[0.0]
400589246,2014-11-15,LSU,NR,Gardner-Webb,NR,1,0,[1.0],0,1,[0.0]
400587392,2014-11-16,Kentucky,1,Buffalo,NR,2,0,[1.0],1,1,[0.5]
400597290,2014-11-16,Vanderbilt,NR,Trevecca,NR,1,0,[1.0], ,,[0.0]
400597292,2014-11-16,Arkansas,NR,Alabama State,NR,1,0,[1.0],1,1,[0.5]
400597291,2014-11-16,Missouri,NR,Valparaiso,NR,1,1,[0.5],1,1,[0.5]
400595190,2014-11-17,Troy,NR,Ole Miss,NR,1,1,[0.5],1,1,[0.5]
400597293,2014-11-17,Miss St,NR,Miss Valley St,NR,2,0,[1.0],0,2,[0.0]
400589077,2014-11-17,Alabama,NR,W Carolina,NR,2,0,[1.0],0,2,[0.0]
400593194,2014-11-17,Colorado,NR,Auburn,NR,2,0,[1.0],1,1,[0.5]
400585683,2014-11-18,South Carolina,NR,Baylor,NR,1,1,[0.5],2,0,[1.0]
400597294,2014-11-18,Georgia,NR,Stony Brook,NR,1,1,[0.5],1,1,[0.5]
400585685,2014-11-18,Kentucky,1,Kansas,5,3,0,[1.0],1,1,[0.5]
400585686,2014-11-18,LSU,NR,Texas Tech,NR,2,0,[1.0],1,1,[0.5]
400586873,2014-11-19,Missouri,NR,Oral Roberts,NR,2,1,[0.6666666666666666],1,1,[0.5]
400591096,2014-11-20,Dayton,NR,Texas A&M;,NR,2,0,[1.0],1,1,[0.5]
400597295,2014-11-20,Tennessee,NR,Texas Southern,NR,1,1,[0.5],0,3,[0.0]
400591258,2014-11-20,South Carolina,NR,Cornell,NR,2,1,[0.6666666666666666],2,2,[0.5]
400591009,2014-11-20,Ole Miss,NR,Southern,NR,2,1,[0.6666666666666666],1,2,[0.3333333333333333]
400588648,2014-11-20,Vanderbilt,NR,Lipscomb,NR,2,0,[1.0],1,2,[0.3333333333333333]
400591356,2014-11-20,Alabama,NR,Southern Miss,NR,3,0,[1.0],2,1,[0.6666666666666666]
400608011,2014-11-21,Charleston,NR,Texas A&M;,NR,1,3,[0.25],2,1,[0.6666666666666666]
400591359,2014-11-21,Old Dominion,NR,LSU,NR,3,0,[1.0],2,1,[0.6666666666666666]
400587045,2014-11-21,Kentucky,1,Boston U,NR,4,0,[1.0],1,2,[0.3333333333333333]
400595195,2014-11-21,Georgia,NR,Troy,NR,2,1,[0.6666666666666666],1,2,[0.3333333333333333]
400607996,2014-11-21,South Carolina,NR,Charlotte,NR,2,2,[0.5],3,0,[1.0]
400595197,2014-11-21,Florida,8,UL Monroe,NR,2,1,[0.6666666666666666],2,1,[0.6666666666666666]
400597296,2014-11-21,Arkansas,NR,Delaware State,NR,3,0,[1.0],2,2,[0.5]
400595196,2014-11-21,Auburn,NR,LA-Lafayette,NR,2,1,[0.6666666666666666],1,2,[0.3333333333333333]
400591564,2014-11-22,Miss St,NR,Utah State,NR,3,0,[1.0],3,1,[0.75]
400608205,2014-11-22,Weber State,NR,LSU,NR,1,3,[0.25],3,1,[0.75]
400608196,2014-11-23,New Mexico,NR,Texas A&M;,NR,3,2,[0.6],3,1,[0.75]
400591363,2014-11-23,Georgia,NR,FAU,NR,3,1,[0.75],1,3,[0.25]
400585905,2014-11-23,Kentucky,1,Montana State,NR,5,0,[1.0],0,4,[0.0]
400608190,2014-11-23,South Carolina,NR,Akron,NR,2,3,[0.4],3,1,[0.75]
400596324,2014-11-23,Vanderbilt,NR,Tennessee St,NR,3,0,[1.0],2,2,[0.5]
400585906,2014-11-23,Ole Miss,NR,N Arizona,NR,3,1,[0.75],1,3,[0.25]
400593201,2014-11-24,Arizona,3,Missouri,NR,4,0,[1.0],2,2,[0.5]
400597297,2014-11-24,Miss St,NR,Clayton,NR,4,0,[1.0], ,,[0.0]
400585699,2014-11-24,Iowa State,13,Alabama,NR,3,0,[1.0],3,1,[0.75]
400595205,2014-11-25,Kentucky,1,UT-Arlington,NR,6,0,[1.0],3,2,[0.6]
400608479,2014-11-25,Arizona State,NR,Alabama,NR,3,2,[0.6],4,1,[0.8]
400586692,2014-11-25,SMU,NR,Arkansas,25,2,3,[0.4],4,0,[1.0]
400598558,2014-11-25,Vanderbilt,NR,Norfolk State,NR,4,0,[1.0],2,3,[0.4]
400608581,2014-11-26,Chaminade,NR,Missouri,NR, ,,[0.0],3,3,[0.5]
400589274,2014-11-26,South Carolina,NR,UNC Asheville,NR,3,3,[0.5],2,3,[0.4]
400608514,2014-11-26,Oregon State,NR,Auburn,NR,3,2,[0.6],3,2,[0.6]
400588345,2014-11-26,Florida,18,Georgetown,NR,2,2,[0.5],4,0,[1.0]
400587235,2014-11-26,Gonzaga,10,Georgia,NR,5,0,[1.0],3,2,[0.6]
400587238,2014-11-27,Tennessee,NR,Santa Clara,NR,2,1,[0.6666666666666666],2,3,[0.4]
400608871,2014-11-27,UAB,NR,Florida,18,2,4,[0.3333333333333333],3,2,[0.6]
400608901,2014-11-28,Kansas,11,Tennessee,NR,4,1,[0.8],2,2,[0.5]
400595581,2014-11-28,Texas A&M;,NR,New Orleans,NR,4,1,[0.8],1,2,[0.3333333333333333]
400591372,2014-11-28,Arkansas,25,North Texas,NR,5,0,[1.0],4,2,[0.6666666666666666]
400591109,2014-11-28,Saint Louis,NR,Miss St,NR,3,2,[0.6],5,0,[1.0]
400609057,2014-11-29,Vanderbilt,NR,La Salle,NR,5,1,[0.8333333333333334],4,2,[0.6666666666666666]
400609062,2014-11-29,TCU,NR,Miss St,NR,7,0,[1.0],5,1,[0.8333333333333334]
400595590,2014-11-29,LSU,NR,McNeese State,NR,4,2,[0.6666666666666666],2,2,[0.5]
400609029,2014-11-29,Ole Miss,NR,Cincinnati,NR,5,1,[0.8333333333333334],5,1,[0.8333333333333334]
400588349,2014-11-30,Kentucky,1,Providence,NR,7,0,[1.0],6,1,[0.8571428571428571]
400586154,2014-11-30,Arkansas,25,Iona,NR,6,0,[1.0],4,2,[0.6666666666666666]
400609033,2014-11-30,Marquette,NR,Tennessee,NR,4,3,[0.5714285714285714],2,3,[0.4]
400591376,2014-12-01,Marshall,NR,South Carolina,NR,3,4,[0.42857142857142855],4,3,[0.5714285714285714]
400589108,2014-12-02,Chattanooga,NR,Georgia,NR,3,5,[0.375],4,3,[0.5714285714285714]
400591117,2014-12-02,LSU,NR,UMass,NR,5,2,[0.7142857142857143],5,3,[0.625]
400596334,2014-12-02,Missouri,NR,SE Missouri St,NR,4,3,[0.5714285714285714],3,4,[0.42857142857142855]
400586704,2014-12-02,Alabama,NR,USF,NR,5,1,[0.8333333333333334],5,2,[0.7142857142857143]
400595593,2014-12-03,Texas A&M;,NR,Sam Houston,NR,5,1,[0.8333333333333334],4,3,[0.5714285714285714]
400585718,2014-12-03,Texas Tech,NR,Auburn,NR,5,1,[0.8333333333333334],3,3,[0.5]
400585720,2014-12-04,West Virginia,16,LSU,NR,7,1,[0.875],6,2,[0.75]
400585719,2014-12-04,Vanderbilt,NR,Baylor,NR,5,2,[0.7142857142857143],7,1,[0.875]
400585721,2014-12-04,Iowa State,20,Arkansas,18,5,1,[0.8333333333333334],6,1,[0.8571428571428571]
400585722,2014-12-04,Ole Miss,NR,TCU,NR,5,2,[0.7142857142857143],8,0,[1.0]
400585723,2014-12-05,Kentucky,1,Texas,6,8,0,[1.0],7,1,[0.875]
400589291,2014-12-05,Auburn,NR,Coast Carolina,NR,3,4,[0.42857142857142855],6,2,[0.75]
400585724,2014-12-05,Kansas,11,Florida,NR,6,1,[0.8571428571428571],3,4,[0.42857142857142855]
400585725,2014-12-05,Oklahoma,22,Missouri,NR,5,2,[0.7142857142857143],4,4,[0.5]
400585726,2014-12-06,South Carolina,NR,Oklahoma State,NR,5,3,[0.625],7,1,[0.875]
400593212,2014-12-06,Texas A&M;,NR,Arizona State,NR,6,1,[0.8571428571428571],5,3,[0.625]
400597298,2014-12-06,Tulane,NR,Miss St,NR,7,1,[0.875],5,2,[0.7142857142857143]
400585727,2014-12-06,Tennessee,NR,Kansas State,NR,3,3,[0.5],4,4,[0.5]
400593214,2014-12-07,Georgia,NR,Colorado,NR,5,3,[0.625],5,2,[0.7142857142857143]
400593213,2014-12-07,Oregon,NR,Ole Miss,NR,5,3,[0.625],6,2,[0.75]
400596339,2014-12-07,Kentucky,1,E Kentucky,NR,9,0,[1.0],4,3,[0.5714285714285714]
400591325,2014-12-08,Florida,NR,Yale,NR,4,4,[0.5],8,3,[0.7272727272727273]
400585731,2014-12-09,Baylor,NR,Texas A&M;,NR,8,1,[0.8888888888888888],6,2,[0.75]
400591241,2014-12-10,Kentucky,1,Columbia,NR,10,0,[1.0],5,3,[0.625]
400597299,2014-12-11,Missouri,NR,Elon,NR,5,4,[0.5555555555555556],5,4,[0.5555555555555556]
400597300,2014-12-12,Florida,NR,Texas Southern,NR,5,4,[0.5555555555555556],1,7,[0.125]
400591129,2014-12-13,Arkansas,NR,Dayton,NR,7,2,[0.7777777777777778],7,2,[0.7777777777777778]
400588371,2014-12-13,Missouri,NR,Xavier,NR,5,5,[0.5],8,2,[0.8]
400593218,2014-12-13,Oregon State,NR,Miss St,NR,6,2,[0.75],5,3,[0.625]
400591390,2014-12-13,Ole Miss,NR,W Kentucky,NR,6,3,[0.6666666666666666],4,4,[0.5]
400597302,2014-12-13,Texas A&M;,NR,Youngstown St,NR,7,2,[0.7777777777777778],7,5,[0.5833333333333334]
400595602,2014-12-13,LSU,NR,Sam Houston,NR,7,2,[0.7777777777777778],5,4,[0.5555555555555556]
400588373,2014-12-14,Tennessee,NR,Butler,15,4,3,[0.5714285714285714],8,2,[0.8]
400588683,2014-12-14,Florida,NR,Jacksonville,NR,6,4,[0.6],2,9,[0.18181818181818182]
400586367,2014-12-16,Wichita State,11,Alabama,NR,8,1,[0.8888888888888888],6,3,[0.6666666666666666]
400589128,2014-12-16,Vanderbilt,NR,W Carolina,NR,7,2,[0.7777777777777778],3,7,[0.3]
400595228,2014-12-17,Miss St,NR,Arkansas State,NR,5,4,[0.5555555555555556],3,4,[0.42857142857142855]
400589316,2014-12-17,Auburn,NR,Winthrop,NR,4,5,[0.4444444444444444],4,5,[0.4444444444444444]
400589317,2014-12-18,Ole Miss,NR,Coast Carolina,NR,7,3,[0.7],8,3,[0.7272727272727273]
400591403,2014-12-18,UAB,NR,LSU,NR,4,7,[0.36363636363636365],8,2,[0.8]
400597303,2014-12-19,Alabama,NR,Stillman,NR,7,3,[0.7], ,,[0.0]
400597304,2014-12-19,Tennessee,NR,Tenn Tech,NR,5,4,[0.5555555555555556],6,5,[0.5454545454545454]
400593228,2014-12-20,Kentucky,1,UCLA,NR,12,0,[1.0],8,4,[0.6666666666666666]
400588697,2014-12-20,Miss St,NR,USC Upstate,NR,5,5,[0.5],9,4,[0.6923076923076923]
400588381,2014-12-20,Auburn,NR,Xavier,NR,5,5,[0.5],8,3,[0.7272727272727273]
400585753,2014-12-20,Kansas State,NR,Texas A&M;,NR,7,4,[0.6363636363636364],7,3,[0.7]
400596346,2014-12-20,Arkansas,NR,SE Missouri St,NR,8,2,[0.8],5,6,[0.45454545454545453]
400597305,2014-12-21,South Carolina,NR,Coker,NR,7,3,[0.7], ,,[0.0]
400588382,2014-12-21,Georgia,NR,Seton Hall,NR,6,3,[0.6666666666666666],9,2,[0.8181818181818182]
400595235,2014-12-21,Alabama,NR,Appalachian St,NR,8,3,[0.7272727272727273],3,6,[0.3333333333333333]
