,Game_id,Date,HomeTeam,HomeRank,AwayTeam,AwayRank,Wins_Home,Losses_Home,Win Percent,Wins_Visitor,Losses_Visitor,Visitor Win Percentage
351,400785440,3/20/15,Northern Iowa,5,Wyoming,12,31,3,[0.9117647058823529],25,10,[0.7142857142857143]
350,400785441,3/20/15,Michigan State,7,Georgia,10,24,11,[0.6857142857142857],21,12,[0.6363636363636364]
360,400785442,3/20/15,Oklahoma,3,Albany,14,23,10,[0.696969696969697],24,9,[0.7272727272727273]
362,400785443,3/20/15,San Diego State,8,St John's,9,27,8,[0.7714285714285715],21,12,[0.6363636363636364]
344,400785444,3/19/15,Utah,5,SF Austin,12,25,8,[0.7575757575757576],29,5,[0.8529411764705882]
359,400785445,3/20/15,Iowa,7,Davidson,10,22,11,[0.6666666666666666],24,8,[0.75]
334,400785446,3/19/15,Iowa State,3,UAB,14,25,9,[0.7352941176470589],20,15,[0.5714285714285714]
357,400785447,3/20/15,Oregon,8,Oklahoma State,9,26,9,[0.7428571428571429],18,14,[0.5625]
346,400785448,3/19/15,Arkansas,5,Wofford,12,27,8,[0.7714285714285715],28,7,[0.8]
340,400785449,3/19/15,VCU,7,OSU,10,26,10,[0.7222222222222222],24,10,[0.7058823529411765]
335,400785450,3/19/15,Baylor,3,Georgia State,14,24,10,[0.7058823529411765],25,9,[0.7352941176470589]
330,400785451,3/17/15,Ole Miss,11,BYU,11,21,12,[0.6363636363636364],25,10,[0.7142857142857143]
331,400785452,3/18/15,North Florida,16,Robert Morris,16,23,12,[0.6571428571428571],20,14,[0.5882352941176471]
329,400785453,3/17/15,Manhattan,16,Hampton,16,19,14,[0.5757575757575758],17,17,[0.5]
338,400785454,3/19/15,SMU,6,UCLA,11,27,7,[0.7941176470588235],21,13,[0.6176470588235294]
361,400785455,3/20/15,Wisconsin,1,Coast Carolina,16,32,3,[0.9142857142857143],24,10,[0.7058823529411765]
343,400785456,3/19/15,UNC,4,Harvard,13,25,11,[0.6944444444444444],22,8,[0.7333333333333333]
336,400785457,3/19/15,Arizona,2,Texas Southern,15,32,3,[0.9142857142857143],22,13,[0.6285714285714286]
339,400785458,3/19/15,Xavier,6,Ole Miss,11,22,13,[0.6285714285714286],21,13,[0.6176470588235294]
332,400785474,3/18/15,Boise State,11,Dayton,11,25,9,[0.7352941176470589],26,8,[0.7647058823529411]
372,400786182,3/21/15,Notre Dame,3,Butler,6,31,5,[0.8611111111111112],23,11,[0.6764705882352942]
365,400786183,3/21/15,UCLA,11,UAB,14,22,13,[0.6285714285714286],20,16,[0.5555555555555556]
368,400786184,3/21/15,Xavier,6,Georgia State,14,23,13,[0.6388888888888888],25,10,[0.7142857142857143]
367,400786186,3/21/15,Arizona,2,OSU,10,33,3,[0.9166666666666666],24,11,[0.6857142857142857]
371,400786202,3/21/15,UNC,4,Arkansas,5,26,11,[0.7027027027027027],27,9,[0.75]
366,400786203,3/21/15,Kentucky,1,Cincinnati,8,36,0,[1.0],23,11,[0.6764705882352942]
370,400786206,3/21/15,Georgetown,4,Utah,5,22,11,[0.6666666666666666],26,8,[0.7647058823529411]
369,400786221,3/21/15,Villanova,1,NC State,8,33,3,[0.9166666666666666],22,13,[0.6285714285714286]
375,400786304,3/22/15,Kansas,2,Wichita State,7,27,9,[0.75],30,4,[0.8823529411764706]
373,400786305,3/22/15,UVA,2,Michigan State,7,30,4,[0.8823529411764706],25,11,[0.6944444444444444]
380,400786306,3/22/15,Louisville,4,Northern Iowa,5,26,8,[0.7647058823529411],31,4,[0.8857142857142857]
379,400786307,3/22/15,Maryland,4,West Virginia,5,28,7,[0.8],25,9,[0.7352941176470589]
378,400786326,3/22/15,Wisconsin,1,Oregon,8,33,3,[0.9166666666666666],26,10,[0.7222222222222222]
374,400786330,3/22/15,Duke,1,San Diego State,8,31,4,[0.8857142857142857],27,9,[0.75]
377,400786332,3/22/15,Gonzaga,2,Iowa,7,34,2,[0.9444444444444444],22,12,[0.6470588235294118]
376,400786333,3/22/15,Oklahoma,3,Dayton,11,24,10,[0.7058823529411765],27,9,[0.75]
384,400786370,3/26/15,Arizona,2,Xavier,6,34,3,[0.918918918918919],23,14,[0.6216216216216216]
387,400786476,3/27/15,Duke,1,Utah,5,32,4,[0.8888888888888888],26,9,[0.7428571428571429]
381,400786505,3/26/15,Notre Dame,3,Wichita State,7,32,5,[0.8648648648648649],30,5,[0.8571428571428571]
388,400786506,3/27/15,Oklahoma,3,Michigan State,7,24,11,[0.6857142857142857],26,11,[0.7027027027027027]
385,400786510,3/27/15,Gonzaga,2,UCLA,11,35,2,[0.9459459459459459],22,14,[0.6111111111111112]
382,400786512,3/26/15,Wisconsin,1,UNC,4,34,3,[0.918918918918919],26,12,[0.6842105263157895]
383,400786514,3/26/15,Kentucky,1,West Virginia,5,37,0,[1.0],25,10,[0.7142857142857143]
386,400786516,3/27/15,Louisville,4,NC State,8,27,8,[0.7714285714285715],22,14,[0.6111111111111112]
390,400787576,3/28/15,Kentucky,1,Notre Dame,3,38,0,[1.0],32,6,[0.8421052631578947]
389,400787578,3/28/15,Wisconsin,1,Arizona,2,35,3,[0.9210526315789473],34,4,[0.8947368421052632]
391,400787680,3/29/15,Louisville,4,Michigan State,7,27,9,[0.75],27,11,[0.7105263157894737]
392,400787701,3/29/15,Duke,1,Gonzaga,2,33,4,[0.8918918918918919],35,3,[0.9210526315789473]
394,400787769,4/4/15,Kentucky,1,Wisconsin,1,38,1,[0.9743589743589743],36,3,[0.9230769230769231]
393,400787887,4/4/15,Duke,1,Michigan State,7,34,4,[0.8947368421052632],27,12,[0.6923076923076923]
