	Game_id	PBP_description	sec_remaining	home_score	away_score	home_points_scored	away_points_scored	home_poss	turnover
0	400587822.0	Jump Ball won by Wisconsin	1200.0	0.0	0.0	0.0	0.0	1.0	0.0
1	400587822.0	Frank Kaminsky Turnover.	1180.0	0.0	0.0	0.0	0.0	1.0	1.0
2	400587822.0	Jahlil Okafor Steal.	1180.0	0.0	0.0	0.0	0.0	0.0	0.0
3	400587822.0	Justise Winslow missed Three Point Jumper.	1171.0	0.0	0.0	0.0	0.0	0.0	0.0
4	400587822.0	Josh Gasser Defensive Rebound.	1171.0	0.0	0.0	0.0	0.0	1.0	0.0
5	400587822.0	Traevon Jackson missed Jumper.	1146.0	0.0	0.0	0.0	0.0	1.0	0.0
6	400587822.0	Tyus Jones Defensive Rebound.	1146.0	0.0	0.0	0.0	0.0	0.0	0.0
7	400587822.0	Jahlil Okafor made Layup.	1112.0	0.0	2.0	0.0	2.0	0.0	0.0
8	400587822.0	Nigel Hayes missed Jumper.	1090.0	0.0	2.0	0.0	0.0	1.0	0.0
9	400587822.0	Justise Winslow Defensive Rebound.	1090.0	0.0	2.0	0.0	0.0	0.0	0.0
10	400587822.0	Jahlil Okafor Turnover.	1061.0	0.0	2.0	0.0	0.0	0.0	1.0
11	400587822.0	Nigel Hayes Steal.	1061.0	0.0	2.0	0.0	0.0	1.0	0.0
12	400587822.0	Foul on Quinn Cook.	1043.0	0.0	2.0	0.0	0.0	0.0	0.0
13	400587822.0	Frank Kaminsky made Three Point Jumper. Assisted by Traevon Jackson.	1022.0	3.0	2.0	3.0	0.0	1.0	0.0
14	400587822.0	Foul on Nigel Hayes.	1003.0	3.0	2.0	0.0	0.0	1.0	0.0
15	400587822.0	Justise Winslow missed Jumper.	1000.0	3.0	2.0	0.0	0.0	0.0	0.0
16	400587822.0	Sam Dekker Defensive Rebound.	1000.0	3.0	2.0	0.0	0.0	1.0	0.0
17	400587822.0	Nigel Hayes missed Three Point Jumper.	994.0	3.0	2.0	0.0	0.0	1.0	0.0
18	400587822.0	Wisconsin Offensive Rebound.	994.0	3.0	2.0	0.0	0.0	1.0	0.0
19	400587822.0	Sam Dekker missed Jumper.	978.0	3.0	2.0	0.0	0.0	1.0	0.0
20	400587822.0	Tyus Jones Defensive Rebound.	978.0	3.0	2.0	0.0	0.0	0.0	0.0
21	400587822.0	Foul on Traevon Jackson.	970.0	3.0	2.0	0.0	0.0	1.0	0.0
22	400587822.0	Jahlil Okafor missed Jumper.	949.0	3.0	2.0	0.0	0.0	0.0	0.0
23	400587822.0	Frank Kaminsky Defensive Rebound.	949.0	3.0	2.0	0.0	0.0	1.0	0.0
24	400587822.0	Frank Kaminsky made Three Point Jumper. Assisted by Bronson Koenig.	937.0	6.0	2.0	3.0	0.0	1.0	0.0
25	400587822.0	 Official TV Timeout	914.0	6.0	2.0	0.0	0.0	0.0	0.0
26	400587822.0	Jahlil Okafor made Dunk. Assisted by Justise Winslow.	909.0	6.0	4.0	0.0	2.0	0.0	0.0
27	400587822.0	Bronson Koenig missed Layup.	891.0	6.0	4.0	0.0	0.0	1.0	0.0
28	400587822.0	Bronson Koenig Offensive Rebound.	891.0	6.0	4.0	0.0	0.0	1.0	0.0
29	400587822.0	Josh Gasser missed Three Point Jumper.	883.0	6.0	4.0	0.0	0.0	1.0	0.0
30	400587822.0	Frank Kaminsky Offensive Rebound.	883.0	6.0	4.0	0.0	0.0	1.0	0.0
31	400587822.0	Frank Kaminsky missed Two Point Tip Shot.	883.0	6.0	4.0	0.0	0.0	1.0	0.0
32	400587822.0	Jahlil Okafor Defensive Rebound.	883.0	6.0	4.0	0.0	0.0	0.0	0.0
33	400587822.0	Tyus Jones missed Three Point Jumper.	855.0	6.0	4.0	0.0	0.0	0.0	0.0
34	400587822.0	Josh Gasser Defensive Rebound.	855.0	6.0	4.0	0.0	0.0	1.0	0.0
35	400587822.0	Bronson Koenig missed Three Point Jumper.	841.0	6.0	4.0	0.0	0.0	1.0	0.0
36	400587822.0	Justise Winslow Defensive Rebound.	841.0	6.0	4.0	0.0	0.0	0.0	0.0
37	400587822.0	Quinn Cook made Three Point Jumper. Assisted by Justise Winslow.	831.0	6.0	7.0	0.0	3.0	0.0	0.0
38	400587822.0	Duje Dukan missed Three Point Jumper.	807.0	6.0	7.0	0.0	0.0	1.0	0.0
39	400587822.0	Frank Kaminsky Offensive Rebound.	807.0	6.0	7.0	0.0	0.0	1.0	0.0
40	400587822.0	Duje Dukan made Three Point Jumper. Assisted by Frank Kaminsky.	785.0	9.0	7.0	3.0	0.0	1.0	0.0
