time	away	score	home
20:00	Jump Ball won by Georgetown	0-0	 
19:46	D'Vauntes Smith-Rivera made Three Point Jumper.	3-0	 
19:18	 	3-0	Sam Dekker missed Jumper.
19:18	Georgetown Defensive Rebound.	3-0	 
19:06	D'Vauntes Smith-Rivera Turnover.	3-0	 
19:00	 	3-0	Frank Kaminsky missed Dunk.
19:00	D'Vauntes Smith-Rivera Defensive Rebound.	3-0	 
18:47	Jabril Trawick Turnover.	3-0	 
18:47	 	3-0	Frank Kaminsky Steal.
18:25	 	3-0	Traevon Jackson missed Layup.
18:25	Mikael Hopkins Defensive Rebound.	3-0	 
18:07	Joshua Smith made Layup. Assisted by D'Vauntes Smith-Rivera.	5-0	 
17:50	Foul on Jabril Trawick.	5-0	 
17:41	 	5-2	Nigel Hayes made Jumper. Assisted by Sam Dekker.
17:26	L.J. Peak Turnover.	5-2	 
17:12	 	5-4	Sam Dekker made Layup. Assisted by Nigel Hayes.
17:12	Foul on Jabril Trawick.	5-4	 
17:12	 	5-5	Sam Dekker made Free Throw.
16:55	 	5-5	Foul on Traevon Jackson.
16:51	D'Vauntes Smith-Rivera made Jumper. Assisted by Mikael Hopkins.	7-5	 
16:31	 	7-5	Traevon Jackson missed Layup.
16:31	Mikael Hopkins Defensive Rebound.	7-5	 
16:26	L.J. Peak Turnover.	7-5	 
16:19	 	7-8	Sam Dekker made Three Point Jumper.
16:01	D'Vauntes Smith-Rivera made Jumper.	9-8	 
15:47	Foul on Paul White.	9-8	 
15:47	 Official TV Timeout	 Official TV Timeout	 Official TV Timeout
15:47	 	9-9	Sam Dekker made Free Throw.
15:47	 	9-9	Sam Dekker missed Free Throw.
15:47	Joshua Smith Defensive Rebound.	9-9	 
15:32	Paul White made Jumper.	11-9	 
15:19	 	11-9	Sam Dekker missed Three Point Jumper.
15:19	Georgetown Defensive Rebound.	11-9	 
14:55	Paul White made Layup.	13-9	 
14:36	 	13-9	Josh Gasser missed Three Point Jumper.
14:36	 	13-9	Duje Dukan Offensive Rebound.
14:13	 	13-9	Frank Kaminsky missed Three Point Jumper.
14:13	D'Vauntes Smith-Rivera Defensive Rebound.	13-9	 
13:57	Mikael Hopkins Turnover.	13-9	 
13:42	 	13-11	Bronson Koenig made Jumper. Assisted by Duje Dukan.
13:21	D'Vauntes Smith-Rivera missed Layup.	13-11	 
13:21	 	13-11	Nigel Hayes Defensive Rebound.
13:11	 	13-11	Traevon Jackson Turnover.
13:11	Paul White Steal.	13-11	 
13:06	L.J. Peak missed Three Point Jumper.	13-11	 
13:06	Mikael Hopkins Offensive Rebound.	13-11	 
13:02	Mikael Hopkins made Layup.	15-11	 
12:45	 	15-11	Bronson Koenig missed Three Point Jumper.
12:45	 	15-11	Traevon Jackson Offensive Rebound.
12:16	 	15-11	Sam Dekker missed Layup.
12:16	Reggie Cameron Block.	15-11	 
12:16	D'Vauntes Smith-Rivera Defensive Rebound.	15-11	 
12:03	D'Vauntes Smith-Rivera made Layup. Assisted by Mikael Hopkins.	17-11	 
12:03	Flagrant Foul on Mikael Hopkins.	17-11	 
12:03	 	17-12	Frank Kaminsky made Free Throw.
12:03	 	17-12	Frank Kaminsky missed Free Throw.
12:03	 	17-12	Wisconsin Deadball Team Rebound.
11:41	Foul on Reggie Cameron.	17-12	 
11:41	 Official TV Timeout	 Official TV Timeout	 Official TV Timeout
11:34	Foul on Joshua Smith.	17-12	 
