time|away|score|home
20:00| |0-0|Jump Ball won by Georgia Tech
19:28| |0-2|Quinton Stephens made Jumper.
19:07|Matt Carlino missed Three Point Jumper.|0-2| 
19:07| |0-2|Demarco Cox Defensive Rebound.
19:00| |0-2|Marcus Georges-Hunt missed Layup.
19:00| |0-2|Charles Mitchell Offensive Rebound.
18:59|Foul on Steve Taylor Jr..|0-2| 
18:59| |0-2|Charles Mitchell missed Free Throw.
18:59| |0-2|Georgia Tech Deadball Team Rebound.
18:59| |0-3|Charles Mitchell made Free Throw.
18:34|Duane Wilson missed Three Point Jumper.|0-3| 
18:34|Juan Anderson Offensive Rebound.|0-3| 
18:16|Steve Taylor Jr. missed Layup.|0-3| 
18:16| |0-3|Quinton Stephens Defensive Rebound.
18:07|Foul on Derrick Wilson.|0-3| 
17:48| |0-3|Charles Mitchell Turnover.
17:39|Matt Carlino made Three Point Jumper.|3-3| 
17:20| |3-5|Charles Mitchell made Jumper. Assisted by Travis Jorgenson.
16:55|Juan Anderson missed Three Point Jumper.|3-5| 
16:55| |3-5|Marcus Georges-Hunt Defensive Rebound.
16:47| |3-5|Foul on Marcus Georges-Hunt.
16:47| |3-5|Marcus Georges-Hunt Turnover.
16:32|Steve Taylor Jr. made Layup. Assisted by Jajuan Johnson.|5-5| 
16:13| |5-5|Marcus Georges-Hunt missed Jumper.
16:13|Jajuan Johnson Defensive Rebound.|5-5| 
16:02|Matt Carlino made Three Point Jumper. Assisted by Duane Wilson.|8-5| 
15:49| |8-5|Quinton Stephens missed Three Point Jumper.
15:49|Matt Carlino Defensive Rebound.|8-5| 
15:45| Official TV Timeout| Official TV Timeout| Official TV Timeout
15:30|Steve Taylor Jr. missed Layup.|8-5| 
15:30| |8-5|Robert Sampson Defensive Rebound.
15:20| |8-5|Robert Sampson missed Three Point Jumper.
15:20|Juan Anderson Defensive Rebound.|8-5| 
15:15| |8-5|Foul on Marcus Georges-Hunt.
14:55|Deonte Burton made Layup.|10-5| 
14:46|Foul on Deonte Burton.|10-5| 
14:46| |10-5|Robert Sampson missed Free Throw.
14:46| |10-5|Georgia Tech Deadball Team Rebound.
14:46| |10-6|Robert Sampson made Free Throw.
14:37|Foul on Jajuan Johnson.|10-6| 
14:37|Jajuan Johnson Turnover.|10-6| 
14:17| |10-6|Quinton Stephens Turnover.
14:17|Deonte Burton Steal.|10-6| 
14:04|Juan Anderson made Layup.|12-6| 
13:45| |12-6|Josh Heath missed Three Point Jumper.
13:45| |12-6|Georgia Tech Offensive Rebound.
13:43|Foul on Juan Anderson.|12-6| 
13:42| |12-6|Chris Bolden Turnover.
13:42|Derrick Wilson Steal.|12-6| 
13:35|Jajuan Johnson made Layup. Assisted by Derrick Wilson.|14-6| 
13:35|Georgia Tech  Timeout|Georgia Tech  Timeout|Georgia Tech  Timeout
13:24| |14-8|Tadric Jackson made Jumper.
