time|away|score|home
20:00|Jump Ball won by Syracuse|0-0| 
19:52|Rakeem Christmas made Dunk. Assisted by Kaleb Joseph.|2-0| 
19:31| |2-0|Jordan Mathews missed Three Point Jumper.
19:31|Tyler Roberson Defensive Rebound.|2-0| 
19:11|Trevor Cooney missed Three Point Jumper.|2-0| 
19:11| |2-0|David Kravish Defensive Rebound.
18:53| |2-0|Tyrone Wallace missed Jumper.
18:53|Rakeem Christmas Defensive Rebound.|2-0| 
18:32|Kaleb Joseph missed Jumper.|2-0| 
18:32| |2-0|Christian Behrens Defensive Rebound.
18:19| |2-2|Christian Behrens made Layup. Assisted by Tyrone Wallace.
18:19|Foul on Rakeem Christmas.|2-2| 
18:19| |2-3|Christian Behrens made Free Throw.
17:55|Kaleb Joseph Turnover.|2-3| 
17:45| |2-5|Christian Behrens made Layup. Assisted by David Kravish.
17:18|Rakeem Christmas missed Jumper.|2-5| 
17:18| |2-5|Tyrone Wallace Defensive Rebound.
17:10|Foul on Kaleb Joseph.|2-5| 
17:10| |2-5|Jordan Mathews missed Free Throw.
17:10| |2-5|California Deadball Team Rebound.
17:10| |2-6|Jordan Mathews made Free Throw.
16:59|Kaleb Joseph missed Jumper.|2-6| 
16:59| |2-6|David Kravish Defensive Rebound.
16:26| |2-6|Jordan Mathews missed Jumper.
16:26|Chris McCullough Defensive Rebound.|2-6| 
16:09|Chris McCullough made Three Point Jumper. Assisted by Trevor Cooney.|5-6| 
15:47| |5-6|Christian Behrens missed Layup.
15:47|Tyler Roberson Defensive Rebound.|5-6| 
15:40|Tyler Roberson missed Jumper.|5-6| 
15:40|Chris McCullough Offensive Rebound.|5-6| 
15:36| |5-6|Foul on Jordan Mathews.
15:36|Official TV Timeout|Official TV Timeout|Official TV Timeout
15:36|Chris McCullough missed Free Throw.|5-6| 
15:36|Syracuse Deadball Team Rebound.|5-6| 
15:36|Chris McCullough made Free Throw.|6-6| 
15:22|Foul on Chris McCullough.|6-6| 
15:22| |6-6|Jordan Mathews missed Free Throw.
15:22| |6-6|California Deadball Team Rebound.
15:22| |6-7|Jordan Mathews made Free Throw.
14:56|Chris McCullough made Jumper.|8-7| 
14:34| |8-9|David Kravish made Jumper. Assisted by Sam Singer.
14:13|Trevor Cooney missed Jumper.|8-9| 
14:13| |8-9|California Deadball Team Rebound.
14:10|Foul on Chris McCullough.|8-9| 
13:36| |8-9|Tyrone Wallace missed Jumper.
13:36| |8-9|Kingsley Okoroh Offensive Rebound.
13:30| |8-9|Kingsley Okoroh missed Layup.
13:30|Rakeem Christmas Block.|8-9| 
13:30| |8-9|Dwight Tarwater Offensive Rebound.
13:05| |8-9|Dwight Tarwater missed Jumper.
13:05|Rakeem Christmas Defensive Rebound.|8-9| 
12:53|Kaleb Joseph missed Jumper.|8-9| 
12:53| |8-9|Sam Singer Defensive Rebound.
12:33| |8-11|Tyrone Wallace made Jumper.
12:20| |8-11|Foul on Roger Moute a Bidias.
12:13|Chris McCullough missed Layup.|8-11| 
12:13| |8-11|Kingsley Okoroh Block.
12:13| |8-11|Tyrone Wallace Defensive Rebound.
12:07| |8-11|Tyrone Wallace Turnover.
12:07|Michael Gbinije Steal.|8-11| 
12:05|Michael Gbinije Turnover.|8-11| 
12:05| |8-11|Sam Singer Steal.
11:46| |8-11|Tyrone Wallace missed Three Point Jumper.
11:46|B.J. Johnson Defensive Rebound.|8-11| 
11:24|Chris McCullough missed Jumper.|8-11| 
11:24| |8-11|Jordan Mathews Defensive Rebound.
10:46| |8-11|Tyrone Wallace missed Three Point Jumper.
10:46| |8-11|California Deadball Team Rebound.
10:43| |8-11|California  Turnover.
10:43|Official TV Timeout|Official TV Timeout|Official TV Timeout
10:35|Tyler Roberson made Jumper.|10-11| 
10:17| |10-11|Tyrone Wallace Turnover.
10:17|Michael Gbinije Steal.|10-11| 
10:13|Michael Gbinije made Dunk.|12-11| 
9:50| |12-11|Jordan Mathews missed Three Point Jumper.
9:50|Rakeem Christmas Defensive Rebound.|12-11| 
9:39|Tyler Roberson missed Layup.|12-11| 
9:39| |12-11|David Kravish Defensive Rebound.
9:33| |12-11|Jabari Bird missed Jumper.
9:33|Rakeem Christmas Defensive Rebound.|12-11| 
9:19|Tyler Roberson Turnover.|12-11| 
8:51| |12-11|Jabari Bird missed Dunk.
8:51|Rakeem Christmas Block.|12-11| 
8:51|B.J. Johnson Defensive Rebound.|12-11| 
8:35| |12-11|Foul on Jabari Bird.
8:31|B.J. Johnson missed Three Point Jumper.|12-11| 
8:31| |12-11|Sam Singer Defensive Rebound.
8:18| |12-13|David Kravish made Jumper. Assisted by Tyrone Wallace.
7:55|B.J. Johnson missed Three Point Jumper.|12-13| 
7:55| |12-13|Sam Singer Defensive Rebound.
7:48| |12-15|Tyrone Wallace made Layup. Assisted by Sam Singer.
7:46|Syracuse  Timeout|Syracuse  Timeout|Syracuse  Timeout
7:29|Rakeem Christmas missed Jumper.|12-15| 
7:29|Syracuse Offensive Rebound.|12-15| 
7:23|Official TV Timeout|Official TV Timeout|Official TV Timeout
7:19|Trevor Cooney missed Three Point Jumper.|12-15| 
7:19| |12-15|Tyrone Wallace Defensive Rebound.
7:07| |12-17|Kingsley Okoroh made Dunk. Assisted by Sam Singer.
6:53|Rakeem Christmas made Jumper. Assisted by Chris McCullough.|14-17| 
6:24| |14-17|Tyrone Wallace missed Three Point Jumper.
6:24|Syracuse Defensive Rebound.|14-17| 
6:07|Rakeem Christmas Turnover.|14-17| 
5:55| |14-17|Sam Singer missed Three Point Jumper.
5:55|Chris McCullough Defensive Rebound.|14-17| 
5:38|Trevor Cooney missed Layup.|14-17| 
5:38| |14-17|Kingsley Okoroh Defensive Rebound.
5:33| |14-17|Tyrone Wallace Turnover.
5:18|Trevor Cooney made Three Point Jumper. Assisted by Kaleb Joseph.|17-17| 
4:55| |17-19|Kingsley Okoroh made Dunk. Assisted by David Kravish.
4:39|Rakeem Christmas missed Jumper.|17-19| 
4:39| |17-19|Kingsley Okoroh Defensive Rebound.
4:21|Foul on Rakeem Christmas.|17-19| 
4:17| |17-22|Jabari Bird made Three Point Jumper. Assisted by David Kravish.
4:00|Michael Gbinije made Jumper.|19-22| 
4:00| |19-22|Foul on Tyrone Wallace.
