time|away|score|home
19:30| |0-0|Lennard Freeman missed Jumper.
19:30|Kori Babineaux Defensive Rebound.|0-0| 
18:56|Josh Adeyeye made Layup. Assisted by Tim Gill.|2-0| 
18:39| |2-0|Ralston Turner missed Three Point Jumper.
18:39| |2-0|Lennard Freeman Offensive Rebound.
18:38|Andris Misters missed Three Point Jumper.|2-0| 
18:37| |2-0|Lennard Freeman Defensive Rebound.
18:36|Foul on Tim Gill.|2-0| 
18:35| |2-0|Anthony Barber missed Layup.
18:35|Josh Adeyeye Defensive Rebound.|2-0| 
18:30| |2-0|Lennard Freeman missed Layup.
18:30|Josh Adeyeye Block.|2-0| 
18:25|Andris Misters Defensive Rebound.|2-0| 
18:10| |2-0|Foul on Ralston Turner.
18:09| |2-2|Lennard Freeman made Jumper.
18:00|Tim Gill made Jumper.|4-2| 
18:00|Tim Gill made Free Throw.|5-2| 
18:00| |5-2|Foul on Kyle Washington.
17:26|BJ Edwards missed Jumper.|5-2| 
17:26| |5-2|Lennard Freeman Defensive Rebound.
17:02| |5-4|Kyle Washington made Jumper.
17:01|Foul on Tim Gill.|5-4| 
17:01| |5-5|Kyle Washington made Free Throw.
16:58|Kori Babineaux missed Layup.|5-5| 
16:58| |5-5|Kyle Washington Block.
16:57| |5-5|Lennard Freeman Defensive Rebound.
16:23| |5-5|Kyle Washington missed Jumper.
16:23| |5-5|Ralston Turner Offensive Rebound.
16:17| |5-5|Ralston Turner Turnover.
16:16|Josh Murray Steal.|5-5| 
16:02|Josh Adeyeye missed Layup.|5-5| 
16:02| |5-5|NC State Deadball Team Rebound.
15:41|Foul on Andris Misters.|5-5| 
15:33| |5-5|Anthony Barber Turnover.
15:33|Josh Murray Steal.|5-5| 
15:33| |5-5|Foul on Kyle Washington.
15:17| |5-5|Foul on Ralston Turner.
15:05|J.R. Holder Turnover.|5-5| 
15:05|Foul on J.R. Holder.|5-5| 
14:49| |5-5|Lennard Freeman missed Layup.
14:49|Josh Murray Block.|5-5| 
14:47|Josh Adeyeye Defensive Rebound.|5-5| 
14:40|Josh Adeyeye missed Jumper.|5-5| 
14:40| |5-5|Trevor Lacey Defensive Rebound.
14:27| |5-5|Caleb Martin missed Jumper.
14:27| |5-5|Caleb Martin Offensive Rebound.
14:24| |5-7|Caleb Martin made Layup.
14:01|Josh Adeyeye Turnover.|5-7| 
14:00| |5-7|Trevor Lacey Steal.
13:57|Foul on J.R. Holder.|5-7| 
13:57| |5-7|Trevor Lacey missed Free Throw.
13:57| |5-7|NC State Deadball Team Rebound.
13:57| |5-8|Trevor Lacey made Free Throw.
13:35|Josh Adeyeye Turnover.|5-8| 
13:21| |5-8|Anthony Barber Turnover.
13:07| |5-8|Foul on Anthony Barber.
12:58|Andris Misters missed Jumper.|5-8| 
12:58| |5-8|BeeJay Anya Defensive Rebound.
12:50| |5-11|Caleb Martin made Three Point Jumper. Assisted by Trevor Lacey.
12:32|Andris Misters Turnover.|5-11| 
12:30| |5-11|Trevor Lacey Steal.
12:26| |5-11|Caleb Martin missed Layup.
12:26| |5-11|Cody Martin Offensive Rebound.
12:24| |5-13|Cody Martin made Two Point Tip Shot.
12:23|Jacksonville  Timeout|Jacksonville  Timeout|Jacksonville  Timeout
12:14|Kori Babineaux Turnover.|5-13| 
12:03|Foul on Josh Adeyeye.|5-13| 
11:50| |5-16|Trevor Lacey made Three Point Jumper. Assisted by Caleb Martin.
11:34|Josh Murray missed Jumper.|5-16| 
11:34| |5-16|Abdul-Malik Abu Defensive Rebound.
11:20| |5-16|Cody Martin Turnover.
11:20| Official TV Timeout| Official TV Timeout| Official TV Timeout
11:08|Antwon Clayton Turnover.|5-16| 
11:08|Foul on Antwon Clayton.|5-16| 
10:50| |5-16|Cody Martin Turnover.
10:48|Andris Misters Steal.|5-16| 
10:46|Kori Babineaux missed Layup.|5-16| 
10:46| |5-16|Abdul-Malik Abu Block.
10:43| |5-16|Trevor Lacey Defensive Rebound.
10:40|Foul on Andris Misters.|5-16| 
10:40| |5-16|Caleb Martin missed Free Throw.
10:40| |5-16|NC State Deadball Team Rebound.
10:40| |5-16|Caleb Martin missed Free Throw.
10:40|Antwon Clayton Defensive Rebound.|5-16| 
10:11|J.R. Holder missed Three Point Jumper.|5-16| 
10:11| |5-16|Trevor Lacey Defensive Rebound.
10:04| |5-16|Caleb Martin missed Three Point Jumper.
10:04|Jacksonville Defensive Rebound.|5-16| 
10:00| |5-16|Foul on Abdul-Malik Abu.
9:40|J.R. Holder missed Three Point Jumper.|5-16| 
9:40| |5-16|Trevor Lacey Defensive Rebound.
9:30| |5-16|Trevor Lacey Turnover.
9:28|Omar El Manasterly Steal.|5-16| 
9:25|Kori Babineaux missed Layup.|5-16| 
9:25| |5-16|Caleb Martin Block.
9:22| |5-16|Trevor Lacey Defensive Rebound.
9:18|Foul on Antwon Clayton.|5-16| 
9:18| |5-17|Abdul-Malik Abu made Free Throw.
9:18| |5-18|Abdul-Malik Abu made Free Throw.
9:07|J.R. Holder missed Layup.|5-18| 
9:07| |5-18|BeeJay Anya Block.
9:05|Kori Babineaux Offensive Rebound.|5-18| 
9:02|Kori Babineaux missed Layup.|5-18| 
9:02| |5-18|BeeJay Anya Block.
9:01|Jacksonville Offensive Rebound.|5-18| 
8:58|Omar El Manasterly missed Layup.|5-18| 
8:58| |5-18|BeeJay Anya Block.
8:57|Omar El Manasterly Offensive Rebound.|5-18| 
8:45|J.R. Holder missed Layup.|5-18| 
8:45| |5-18|BeeJay Anya Block.
8:43| |5-18|Abdul-Malik Abu Defensive Rebound.
