time|away|score|home
20:00| |0-0|Jump Ball won by VCU
19:36| |0-2|Briante Weber made Jumper.
19:20|Anthony Gill missed Jumper.|0-2| 
19:20| |0-2|Jordan Burgess Defensive Rebound.
19:14| |0-2|Melvin Johnson missed Three Point Jumper.
19:14|Virginia Defensive Rebound.|0-2| 
19:04|Jump Ball won by Virginia|0-2| 
18:55|Foul on Malcolm Brogdon.|0-2| 
18:55|Malcolm Brogdon Turnover.|0-2| 
18:44| |0-2|Melvin Johnson missed Three Point Jumper.
18:44|Mike Tobey Defensive Rebound.|0-2| 
18:35|Anthony Gill made Layup. Assisted by London Perrantes.|2-2| 
18:25| |2-5|Treveon Graham made Three Point Jumper. Assisted by Melvin Johnson.
18:13| |2-5|Foul on Melvin Johnson.
17:53|Justin Anderson made Three Point Jumper. Assisted by Mike Tobey.|5-5| 
17:32| |5-7|Melvin Johnson made Jumper. Assisted by Jordan Burgess.
17:11|Mike Tobey made Dunk. Assisted by Anthony Gill.|7-7| 
17:05| |7-7|Briante Weber missed Three Point Jumper.
17:05|Justin Anderson Defensive Rebound.|7-7| 
16:49| |7-7|Foul on Jordan Burgess.
16:49|Malcolm Brogdon missed Free Throw.|7-7| 
16:49|Virginia Deadball Team Rebound.|7-7| 
16:49|Malcolm Brogdon made Free Throw.|8-7| 
16:33| |8-7|Justin Tillman missed Layup.
16:33|Justin Anderson Block.|8-7| 
16:33| |8-7|Jordan Burgess Offensive Rebound.
16:30|Foul on Mike Tobey.|8-7| 
16:30| |8-7|Jordan Burgess missed Free Throw.
16:30| |8-7|VCU Deadball Team Rebound.
16:30| |8-7|Jordan Burgess missed Free Throw.
16:30|Anthony Gill Defensive Rebound.|8-7| 
16:02|Justin Anderson made Three Point Jumper. Assisted by London Perrantes.|11-7| 
15:38| |11-7|Briante Weber missed Jumper.
15:38| |11-7|Briante Weber Offensive Rebound.
15:38| |11-7|Briante Weber missed Two Point Tip Shot.
15:38|Anthony Gill Defensive Rebound.|11-7| 
15:23|Mike Tobey missed Jumper.|11-7| 
15:23| |11-7|Justin Tillman Block.
15:23|Mike Tobey Offensive Rebound.|11-7| 
15:16| |11-7|Foul on Justin Tillman.
15:16| Official TV Timeout| Official TV Timeout| Official TV Timeout
15:16|Anthony Gill made Free Throw.|12-7| 
15:16|Anthony Gill missed Free Throw.|12-7| 
15:16| |12-7|Jarred Guest Defensive Rebound.
15:04| |12-9|Melvin Johnson made Layup.
14:55|Virginia  Timeout|Virginia  Timeout|Virginia  Timeout
14:55|London Perrantes Turnover.|12-9| 
14:55| |12-9|JeQuan Lewis Steal.
14:45| |12-12|Melvin Johnson made Three Point Jumper.
14:26|Anthony Gill made Dunk. Assisted by Marial Shayok.|14-12| 
14:14| |14-12|Terry Larrier missed Layup.
14:14|Virginia Defensive Rebound.|14-12| 
14:07|Marial Shayok Turnover.|14-12| 
13:36| |14-12|JeQuan Lewis missed Three Point Jumper.
13:36|Justin Anderson Defensive Rebound.|14-12| 
13:19| |14-12|Foul on Jarred Guest.
13:06|Justin Anderson Turnover.|14-12| 
12:43| |14-14|Melvin Johnson made Layup.
12:23| |14-14|Foul on JeQuan Lewis.
12:23|Justin Anderson made Free Throw.|15-14| 
12:23|Justin Anderson made Free Throw.|16-14| 
12:02| |16-16|Treveon Graham made Layup. Assisted by JeQuan Lewis.
11:52|London Perrantes Turnover.|16-16| 
11:52| |16-16|Briante Weber Steal.
11:48| |16-16|Treveon Graham missed Three Point Jumper.
11:48|London Perrantes Defensive Rebound.|16-16| 
11:28|London Perrantes Turnover.|16-16| 
11:28| Official TV Timeout| Official TV Timeout| Official TV Timeout
11:06| |16-16|Melvin Johnson missed Jumper.
11:06|Mike Tobey Defensive Rebound.|16-16| 
