time|away|score|home
19:53| |0-0|Xavier Rathan-Mayes Turnover.
19:52|Brandon Goodwin Steal.|0-0| 
19:39|Adonys Henriquez made Three Point Jumper. Assisted by B.J. Taylor.|3-0| 
19:21| |3-2|Kiel Turpin made Jumper.
18:53| |3-2|Foul on Jarquez Smith.
18:53|Brandon Goodwin missed Free Throw.|3-2| 
18:53|UCF Deadball Team Rebound.|3-2| 
18:53|Brandon Goodwin missed Free Throw.|3-2| 
18:53| |3-2|Kiel Turpin Defensive Rebound.
18:31| |3-4|Kiel Turpin made Jumper.
18:16|B.J. Taylor made Jumper.|5-4| 
18:00| |5-6|Aaron Thomas made Jumper.
17:48|B.J. Taylor missed Layup.|5-6| 
17:48| |5-6|Kiel Turpin Block.
17:46| |5-6|Jarquez Smith Defensive Rebound.
17:43| |5-8|Montay Brandon made Layup.
17:43|Foul on Kasey Wilson.|5-8| 
17:43| |5-8|Montay Brandon missed Free Throw.
17:43|Kasey Wilson Defensive Rebound.|5-8| 
17:23|B.J. Taylor made Three Point Jumper.|8-8| 
17:09| |8-8|Kiel Turpin missed Jumper.
17:09| |8-8|Montay Brandon Offensive Rebound.
17:07| |8-8|Montay Brandon missed Jumper.
17:07| |8-8|Montay Brandon Offensive Rebound.
17:01|Foul on Staphon Blair.|8-8| 
17:01| |8-9|Montay Brandon made Free Throw.
17:01| |8-9|Montay Brandon missed Free Throw.
17:01|Adonys Henriquez Defensive Rebound.|8-9| 
16:50|B.J. Taylor missed Jumper.|8-9| 
16:50| |8-9|Montay Brandon Defensive Rebound.
16:43| |8-9|Aaron Thomas missed Jumper.
16:43|Adonys Henriquez Defensive Rebound.|8-9| 
16:38|Brandon Goodwin made Layup. Assisted by Adonys Henriquez.|10-9| 
16:21| |10-11|Jarquez Smith made Dunk. Assisted by Dayshawn Watkins.
16:00|Adonys Henriquez missed Three Point Jumper.|10-11| 
16:00| |10-11|Dayshawn Watkins Defensive Rebound.
15:47| |10-13|Kiel Turpin made Layup. Assisted by Aaron Thomas.
15:27|Brandon Goodwin made Jumper.|12-13| 
15:27| |12-13|Foul on Dayshawn Watkins.
15:27| Official TV Timeout| Official TV Timeout| Official TV Timeout
15:27|Brandon Goodwin made Free Throw.|13-13| 
15:08| |13-15|Montay Brandon made Layup. Assisted by Robbie Berwick.
14:40|Shaheed Davis missed Layup.|13-15| 
14:40| |13-15|Florida St Defensive Rebound.
14:21| |13-15|Phil Cofer Turnover.
14:20|Justin McBride Steal.|13-15| 
14:18|Brandon Goodwin Turnover.|13-15| 
14:00|Foul on Shaheed Davis.|13-15| 
13:56| |13-17|Dayshawn Watkins made Jumper.
13:35|Adonys Henriquez missed Jumper.|13-17| 
13:35| |13-17|Michael Ojo Defensive Rebound.
13:17| |13-17|Aaron Thomas missed Jumper.
13:17|Justin McBride Defensive Rebound.|13-17| 
12:51|Brandon Goodwin missed Jumper.|13-17| 
12:51| |13-17|Phil Cofer Defensive Rebound.
12:42| |13-19|Michael Ojo made Layup. Assisted by Dayshawn Watkins.
12:42|Foul on Justin McBride.|13-19| 
12:42| |13-19|Michael Ojo missed Free Throw.
12:42|B.J. Taylor Defensive Rebound.|13-19| 
12:28|Daiquan Walker made Three Point Jumper.|16-19| 
12:11| |16-19|Aaron Thomas Turnover.
12:11|B.J. Taylor Steal.|16-19| 
12:09|Adonys Henriquez made Dunk.|18-19| 
11:50| |18-19|Phil Cofer Turnover.
11:50| Official TV Timeout| Official TV Timeout| Official TV Timeout
11:24|Staphon Blair missed Jumper.|18-19| 
11:24| |18-19|Aaron Thomas Defensive Rebound.
11:15|Foul on Daiquan Walker.|18-19| 
11:15| |18-19|Aaron Thomas missed Free Throw.
11:15| |18-19|Florida St Deadball Team Rebound.
11:15| |18-20|Aaron Thomas made Free Throw.
11:04| |18-20|Foul on Xavier Rathan-Mayes.
10:35|Shaheed Davis Turnover.|18-20| 
10:17| |18-22|Aaron Thomas made Jumper.
9:48| |18-22|Foul on Michael Ojo.
9:37|Kasey Wilson missed Layup.|18-22| 
9:37| |18-22|Xavier Rathan-Mayes Defensive Rebound.
9:33| |18-24|Montay Brandon made Layup. Assisted by Xavier Rathan-Mayes.
9:04|Kasey Wilson missed Jumper.|18-24| 
9:04| |18-24|Boris Bojanovsky Defensive Rebound.
8:56| |18-26|Jarquez Smith made Layup. Assisted by Dayshawn Watkins.
8:56|UCF  Timeout|UCF  Timeout|UCF  Timeout
8:40|Staphon Blair missed Layup.|18-26| 
8:40| |18-26|Boris Bojanovsky Block.
8:40|UCF Offensive Rebound.|18-26| 
8:30|Brandon Goodwin made Layup.|20-26| 
8:12| |20-26|Xavier Rathan-Mayes missed Jumper.
8:12|Brandon Goodwin Defensive Rebound.|20-26| 
8:06|Staphon Blair made Dunk. Assisted by Brandon Goodwin.|22-26| 
8:03| |22-26|Jarquez Smith Turnover.
7:48|Kasey Wilson missed Three Point Jumper.|22-26| 
7:48| |22-26|Montay Brandon Defensive Rebound.
7:42| |22-28|Montay Brandon made Layup.
7:31|B.J. Taylor made Layup.|24-28| 
7:22| |24-28|Xavier Rathan-Mayes Turnover.
7:22| Official TV Timeout| Official TV Timeout| Official TV Timeout
7:02|Justin McBride missed Jumper.|24-28| 
7:02| |24-28|Montay Brandon Defensive Rebound.
6:55| |24-28|Boris Bojanovsky Turnover.
6:52|Daiquan Walker made Layup.|26-28| 
6:34| |26-30|Aaron Thomas made Jumper.
6:16|Daiquan Walker missed Three Point Jumper.|26-30| 
6:16| |26-30|Aaron Thomas Defensive Rebound.
6:08| |26-32|Montay Brandon made Layup. Assisted by Aaron Thomas.
5:30|Brandon Goodwin Turnover.|26-32| 
5:28| |26-32|Montay Brandon Steal.
5:25|Foul on B.J. Taylor.|26-32| 
5:25| |26-33|Dayshawn Watkins made Free Throw.
5:25| |26-34|Dayshawn Watkins made Free Throw.
5:24|Justin McBride Turnover.|26-34| 
5:23| |26-34|Dayshawn Watkins Steal.
5:19|Foul on Justin McBride.|26-34| 
5:19| |26-34|Phil Cofer missed Free Throw.
5:19| |26-34|Florida St Deadball Team Rebound.
5:19| |26-35|Phil Cofer made Free Throw.
4:57|Shaheed Davis missed Jumper.|26-35| 
4:57| |26-35|Phil Cofer Block.
4:54| |26-35|Boris Bojanovsky Defensive Rebound.
4:48| |26-37|Aaron Thomas made Jumper.
4:47|UCF  Timeout|UCF  Timeout|UCF  Timeout
4:24|B.J. Taylor Turnover.|26-37| 
4:22| |26-37|Boris Bojanovsky Steal.
4:20| |26-39|Aaron Thomas made Layup.
3:42| |26-39|Foul on Phil Cofer.
3:42| Official TV Timeout| Official TV Timeout| Official TV Timeout
3:42|B.J. Taylor made Free Throw.|27-39| 
3:42|B.J. Taylor made Free Throw.|28-39| 
3:27| |28-39|Xavier Rathan-Mayes Turnover.
3:11|Brandon Goodwin made Layup.|30-39| 
2:46| |30-41|Kiel Turpin made Jumper.
2:36|Staphon Blair missed Layup.|30-41| 
2:36| |30-41|Phil Cofer Block.
2:34| |30-41|Phil Cofer Defensive Rebound.
2:27| |30-41|Xavier Rathan-Mayes missed Layup.
2:27|Staphon Blair Block.|30-41| 
2:25|Dylan Karell Defensive Rebound.|30-41| 
1:57|Adonys Henriquez made Three Point Jumper. Assisted by B.J. Taylor.|33-41| 
1:39| |33-43|Aaron Thomas made Layup.
1:23| |33-43|Foul on Robbie Berwick.
1:23|B.J. Taylor made Free Throw.|34-43| 
1:23|B.J. Taylor made Free Throw.|35-43| 
1:06| |35-45|Jarquez Smith made Layup. Assisted by Xavier Rathan-Mayes.
0:48|Dylan Karell made Layup.|37-45| 
0:12| |37-45|Xavier Rathan-Mayes missed Three Point Jumper.
0:12| |37-45|Kiel Turpin Offensive Rebound.
0:10| |37-47|Kiel Turpin made Layup.
0:00|Daiquan Walker missed Layup.|37-47| 
0:00| |37-47|Jarquez Smith Defensive Rebound.
0:00|End of 1st half|End of 1st half|End of 1st half
19:51|B.J. Taylor missed Layup.|37-47| 
19:51| |37-47|Kiel Turpin Block.
19:50|Kasey Wilson Offensive Rebound.|37-47| 
19:47|Kasey Wilson missed Three Point Jumper.|37-47| 
19:47|Staphon Blair Offensive Rebound.|37-47| 
19:44|Staphon Blair made Layup.|39-47| 
19:29| |39-49|Jarquez Smith made Layup. Assisted by Aaron Thomas.
19:08|B.J. Taylor missed Three Point Jumper.|39-49| 
19:08|Staphon Blair Offensive Rebound.|39-49| 
19:04|Staphon Blair missed Layup.|39-49| 
19:04| |39-49|Jarquez Smith Defensive Rebound.
18:55|Foul on B.J. Taylor.|39-49| 
18:48| |39-52|Aaron Thomas made Three Point Jumper. Assisted by Xavier Rathan-Mayes.
18:26|Justin McBride made Jumper.|41-52| 
18:13|Foul on Adonys Henriquez.|41-52| 
18:13| |41-53|Jarquez Smith made Free Throw.
18:13| |41-54|Jarquez Smith made Free Throw.
17:55|Adonys Henriquez made Three Point Jumper.|44-54| 
17:47|Foul on Justin McBride.|44-54| 
17:40| |44-54|Michael Ojo Turnover.
17:23|Adonys Henriquez missed Three Point Jumper.|44-54| 
17:23|Justin McBride Offensive Rebound.|44-54| 
17:21|Justin McBride Turnover.|44-54| 
17:08|Foul on B.J. Taylor.|44-54| 
16:56| |44-54|Aaron Thomas missed Three Point Jumper.
16:56|Justin McBride Defensive Rebound.|44-54| 
16:38|B.J. Taylor missed Jumper.|44-54| 
16:38|Kasey Wilson Offensive Rebound.|44-54| 
16:18|Justin McBride missed Jumper.|44-54| 
16:17|UCF Offensive Rebound.|44-54| 
16:10|Justin McBride Turnover.|44-54| 
16:07| |44-54|Jarquez Smith Steal.
15:59| |44-54|Montay Brandon missed Layup.
15:59|Brandon Goodwin Defensive Rebound.|44-54| 
15:58| |44-54|Foul on Michael Ojo.
15:58| Official TV Timeout| Official TV Timeout| Official TV Timeout
15:58|Adonys Henriquez missed Free Throw.|44-54| 
15:58|UCF Deadball Team Rebound.|44-54| 
15:58|Adonys Henriquez made Free Throw.|45-54| 
15:32| |45-56|Aaron Thomas made Jumper.
15:29|Adonys Henriquez missed Layup.|45-56| 
15:29| |45-56|Montay Brandon Defensive Rebound.
15:19| |45-58|Phil Cofer made Layup.
14:57| |45-58|Foul on Michael Ojo.
14:57|B.J. Taylor missed Three Point Jumper.|45-58| 
14:57| |45-58|Xavier Rathan-Mayes Defensive Rebound.
14:53|Foul on Kasey Wilson.|45-58| 
14:41| |45-60|Montay Brandon made Layup.
14:41|Foul on Adonys Henriquez.|45-60| 
14:41| |45-61|Montay Brandon made Free Throw.
14:26|Brandon Goodwin Turnover.|45-61| 
14:22| |45-61|Phil Cofer Turnover.
14:21|Kasey Wilson Steal.|45-61| 
14:14|Dylan Karell missed Layup.|45-61| 
14:14| |45-61|Boris Bojanovsky Block.
14:13| |45-61|Dayshawn Watkins Defensive Rebound.
13:54| |45-63|Montay Brandon made Layup.
13:54|Foul on Adonys Henriquez.|45-63| 
13:54| |45-64|Montay Brandon made Free Throw.
13:38|Daiquan Walker made Layup.|47-64| 
13:18| |47-64|Xavier Rathan-Mayes missed Layup.
13:18|Dylan Karell Block.|47-64| 
13:18| |47-64|Florida St Offensive Rebound.
13:05| |47-66|Boris Bojanovsky made Layup. Assisted by Aaron Thomas.
12:55| |47-66|Foul on Aaron Thomas.
12:36|Brandon Goodwin missed Free Throw.|47-66| 
12:36|UCF Deadball Team Rebound.|47-66| 
12:36|Brandon Goodwin made Free Throw.|48-66| 
12:25| |48-66|Aaron Thomas missed Jumper.
12:25| |48-66|Boris Bojanovsky Offensive Rebound.
12:18| |48-66|Robbie Berwick missed Three Point Jumper.
12:18|Myles Davis Defensive Rebound.|48-66| 
12:15| |48-66|Phil Cofer Defensive Rebound.
12:15|Kasey Wilson missed Layup.|48-66| 
12:13| |48-66|Aaron Thomas missed Layup.
12:13|Daiquan Walker Block.|48-66| 
12:12| |48-66|Florida St Offensive Rebound.
12:12| |48-68|Aaron Thomas made Jumper. Assisted by Dayshawn Watkins.
12:09|Brandon Goodwin made Layup.|50-68| 
11:51| |50-68|Dayshawn Watkins missed Jumper.
11:51| |50-68|Boris Bojanovsky Offensive Rebound.
11:44| Official TV Timeout| Official TV Timeout| Official TV Timeout
11:37| |50-68|Aaron Thomas missed Layup.
11:37| |50-68|Phil Cofer Offensive Rebound.
11:34|Foul on Dylan Karell.|50-68| 
11:34| |50-68|Phil Cofer missed Free Throw.
11:34| |50-68|Florida St Deadball Team Rebound.
11:34| |50-69|Phil Cofer made Free Throw.
11:11|B.J. Taylor missed Layup.|50-69| 
11:11| |50-69|Aaron Thomas Defensive Rebound.
10:52| |50-69|Aaron Thomas missed Jumper.
10:52|Brandon Goodwin Defensive Rebound.|50-69| 
10:41| |50-69|Foul on Phil Cofer.
10:41|Shaheed Davis made Free Throw.|51-69| 
10:41|Shaheed Davis made Free Throw.|52-69| 
10:26| |52-71|Boris Bojanovsky made Jumper.
10:16|Shaheed Davis made Three Point Jumper. Assisted by B.J. Taylor.|55-71| 
10:07|Florida St  Timeout|Florida St  Timeout|Florida St  Timeout
9:53| |55-73|Boris Bojanovsky made Layup. Assisted by Dayshawn Watkins.
9:26|Adonys Henriquez Turnover.|55-73| 
9:25| |55-73|Jarquez Smith Steal.
9:24| |55-75|Aaron Thomas made Dunk.
9:03|B.J. Taylor missed Jumper.|55-75| 
9:03| |55-75|Florida St Defensive Rebound.
8:43| |55-75|Dayshawn Watkins missed Three Point Jumper.
8:43| |55-75|Jarquez Smith Offensive Rebound.
8:41| |55-77|Jarquez Smith made Layup.
8:35|UCF  Timeout|UCF  Timeout|UCF  Timeout
8:14|Daiquan Walker missed Jumper.|55-77| 
8:14| |55-77|Robbie Berwick Defensive Rebound.
8:03| |55-77|Jarquez Smith missed Layup.
8:03| |55-77|Jarquez Smith Offensive Rebound.
8:00| |55-79|Jarquez Smith made Layup.
7:41|B.J. Taylor made Jumper.|57-79| 
7:41| |57-79|Foul on Jarquez Smith.
7:41| Official TV Timeout| Official TV Timeout| Official TV Timeout
7:41|B.J. Taylor made Free Throw.|58-79| 
7:14| |58-79|Robbie Berwick missed Three Point Jumper.
7:14|Adonys Henriquez Defensive Rebound.|58-79| 
6:42| |58-79|Foul on Michael Ojo.
6:42|Adonys Henriquez made Free Throw.|59-79| 
6:42|Adonys Henriquez made Free Throw.|60-79| 
6:28| |60-81|Montay Brandon made Jumper.
6:14|Staphon Blair made Dunk. Assisted by Daiquan Walker.|62-81| 
6:04| |62-81|Michael Ojo Turnover.
5:48|Daiquan Walker Turnover.|62-81| 
5:35| |62-81|Xavier Rathan-Mayes Turnover.
5:34|Adonys Henriquez Steal.|62-81| 
5:32|Dylan Karell missed Dunk.|62-81| 
5:32| |62-81|Jarquez Smith Block.
5:30| |62-81|Michael Ojo Defensive Rebound.
5:27|Foul on Staphon Blair.|62-81| 
5:27| |62-81|Montay Brandon missed Free Throw.
5:27| |62-81|Florida St Deadball Team Rebound.
5:27| |62-81|Montay Brandon missed Free Throw.
5:27|Daiquan Walker Defensive Rebound.|62-81| 
5:22|Daiquan Walker missed Jumper.|62-81| 
5:22| |62-81|Xavier Rathan-Mayes Defensive Rebound.
5:11| |62-83|Jarquez Smith made Layup. Assisted by Xavier Rathan-Mayes.
5:01|Adonys Henriquez missed Three Point Jumper.|62-83| 
5:01| |62-83|Xavier Rathan-Mayes Defensive Rebound.
4:45| |62-85|Montay Brandon made Layup. Assisted by Jarquez Smith.
4:28|Brandon Goodwin Turnover.|62-85| 
4:17| |62-87|Montay Brandon made Layup. Assisted by Robbie Berwick.
3:56|Daiquan Walker made Layup.|64-87| 
3:56| |64-87|Foul on Robbie Berwick.
