time|away|score|home
19:45| |0-0|Ralston Turner missed Layup.
19:45|Justin Gordon Block.|0-0| 
19:43|Eric Garcia Defensive Rebound.|0-0| 
19:34|Spencer Collins made Jumper. Assisted by Lee Skinner.|2-0| 
19:04| |2-0|Ralston Turner missed Three Point Jumper.
19:04|Eric Garcia Defensive Rebound.|2-0| 
18:36|Lee Skinner missed Jumper.|2-0| 
18:36| |2-0|Lennard Freeman Defensive Rebound.
18:16| |2-0|Trevor Lacey missed Jumper.
18:16| |2-0|Lennard Freeman Offensive Rebound.
17:57|Foul on Spencer Collins.|2-0| 
17:38| |2-0|Trevor Lacey Turnover.
17:17|Spencer Collins missed Three Point Jumper.|2-0| 
17:17| |2-0|Lennard Freeman Defensive Rebound.
16:59| |2-0|Anthony Barber missed Three Point Jumper.
16:59|Lee Skinner Defensive Rebound.|2-0| 
16:39| |2-0|Foul on Trevor Lacey.
16:20|Karl Cochran made Layup.|4-0| 
16:03| |4-0|Trevor Lacey Turnover.
16:02|C.J. Neumann Steal.|4-0| 
15:58| |4-0|Technical Foul on NC State.
15:58| |4-0|Foul on NC State.
15:58|Eric Garcia made Free Throw.|5-0| 
15:58|Eric Garcia made Free Throw.|6-0| 
15:53|Karl Cochran missed Three Point Jumper.|6-0| 
15:53| |6-0|Anthony Barber Defensive Rebound.
15:33| |6-2|Trevor Lacey made Jumper. Assisted by Anthony Barber.
15:09|Lee Skinner missed Jumper.|6-2| 
15:09| |6-2|BeeJay Anya Defensive Rebound.
15:02| |6-2|Lennard Freeman Turnover.
15:01|Karl Cochran Steal.|6-2| 
14:52|Karl Cochran missed Layup.|6-2| 
14:52| |6-2|Trevor Lacey Defensive Rebound.
14:10| |6-2|BeeJay Anya missed Jumper.
14:10|Eric Garcia Defensive Rebound.|6-2| 
13:50|Karl Cochran missed Jumper.|6-2| 
13:50|C.J. Neumann Offensive Rebound.|6-2| 
13:47|C.J. Neumann missed Layup.|6-2| 
13:47| |6-2|BeeJay Anya Defensive Rebound.
13:40| |6-4|Anthony Barber made Jumper.
13:03|Lee Skinner missed Jumper.|6-4| 
13:03| |6-4|Lennard Freeman Defensive Rebound.
12:42| |6-4|Lennard Freeman Turnover.
12:42|Eric Garcia Steal.|6-4| 
12:38| |6-4|Foul on Ralston Turner.
12:38|Eric Garcia made Free Throw.|7-4| 
12:38|Eric Garcia made Free Throw.|8-4| 
12:21| |8-4|Trevor Lacey missed Three Point Jumper.
12:21|Spencer Collins Defensive Rebound.|8-4| 
12:08| |8-4|Foul on Abdul-Malik Abu.
11:58| |8-4|Foul on Abdul-Malik Abu.
11:58| Official TV Timeout| Official TV Timeout| Official TV Timeout
11:31|Cameron Jackson made Layup.|10-4| 
11:11| |10-4|Kyle Washington missed Jumper.
11:11|Spencer Collins Defensive Rebound.|10-4| 
10:51|Spencer Collins missed Three Point Jumper.|10-4| 
10:51| |10-4|Kyle Washington Defensive Rebound.
10:48|Foul on Cameron Jackson.|10-4| 
10:29| |10-6|Kyle Washington made Jumper. Assisted by Desmond Lee.
10:10|Cameron Jackson missed Jumper.|10-6| 
10:10| |10-6|Trevor Lacey Defensive Rebound.
10:02|Foul on Justin Gordon.|10-6| 
10:02| |10-7|Caleb Martin made Free Throw.
10:02| |10-8|Caleb Martin made Free Throw.
9:34|Lee Skinner Turnover.|10-8| 
9:34|Foul on Karl Cochran.|10-8| 
9:29| |10-8|Kyle Washington missed Jumper.
9:29|Karl Cochran Defensive Rebound.|10-8| 
9:16|Spencer Collins missed Jumper.|10-8| 
9:16|Justin Gordon Offensive Rebound.|10-8| 
9:10|Spencer Collins made Three Point Jumper. Assisted by Justin Gordon.|13-8| 
8:50| |13-10|Desmond Lee made Layup. Assisted by Trevor Lacey.
8:26|Lee Skinner made Jumper.|15-10| 
8:12|Foul on Lee Skinner.|15-10| 
8:12| |15-11|BeeJay Anya made Free Throw.
8:12| |15-11|BeeJay Anya missed Free Throw.
8:12|Karl Cochran Defensive Rebound.|15-11| 
8:01|Spencer Collins missed Three Point Jumper.|15-11| 
8:01| |15-11|Ralston Turner Defensive Rebound.
7:58|Foul on Spencer Collins.|15-11| 
7:58| Official TV Timeout| Official TV Timeout| Official TV Timeout
7:49| |15-14|Ralston Turner made Three Point Jumper. Assisted by Trevor Lacey.
7:37|Karl Cochran missed Three Point Jumper.|15-14| 
7:37|Wofford Offensive Rebound.|15-14| 
7:35| |15-14|Foul on Kyle Washington.
