time|away|score|home
19:39| |0-0|Rod Hall missed Three Point Jumper.
19:39|Jordon Granger Defensive Rebound.|0-0| 
19:39| |0-0|Rod Hall missed Three Point Jumper.
19:39|Jordon Granger Defensive Rebound.|0-0| 
19:07|K.C. Ross-Miller missed Three Point Jumper.|0-0| 
19:07| |0-0|Jaron Blossomgame Defensive Rebound.
18:55|Foul on Cinmeon Bowers.|0-0| 
18:48| |0-0|Donte Grantham missed Three Point Jumper.
18:48| |0-0|Clemson Offensive Rebound.
18:42| |0-0|Jaron Blossomgame missed Jumper.
18:42|Jordon Granger Block.|0-0| 
18:42|Jordon Granger Block.|0-0| 
18:40|Cinmeon Bowers Defensive Rebound.|0-0| 
18:40|Cinmeon Bowers Defensive Rebound.|0-0| 
18:22|KT Harrell made Three Point Jumper. Assisted by Cinmeon Bowers.|3-0| 
18:02| |3-0|Damarcus Harrison Turnover.
18:01|Tahj Shamsid-Deen Steal.|3-0| 
17:59|Tahj Shamsid-Deen missed Layup.|3-0| 
17:59| |3-0|Damarcus Harrison Block.
17:52|K.C. Ross-Miller Offensive Rebound.|3-0| 
17:50|K.C. Ross-Miller Turnover.|3-0| 
17:42| |3-0|Landry Nnoko Turnover.
17:42| |3-0|Foul on Landry Nnoko.
17:31|Cinmeon Bowers made Layup. Assisted by Jordon Granger.|5-0| 
17:13| |5-0|Rod Hall missed Jumper.
17:13| |5-0|Rod Hall missed Jumper.
17:13| |5-0|Jaron Blossomgame Offensive Rebound.
17:13| |5-0|Jaron Blossomgame Offensive Rebound.
17:09| |5-2|Jaron Blossomgame made Dunk.
17:09| |5-2|Jaron Blossomgame made Dunk.
16:47|Cinmeon Bowers missed Layup.|5-2| 
16:47| |5-2|Donte Grantham Block.
16:45| |5-2|Landry Nnoko Defensive Rebound.
16:39| |5-2|Rod Hall Turnover.
16:21|KT Harrell missed Three Point Jumper.|5-2| 
16:21| |5-2|Jaron Blossomgame Defensive Rebound.
16:06| |5-2|Landry Nnoko missed Layup.
16:06|Cinmeon Bowers Defensive Rebound.|5-2| 
16:06|Cinmeon Bowers Defensive Rebound.|5-2| 
16:00|Malcolm Canada missed Layup.|5-2| 
16:00| |5-2|Jaron Blossomgame Defensive Rebound.
15:41| |5-2|Donte Grantham missed Three Point Jumper.
15:41| |5-2|Landry Nnoko Offensive Rebound.
15:37| |5-4|Landry Nnoko made Layup.
15:37| |5-4|Landry Nnoko made Layup.
15:08|Cinmeon Bowers missed Three Point Jumper.|5-4| 
15:08| |5-4|Damarcus Harrison Defensive Rebound.
14:57| |5-4|Jaron Blossomgame missed Three Point Jumper.
14:57|Cinmeon Bowers Defensive Rebound.|5-4| 
14:48|Malcolm Canada Turnover.|5-4| 
14:48| Official TV Timeout| Official TV Timeout| Official TV Timeout
14:24| |5-4|Donte Grantham Turnover.
14:23|Antoine Mason Steal.|5-4| 
14:19|Antoine Mason missed Layup.|5-4| 
14:19|Devin Waddell Offensive Rebound.|5-4| 
14:16|Devin Waddell missed Layup.|5-4| 
14:16| |5-4|Rod Hall Defensive Rebound.
14:16| |5-4|Rod Hall Defensive Rebound.
14:11| |5-6|Rod Hall made Jumper.
13:31|KT Harrell made Jumper.|7-6| 
13:01| |7-6|Rod Hall missed Three Point Jumper.
13:01|Malcolm Canada Defensive Rebound.|7-6| 
